,channel_100,channel_101
670,1,0.0
671,0,0.0
672,0,0.0
673,0,0.0
674,0,0.0
675,0,0.0
676,0,0.0
677,0,0.0
678,0,0.0
679,0,0.0
680,0,0.0
681,8,10.0
682,7,8.0
683,7,7.0
684,5,5.0
685,5,3.0
686,4,6.0
687,4,5.0
688,4,9.0
689,7,9.0
690,6,7.0
691,5,9.0
692,8,4.0
693,2,3.0
694,1,1.0
695,0,0.0
696,0,0.0
697,0,0.0
698,0,0.0
699,0,0.0
700,0,0.0
701,0,0.0
702,0,0.0
703,0,0.0
704,0,0.0
705,8,5.0
706,12,4.0
707,6,3.0
708,2,5.0
709,5,4.0
710,4,4.0
711,4,3.0
712,6,4.0
713,9,6.0
714,9,7.0
715,7,9.0
716,7,8.0
717,4,3.0
718,0,1.0
719,0,0.0
720,0,0.0
721,1,0.0
722,0,0.0
723,0,0.0
724,0,0.0
725,0,0.0
726,0,0.0
727,0,0.0
728,0,0.0
729,10,9.0
730,8,7.0
731,7,5.0
732,4,5.0
733,2,7.0
734,4,4.0
735,5,8.0
736,7,5.0
737,7,6.0
738,6,10.0
739,9,8.0
740,6,9.0
741,2,2.0
742,0,1.0
743,0,0.0
744,0,0.0
745,0,0.0
746,0,0.0
747,0,0.0
748,0,0.0
749,0,0.0
750,0,0.0
751,0,0.0
752,0,0.0
753,9,5.0
754,7,4.0
755,5,8.0
756,5,7.0
757,6,6.0
758,4,7.0
759,4,8.0
760,4,6.0
761,4,6.0
762,5,8.0
763,4,10.0
764,4,7.0
765,1,5.0
766,1,0.0
767,0,0.0
768,0,0.0
769,0,0.0
770,0,0.0
771,0,0.0
772,0,0.0
773,0,0.0
774,0,0.0
775,0,0.0
776,0,0.0
777,8,7.0
778,5,9.0
779,5,7.0
780,2,4.0
781,2,4.0
782,4,6.0
783,4,3.0
784,6,7.0
785,6,10.0
786,4,11.0
787,2,10.0
788,2,10.0
789,0,3.0
790,0,0.0
791,0,0.0
792,0,0.0
793,1,0.0
794,0,0.0
795,0,0.0
796,0,0.0
797,0,0.0
798,0,0.0
799,0,0.0
800,0,0.0
801,4,8.0
802,3,4.0
803,2,3.0
804,4,8.0
805,8,4.0
806,6,4.0
807,5,5.0
808,4,7.0
809,8,6.0
810,6,6.0
811,5,5.0
812,2,8.0
813,1,3.0
814,0,1.0
815,0,0.0
816,0,0.0
817,0,0.0
818,0,0.0
819,0,0.0
820,0,0.0
821,0,0.0
822,0,0.0
823,0,0.0
824,0,0.0
825,4,9.0
826,5,5.0
827,4,4.0
828,4,2.0
829,7,4.0
830,7,7.0
831,8,6.0
832,7,6.0
833,7,7.0
834,6,3.0
835,4,3.0
836,4,7.0
837,3,4.0
838,1,1.0
839,0,0.0
840,0,0.0
841,0,0.0
842,0,0.0
843,0,0.0
844,0,0.0
845,0,0.0
846,0,0.0
847,0,0.0
848,0,0.0
849,6,9.0
850,7,9.0
851,4,9.0
852,1,6.0
853,4,3.0
854,6,4.0
855,7,9.0
856,6,9.0
857,6,5.0
858,3,3.0
859,4,9.0
860,3,8.0
861,2,1.0
862,0,1.0
863,0,0.0
864,0,0.0
865,0,0.0
866,0,0.0
867,0,0.0
868,0,0.0
869,0,0.0
870,0,0.0
871,0,0.0
872,0,0.0
873,7,8.0
874,5,7.0
875,7,5.0
876,6,3.0
877,10,2.0
878,6,3.0
879,7,5.0
880,10,7.0
881,6,5.0
882,8,5.0
883,6,4.0
884,5,4.0
885,3,1.0
886,1,0.0
887,0,0.0
888,0,0.0
889,0,0.0
890,1,0.0
891,0,0.0
892,0,0.0
893,0,0.0
894,0,0.0
895,0,0.0
896,0,0.0
897,10,5.0
898,11,6.0
899,8,7.0
900,5,4.0
901,5,4.0
902,4,6.0
903,4,4.0
904,7,5.0
905,7,4.0
906,8,5.0
907,4,6.0
908,7,4.0
909,5,0.0
910,1,1.0
911,0,0.0
912,0,0.0
913,0,0.0
914,0,0.0
915,0,0.0
916,0,0.0
917,0,0.0
918,0,0.0
919,0,0.0
920,0,0.0
921,6,7.0
922,9,10.0
923,5,11.0
924,6,4.0
925,3,1.0
926,4,6.0
927,5,10.0
928,8,8.0
929,2,6.0
930,3,7.0
931,4,8.0
932,7,4.0
933,2,1.0
934,0,0.0
935,0,0.0
936,0,0.0
937,0,0.0
938,0,0.0
939,0,0.0
940,0,0.0
941,0,0.0
942,0,0.0
943,0,0.0
944,0,0.0
945,6,9.0
946,4,8.0
947,5,8.0
948,3,7.0
949,1,5.0
950,5,2.0
951,11,3.0
952,10,6.0
953,8,6.0
954,6,9.0
955,5,8.0
956,5,8.0
957,3,5.0
958,1,3.0
959,0,0.0
960,0,1.0
961,0,0.0
962,1,0.0
963,0,0.0
964,0,0.0
965,0,0.0
966,0,0.0
967,0,0.0
968,0,0.0
969,7,9.0
970,9,7.0
971,4,5.0
972,5,4.0
973,7,7.0
974,9,7.0
975,6,6.0
976,6,5.0
977,7,6.0
978,8,2.0
979,6,4.0
980,4,5.0
981,4,3.0
982,1,2.0
983,0,0.0
984,0,0.0
985,0,0.0
986,0,0.0
987,0,0.0
988,0,0.0
989,0,0.0
990,0,0.0
991,0,0.0
992,0,0.0
993,9,9.0
994,11,9.0
995,6,6.0
996,4,5.0
997,5,4.0
998,9,7.0
999,9,7.0
1000,8,7.0
1001,13,7.0
1002,9,7.0
1003,5,7.0
1004,10,6.0
1005,2,3.0
1006,1,0.0
1007,0,1.0
1008,0,0.0
1009,0,0.0
1010,0,0.0
1011,0,0.0
1012,0,0.0
1013,0,0.0
1014,0,0.0
1015,0,0.0
1016,0,0.0
1017,6,6.0
1018,8,4.0
1019,11,3.0
1020,6,4.0
1021,5,6.0
1022,5,4.0
1023,4,2.0
1024,7,3.0
1025,7,4.0
1026,4,6.0
1027,6,7.0
1028,7,5.0
1029,5,2.0
1030,1,0.0
1031,0,0.0
1032,0,0.0
1033,0,0.0
1034,0,0.0
1035,0,0.0
1036,0,0.0
1037,0,0.0
1038,0,0.0
1039,0,0.0
1040,0,0.0
1041,7,8.0
1042,7,8.0
1043,7,4.0
1044,4,1.0
1045,10,3.0
1046,8,5.0
1047,4,1.0
1048,1,2.0
1049,4,1.0
1050,7,4.0
1051,4,3.0
1052,7,4.0
1053,4,0.0
1054,1,0.0
1055,0,0.0
1056,1,0.0
1057,0,0.0
1058,0,0.0
1059,0,1.0
1060,0,0.0
1061,0,0.0
1062,0,0.0
1063,0,0.0
1064,0,0.0
1065,10,9.0
1066,7,6.0
1067,6,4.0
1068,3,4.0
1069,5,4.0
1070,5,6.0
1071,5,6.0
1072,5,2.0
1073,3,3.0
1074,2,2.0
1075,4,2.0
1076,4,3.0
1077,4,2.0
1078,3,2.0
1079,0,0.0
1080,0,0.0
1081,0,0.0
1082,0,0.0
1083,0,0.0
1084,0,0.0
1085,0,0.0
1086,0,0.0
1087,0,0.0
1088,0,0.0
1089,7,6.0
1090,7,6.0
1091,5,1.0
1092,2,2.0
1093,3,5.0
1094,4,6.0
1095,6,7.0
1096,5,6.0
1097,6,5.0
1098,8,5.0
1099,5,6.0
1100,5,5.0
1101,3,3.0
1102,0,1.0
1103,0,0.0
1104,0,0.0
1105,0,0.0
1106,0,0.0
1107,0,0.0
1108,0,0.0
1109,0,0.0
1110,0,0.0
1111,0,0.0
1112,0,0.0
1113,7,10.0
1114,4,9.0
1115,6,8.0
1116,5,4.0
1117,6,4.0
1118,6,5.0
1119,5,8.0
1120,6,8.0
1121,3,3.0
1122,4,4.0
1123,5,3.0
1124,6,1.0
1125,3,0.0
1126,1,0.0
1127,0,0.0
1128,0,0.0
1129,0,0.0
1130,0,0.0
1131,0,0.0
1132,0,0.0
1133,0,0.0
1134,0,0.0
1135,0,0.0
1136,0,0.0
1137,5,8.0
1138,6,6.0
1139,6,7.0
1140,7,2.0
1141,7,3.0
1142,7,5.0
1143,5,4.0
1144,9,10.0
1145,4,7.0
1146,1,5.0
1147,6,8.0
1148,6,8.0
1149,5,5.0
1150,0,0.0
1151,1,0.0
1152,0,0.0
1153,0,0.0
1154,0,0.0
1155,0,0.0
1156,0,0.0
1157,0,0.0
1158,0,0.0
1159,0,0.0
1160,0,0.0
1161,5,9.0
1162,9,8.0
1163,5,7.0
1164,3,6.0
1165,6,6.0
1166,2,5.0
1167,7,7.0
1168,4,7.0
1169,8,7.0
1170,7,8.0
1171,6,7.0
1172,6,4.0
1173,2,2.0
1174,0,0.0
1175,0,0.0
1176,0,0.0
1177,0,0.0
1178,0,0.0
1179,0,0.0
1180,0,0.0
1181,0,0.0
1182,0,0.0
1183,0,0.0
1184,0,0.0
1185,7,8.0
1186,7,7.0
1187,5,5.0
1188,2,6.0
1189,5,6.0
1190,6,5.0
1191,5,9.0
1192,3,8.0
1193,4,8.0
1194,3,9.0
1195,4,5.0
1196,7,6.0
1197,3,3.0
1198,0,2.0
1199,0,0.0
1200,0,0.0
1201,0,0.0
1202,0,0.0
1203,0,0.0
1204,0,0.0
1205,0,0.0
1206,0,0.0
1207,0,0.0
1208,0,0.0
1209,4,7.0
1210,8,5.0
1211,6,4.0
1212,3,6.0
1213,1,7.0
1214,1,8.0
1215,7,4.0
1216,4,6.0
1217,6,6.0
1218,7,5.0
1219,6,8.0
1220,3,9.0
1221,1,4.0
1222,1,1.0
1223,0,0.0
1224,0,0.0
1225,0,0.0
1226,0,0.0
1227,0,0.0
1228,0,0.0
1229,0,0.0
1230,0,0.0
1231,0,0.0
1232,0,0.0
1233,7,9.0
1234,3,9.0
1235,3,8.0
1236,8,7.0
1237,5,7.0
1238,7,3.0
1239,4,6.0
1240,1,9.0
1241,3,7.0
1242,4,4.0
1243,3,8.0
1244,6,10.0
1245,3,6.0
1246,0,1.0
1247,0,0.0
1248,0,0.0
1249,0,0.0
1250,0,0.0
1251,0,0.0
1252,0,0.0
1253,0,0.0
1254,0,0.0
1255,0,0.0
1256,0,0.0
1257,8,5.0
1258,6,7.0
1259,4,5.0
1260,2,4.0
1261,6,3.0
1262,5,7.0
1263,3,8.0
1264,4,3.0
1265,3,5.0
1266,1,6.0
1267,6,3.0
1268,4,5.0
1269,4,2.0
1270,0,1.0
1271,0,0.0
1272,0,0.0
1273,0,0.0
1274,0,0.0
1275,0,0.0
1276,0,0.0
1277,0,0.0
1278,0,0.0
1279,0,0.0
1280,0,0.0
1281,9,9.0
1282,6,6.0
1283,10,4.0
1284,7,3.0
1285,4,7.0
1286,4,7.0
1287,5,4.0
1288,5,4.0
1289,7,2.0
1290,10,8.0
1291,8,8.0
1292,2,2.0
1293,0,0.0
1294,0,0.0
1295,0,0.0
1296,0,0.0
1297,0,0.0
1298,0,0.0
1299,0,0.0
1300,0,0.0
1301,0,0.0
1302,0,0.0
1303,0,0.0
1304,0,0.0
1305,10,10.0
1306,8,7.0
1307,5,4.0
1308,3,2.0
1309,4,2.0
1310,4,7.0
1311,3,5.0
1312,5,6.0
1313,3,3.0
1314,2,2.0
1315,3,2.0
1316,6,3.0
1317,3,0.0
1318,1,0.0
1319,0,0.0
1320,0,0.0
1321,0,0.0
1322,0,0.0
1323,0,0.0
1324,0,0.0
1325,0,0.0
1326,0,0.0
1327,0,0.0
1328,0,0.0
1329,7,7.0
1330,4,4.0
1331,4,2.0
1332,7,1.0
1333,4,2.0
1334,3,5.0
1335,4,7.0
1336,5,7.0
1337,7,2.0
1338,9,5.0
1339,4,6.0
1340,4,7.0
1341,2,2.0
1342,2,1.0
1343,0,0.0
1344,0,0.0
1345,0,0.0
1346,0,0.0
1347,0,0.0
1348,0,0.0
1349,0,0.0
1350,0,0.0
1351,0,0.0
1352,0,0.0
1353,7,11.0
1354,7,7.0
1355,8,6.0
1356,6,6.0
1357,4,6.0
1358,3,5.0
1359,11,7.0
1360,10,3.0
1361,10,3.0
1362,5,2.0
1363,4,2.0
1364,4,2.0
1365,0,1.0
1366,0,0.0
1367,0,0.0
1368,0,0.0
1369,0,0.0
1370,0,0.0
1371,0,0.0
1372,0,0.0
1373,0,0.0
1374,0,0.0
1375,0,0.0
1376,0,0.0
1377,9,6.0
1378,11,5.0
1379,12,4.0
1380,6,3.0
1381,5,7.0
1382,7,5.0
1383,9,6.0
1384,5,3.0
1385,8,8.0
1386,6,8.0
1387,8,7.0
1388,4,7.0
1389,1,3.0
1390,0,0.0
1391,0,0.0
1392,0,1.0
1393,0,0.0
1394,0,0.0
1395,0,0.0
1396,0,0.0
1397,0,0.0
1398,0,0.0
1399,0,0.0
1400,0,0.0
1401,6,6.0
1402,6,8.0
1403,6,5.0
1404,8,4.0
1405,9,5.0
1406,3,7.0
1407,8,5.0
1408,7,7.0
1409,6,4.0
1410,5,5.0
1411,7,8.0
1412,5,7.0
1413,3,6.0
1414,0,2.0
1415,0,0.0
1416,1,0.0
1417,0,0.0
1418,0,0.0
1419,0,0.0
1420,0,0.0
1421,0,0.0
1422,0,0.0
1423,0,0.0
1424,0,0.0
1425,10,6.0
1426,9,6.0
1427,6,5.0
1428,6,4.0
1429,3,10.0
1430,9,9.0
1431,7,8.0
1432,11,8.0
1433,6,7.0
1434,7,8.0
1435,5,12.0
1436,4,10.0
1437,4,5.0
1438,0,1.0
1439,0,0.0
1440,0,0.0
1441,0,0.0
1442,0,0.0
1443,0,0.0
1444,0,0.0
1445,0,0.0
1446,0,0.0
1447,0,0.0
1448,0,0.0
1449,8,7.0
1450,7,7.0
1451,4,6.0
1452,6,6.0
1453,9,7.0
1454,10,6.0
1455,9,4.0
1456,7,6.0
1457,7,7.0
1458,7,10.0
1459,5,10.0
1460,6,10.0
1461,4,4.0
1462,1,1.0
1463,0,0.0
1464,0,0.0
1465,0,0.0
1466,0,0.0
1467,0,0.0
1468,0,0.0
1469,0,0.0
1470,0,0.0
1471,0,0.0
1472,0,0.0
1473,8,9.0
1474,14,6.0
1475,9,2.0
1476,4,6.0
1477,5,8.0
1478,6,6.0
1479,10,4.0
1480,11,3.0
1481,8,7.0
1482,8,5.0
1483,9,6.0
1484,9,5.0
1485,2,2.0
1486,0,0.0
1487,0,0.0
1488,0,0.0
1489,0,0.0
1490,0,0.0
1491,0,0.0
1492,0,0.0
1493,0,0.0
1494,0,0.0
1495,0,0.0
1496,0,0.0
1497,11,10.0
1498,10,7.0
1499,7,6.0
1500,5,3.0
1501,5,5.0
1502,7,4.0
1503,6,5.0
1504,5,8.0
1505,6,7.0
1506,5,4.0
1507,3,5.0
1508,3,4.0
1509,2,2.0
1510,1,1.0
1511,0,0.0
1512,0,0.0
1513,0,0.0
1514,0,0.0
1515,0,0.0
1516,0,0.0
1517,0,0.0
1518,0,0.0
1519,0,0.0
1520,0,0.0
1521,8,10.0
1522,8,6.0
1523,5,5.0
1524,5,3.0
1525,4,1.0
1526,2,3.0
1527,6,6.0
1528,6,5.0
1529,4,3.0
1530,2,3.0
1531,3,7.0
1532,2,10.0
1533,2,6.0
1534,1,1.0
1535,0,0.0
1536,0,0.0
1537,0,0.0
1538,0,0.0
1539,0,0.0
1540,0,0.0
1541,0,0.0
1542,0,0.0
1543,0,0.0
1544,0,0.0
1545,9,8.0
1546,11,6.0
1547,7,3.0
1548,4,6.0
1549,5,7.0
1550,3,5.0
1551,3,3.0
1552,9,5.0
1553,7,8.0
1554,3,7.0
1555,7,9.0
1556,6,6.0
1557,3,2.0
1558,0,1.0
1559,0,0.0
1560,0,0.0
1561,0,0.0
1562,0,0.0
1563,0,0.0
1564,0,0.0
1565,0,0.0
1566,0,0.0
1567,0,0.0
1568,0,0.0
1569,8,7.0
1570,8,4.0
1571,8,5.0
1572,5,5.0
1573,7,5.0
1574,4,4.0
1575,7,3.0
1576,10,4.0
1577,10,9.0
1578,8,5.0
1579,6,6.0
1580,1,2.0
1581,0,0.0
1582,0,0.0
1583,1,0.0
1584,0,0.0
1585,0,0.0
1586,0,0.0
1587,0,0.0
1588,0,0.0
1589,0,0.0
1590,0,0.0
1591,0,0.0
1592,0,0.0
1593,8,5.0
1594,6,7.0
1595,7,1.0
1596,6,3.0
1597,7,5.0
1598,5,7.0
1599,4,4.0
1600,5,5.0
1601,9,3.0
1602,9,3.0
1603,8,5.0
1604,3,5.0
1605,0,3.0
1606,0,1.0
1607,0,0.0
1608,0,0.0
1609,0,0.0
1610,0,0.0
1611,0,0.0
1612,0,0.0
1613,0,0.0
1614,0,0.0
1615,0,0.0
1616,0,0.0
1617,6,12.0
1618,6,12.0
1619,8,10.0
1620,4,5.0
1621,5,6.0
1622,3,7.0
1623,5,6.0
1624,3,10.0
1625,4,6.0
1626,7,7.0
1627,5,6.0
1628,9,5.0
1629,4,2.0
1630,3,0.0
1631,0,0.0
1632,0,0.0
1633,0,0.0
1634,0,0.0
1635,0,0.0
1636,0,0.0
1637,0,0.0
1638,0,0.0
1639,0,0.0
1640,0,0.0
1641,7,11.0
1642,11,7.0
1643,9,3.0
1644,5,4.0
1645,8,4.0
1646,5,6.0
1647,8,7.0
1648,5,5.0
1649,4,6.0
1650,7,5.0
1651,5,6.0
1652,5,4.0
1653,0,1.0
1654,0,0.0
1655,0,0.0
1656,0,0.0
1657,0,0.0
1658,0,0.0
1659,0,0.0
1660,0,0.0
