,Turn_100,Turn_101,mean,std
2731,35.65000000000009,,35.65000000000009,0.0
2746,20.42999999999984,28.20000000000027,24.315000000000055,3.8850000000002147
2770,54.65999999999985,33.23000000000002,43.944999999999936,10.714999999999915
2783,21.2199999999998,,21.2199999999998,0.0
2792,40.58000000000038,,40.58000000000038,0.0
2795,10.80000000000018,,10.80000000000018,0.0
2800,24.71000000000004,,24.71000000000004,0.0
2802,47.9699999999998,,47.9699999999998,0.0
2822,32.38000000000011,,32.38000000000011,0.0
2848,29.20000000000027,,29.20000000000027,0.0
2850,28.30000000000018,,28.30000000000018,0.0
2861,20.26000000000022,,20.26000000000022,0.0
2870,60.73000000000002,,60.73000000000002,0.0
2878,28.67000000000007,,28.67000000000007,0.0
2886,26.92000000000007,,26.92000000000007,0.0
2896,34.92000000000007,,34.92000000000007,0.0
2915,21.30000000000018,,21.30000000000018,0.0
2919,18.56999999999971,,18.56999999999971,0.0
2935,27.93000000000029,,27.93000000000029,0.0
2937,29.14000000000033,,29.14000000000033,0.0
2938,33.34000000000015,13.23999999999978,23.289999999999967,10.050000000000187
2942,27.2199999999998,,27.2199999999998,0.0
2943,25.38999999999987,,25.38999999999987,0.0
2954,42.19999999999982,,42.19999999999982,0.0
2963,36.90000000000009,,36.90000000000009,0.0
2974,50.63999999999987,,50.63999999999987,0.0
2976,43.52999999999975,22.66000000000031,33.09500000000003,10.434999999999722
2991,11.57000000000016,,11.57000000000016,0.0
2992,31.80000000000018,34.38000000000011,33.090000000000146,1.2899999999999654
3007,44.90000000000009,,44.90000000000009,0.0
3008,18.15999999999985,,18.15999999999985,0.0
3012,44.59999999999991,,44.59999999999991,0.0
3015,37.7199999999998,,37.7199999999998,0.0
3020,12.06999999999971,,12.06999999999971,0.0
3024,36.29999999999973,,36.29999999999973,0.0
3032,28.82999999999993,51.53999999999996,40.184999999999945,11.355000000000015
3037,25.74000000000024,,25.74000000000024,0.0
3038,23.73999999999978,,23.73999999999978,0.0
3041,18.9699999999998,24.96000000000004,21.964999999999918,2.99500000000012
3061,31.21000000000004,,31.21000000000004,0.0
3062,31.19999999999982,27.38999999999987,29.294999999999845,1.9049999999999763
3064,27.25,22.89000000000033,25.070000000000164,2.1799999999998345
3067,25.88000000000011,,25.88000000000011,0.0
3071,52.5300000000002,,52.5300000000002,0.0
3073,20.49000000000024,,20.49000000000024,0.0
3079,32.17000000000007,,32.17000000000007,0.0
3093,26.71000000000004,,26.71000000000004,0.0
3098,24.06999999999971,,24.06999999999971,0.0
3101,44.61999999999989,,44.61999999999989,0.0
3114,30.76999999999998,,30.76999999999998,0.0
3127,48.11999999999989,,48.11999999999989,0.0
3133,21.86999999999989,40.7800000000002,31.325000000000045,9.455000000000155
3140,40.16000000000031,,40.16000000000031,0.0
3149,34.26000000000022,,34.26000000000022,0.0
3155,35.0300000000002,,35.0300000000002,0.0
3156,34.65999999999985,,34.65999999999985,0.0
3157,10.17000000000007,,10.17000000000007,0.0
3165,25.69999999999982,,25.69999999999982,0.0
3169,24.13000000000011,,24.13000000000011,0.0
3171,22.40999999999985,58.25,40.32999999999993,17.920000000000073
3179,35.09999999999991,33.22000000000025,34.16000000000008,0.9399999999998307
3189,52.2199999999998,,52.2199999999998,0.0
3195,48.73999999999978,44.23999999999978,46.48999999999978,2.25
3206,39.36999999999989,,39.36999999999989,0.0
3216,33.11000000000013,,33.11000000000013,0.0
3228,20.42000000000007,,20.42000000000007,0.0
3236,36.48000000000002,,36.48000000000002,0.0
3239,37.0,,37.0,0.0
3246,28.55999999999995,,28.55999999999995,0.0
3258,18.37000000000035,,18.37000000000035,0.0
3268,40.01999999999998,,40.01999999999998,0.0
3271,13.55999999999995,,13.55999999999995,0.0
3273,10.61000000000013,,10.61000000000013,0.0
3274,29.04999999999973,,29.04999999999973,0.0
3289,23.73000000000002,,23.73000000000002,0.0
3295,42.28999999999996,,42.28999999999996,0.0
3303,37.48000000000002,,37.48000000000002,0.0
3331,21.32999999999993,,21.32999999999993,0.0
3337,38.84000000000015,,38.84000000000015,0.0
3357,24.65000000000009,,24.65000000000009,0.0
3361,44.42000000000007,,44.42000000000007,0.0
3362,47.03999999999996,,47.03999999999996,0.0
3365,58.35999999999967,,58.35999999999967,0.0
3373,37.24000000000024,,37.24000000000024,0.0
3377,32.19000000000005,,32.19000000000005,0.0
3384,28.19000000000005,,28.19000000000005,0.0
3390,26.80000000000018,,26.80000000000018,0.0
3395,22.13999999999987,,22.13999999999987,0.0
3396,23.9699999999998,,23.9699999999998,0.0
3399,22.98000000000002,48.69000000000005,35.835000000000036,12.855000000000013
3401,42.0,,42.0,0.0
3421,28.92000000000007,,28.92000000000007,0.0
3423,28.98999999999978,,28.98999999999978,0.0
3443,33.32999999999993,,33.32999999999993,0.0
3451,19.32000000000016,,19.32000000000016,0.0
3457,40.62999999999965,,40.62999999999965,0.0
3500,26.86999999999989,,26.86999999999989,0.0
3504,27.76000000000022,,27.76000000000022,0.0
3508,29.96000000000004,10.88000000000011,20.420000000000073,9.539999999999965
3530,11.80999999999995,22.40000000000009,17.10500000000002,5.29500000000007
3531,11.25,18.53999999999996,14.89499999999998,3.64499999999998
3532,30.09000000000015,,30.09000000000015,0.0
3537,27.32999999999993,,27.32999999999993,0.0
3546,25.28999999999996,,25.28999999999996,0.0
3547,23.35000000000036,,23.35000000000036,0.0
3556,35.40999999999985,,35.40999999999985,0.0
3569,51.42999999999984,,51.42999999999984,0.0
3580,19.11999999999989,,19.11999999999989,0.0
3582,20.09999999999991,,20.09999999999991,0.0
3592,11.12000000000035,,11.12000000000035,0.0
3595,36.81999999999971,,36.81999999999971,0.0
3596,33.73000000000002,,33.73000000000002,0.0
3600,50.67000000000007,38.73000000000002,44.700000000000045,5.970000000000027
3601,27.32000000000016,,27.32000000000016,0.0
3604,27.9699999999998,,27.9699999999998,0.0
3609,22.22000000000025,,22.22000000000025,0.0
3624,34.78999999999996,,34.78999999999996,0.0
3632,26.28999999999996,,26.28999999999996,0.0
3642,24.49000000000024,35.46000000000004,29.975000000000144,5.484999999999902
3661,11.38999999999987,,11.38999999999987,0.0
3681,20.27999999999975,24.50999999999976,22.394999999999754,2.1150000000000055
3691,32.5,,32.5,0.0
3700,28.54999999999973,,28.54999999999973,0.0
3703,,,,
3712,,,,
3713,21.78999999999996,,21.78999999999996,0.0
3725,,,,
3728,11.4699999999998,,11.4699999999998,0.0
3750,,,,
3751,,,,
