,db_100,db_101
1361,1.0,1.0
1362,0.0,1.0
1363,0.0,2.0
1364,0.0,2.0
1365,0.0,2.0
1366,0.0,2.0
1367,0.0,2.0
1368,1.0,3.0
1369,1.0,4.0
1370,4.0,4.0
1371,4.0,4.0
1372,4.0,4.0
1373,4.0,4.0
1374,5.0,5.0
1375,5.0,4.0
1376,6.0,4.0
1377,6.0,4.0
1378,6.0,4.0
1379,5.0,4.0
1380,5.0,3.0
1381,5.0,1.0
1382,6.0,0.0
1383,5.0,0.0
1384,5.0,1.0
1385,4.0,1.0
1386,3.0,0.0
1387,4.0,0.0
1388,4.0,0.0
1389,4.0,1.0
1390,4.0,1.0
1391,4.0,1.0
1392,4.0,1.0
1393,4.0,1.0
1394,4.0,1.0
1395,4.0,1.0
1396,4.0,1.0
1397,4.0,1.0
1398,4.0,1.0
1399,3.0,0.0
1400,3.0,1.0
1401,2.0,2.0
1402,2.0,1.0
1403,1.0,1.0
1404,1.0,0.0
1405,1.0,0.0
1406,1.0,1.0
1407,1.0,1.0
1408,0.0,2.0
1409,0.0,2.0
1410,0.0,2.0
1411,0.0,2.0
1412,0.0,3.0
1413,0.0,3.0
1414,0.0,3.0
1415,0.0,4.0
1416,0.0,5.0
1417,0.0,6.0
1418,0.0,7.0
1419,0.0,7.0
1420,0.0,7.0
1421,0.0,7.0
1422,0.0,7.0
1423,0.0,6.0
1424,0.0,5.0
1425,0.0,7.0
1426,0.0,8.0
1427,0.0,7.0
1428,0.0,7.0
1429,0.0,7.0
1430,0.0,7.0
1431,0.0,7.0
1432,0.0,7.0
1433,0.0,5.0
1434,0.0,5.0
1435,3.0,5.0
1436,3.0,5.0
1437,3.0,5.0
1438,3.0,7.0
1439,3.0,7.0
1440,3.0,7.0
1441,3.0,7.0
1442,3.0,7.0
1443,3.0,7.0
1444,3.0,8.0
1445,3.0,8.0
1446,3.0,8.0
1447,2.0,7.0
1448,0.0,7.0
1449,1.0,8.0
1450,2.0,8.0
1451,1.0,8.0
1452,1.0,8.0
1453,2.0,8.0
1454,1.0,8.0
1455,1.0,6.0
1456,1.0,5.0
1457,1.0,3.0
1458,1.0,1.0
1459,1.0,1.0
1460,1.0,1.0
1461,1.0,1.0
1462,1.0,1.0
1463,1.0,1.0
1464,1.0,1.0
1465,1.0,1.0
1466,1.0,1.0
1467,1.0,1.0
1468,2.0,1.0
1469,2.0,1.0
1470,2.0,1.0
1471,1.0,0.0
1472,2.0,0.0
1473,2.0,2.0
1474,1.0,2.0
1475,1.0,2.0
1476,1.0,2.0
1477,2.0,2.0
1478,2.0,0.0
1479,2.0,0.0
1480,2.0,0.0
1481,1.0,0.0
1482,1.0,0.0
1483,2.0,0.0
1484,2.0,0.0
1485,2.0,1.0
1486,2.0,1.0
1487,2.0,1.0
1488,2.0,1.0
1489,2.0,1.0
1490,2.0,1.0
1491,2.0,1.0
1492,2.0,1.0
1493,2.0,1.0
1494,2.0,1.0
1495,1.0,1.0
1496,0.0,2.0
1497,0.0,1.0
1498,0.0,0.0
1499,0.0,1.0
1500,0.0,1.0
1501,0.0,1.0
1502,0.0,1.0
1503,0.0,1.0
1504,0.0,0.0
1505,1.0,0.0
1506,1.0,0.0
1507,1.0,0.0
1508,1.0,1.0
1509,1.0,2.0
1510,1.0,2.0
1511,1.0,2.0
1512,1.0,2.0
1513,1.0,3.0
1514,1.0,3.0
1515,1.0,3.0
1516,2.0,4.0
1517,2.0,4.0
1518,3.0,5.0
1519,2.0,4.0
1520,3.0,3.0
1521,4.0,3.0
1522,4.0,3.0
1523,4.0,3.0
1524,3.0,4.0
1525,1.0,5.0
1526,0.0,5.0
1527,0.0,4.0
1528,0.0,2.0
1529,0.0,2.0
1530,0.0,1.0
1531,0.0,1.0
1532,1.0,2.0
1533,1.0,3.0
1534,2.0,3.0
1535,3.0,3.0
1536,3.0,3.0
1537,3.0,3.0
1538,5.0,3.0
1539,5.0,3.0
1540,5.0,3.0
1541,5.0,3.0
1542,5.0,3.0
1543,4.0,3.0
1544,3.0,1.0
1545,2.0,0.0
1546,1.0,0.0
1547,0.0,0.0
1548,0.0,0.0
1549,0.0,0.0
1550,1.0,0.0
1551,1.0,1.0
1552,0.0,2.0
1553,1.0,2.0
1554,1.0,0.0
1555,1.0,0.0
1556,1.0,0.0
1557,2.0,0.0
1558,2.0,0.0
1559,2.0,0.0
1560,2.0,1.0
1561,2.0,1.0
1562,2.0,1.0
1563,2.0,1.0
1564,2.0,1.0
1565,3.0,1.0
1566,3.0,1.0
1567,3.0,2.0
1568,2.0,2.0
1569,2.0,1.0
1570,1.0,1.0
1571,1.0,1.0
1572,1.0,1.0
1573,1.0,0.0
1574,1.0,0.0
1575,1.0,1.0
1576,1.0,1.0
1577,1.0,1.0
1578,1.0,1.0
1579,1.0,1.0
1580,1.0,1.0
1581,1.0,1.0
1582,1.0,1.0
1583,1.0,1.0
1584,1.0,2.0
1585,1.0,2.0
1586,1.0,2.0
1587,2.0,2.0
1588,2.0,2.0
1589,2.0,2.0
1590,2.0,2.0
1591,1.0,1.0
1592,1.0,1.0
1593,1.0,2.0
1594,2.0,2.0
1595,2.0,1.0
1596,2.0,0.0
1597,1.0,0.0
1598,1.0,0.0
1599,1.0,0.0
1600,1.0,1.0
1601,1.0,2.0
1602,0.0,2.0
1603,0.0,2.0
1604,1.0,2.0
1605,2.0,2.0
1606,2.0,2.0
1607,2.0,2.0
1608,2.0,2.0
1609,2.0,2.0
1610,2.0,2.0
1611,3.0,2.0
1612,3.0,2.0
1613,4.0,2.0
1614,4.0,3.0
1615,2.0,3.0
1616,2.0,1.0
1617,2.0,1.0
1618,2.0,1.0
1619,3.0,1.0
1620,3.0,1.0
1621,3.0,1.0
1622,2.0,1.0
1623,2.0,2.0
1624,3.0,2.0
1625,2.0,1.0
1626,0.0,0.0
1627,1.0,0.0
1628,1.0,0.0
1629,2.0,0.0
1630,2.0,1.0
1631,2.0,1.0
1632,2.0,1.0
1633,2.0,1.0
1634,2.0,1.0
1635,2.0,2.0
1636,2.0,3.0
1637,3.0,3.0
1638,3.0,3.0
1639,3.0,2.0
1640,2.0,2.0
1641,2.0,2.0
1642,2.0,2.0
1643,2.0,2.0
1644,2.0,2.0
1645,2.0,1.0
1646,3.0,1.0
1647,2.0,1.0
1648,2.0,2.0
1649,2.0,1.0
1650,1.0,1.0
1651,1.0,1.0
1652,1.0,1.0
1653,1.0,1.0
1654,1.0,1.0
1655,2.0,1.0
1656,2.0,1.0
1657,2.0,1.0
1658,2.0,1.0
1659,2.0,1.0
1660,2.0,1.0
1661,4.0,1.0
1662,4.0,1.0
1663,3.0,2.0
1664,3.0,2.0
1665,3.0,3.0
1666,3.0,2.0
1667,3.0,1.0
1668,3.0,0.0
1669,3.0,1.0
1670,2.0,1.0
1671,1.0,2.0
1672,0.0,1.0
1673,0.0,3.0
1674,1.0,2.0
1675,1.0,2.0
1676,2.0,2.0
1677,2.0,2.0
1678,2.0,3.0
1679,2.0,3.0
1680,2.0,3.0
1681,2.0,3.0
1682,3.0,3.0
1683,4.0,3.0
1684,4.0,3.0
1685,4.0,3.0
1686,4.0,3.0
1687,4.0,1.0
1688,2.0,0.0
1689,2.0,0.0
1690,2.0,0.0
1691,3.0,0.0
1692,3.0,0.0
1693,2.0,0.0
1694,2.0,0.0
1695,1.0,0.0
1696,1.0,0.0
1697,1.0,1.0
1698,1.0,1.0
1699,2.0,1.0
1700,2.0,1.0
1701,2.0,1.0
1702,2.0,1.0
1703,2.0,1.0
1704,2.0,1.0
1705,2.0,1.0
1706,2.0,1.0
1707,2.0,1.0
1708,2.0,1.0
1709,2.0,1.0
1710,2.0,1.0
1711,1.0,0.0
1712,1.0,0.0
1713,2.0,0.0
1714,2.0,0.0
1715,1.0,0.0
1716,0.0,1.0
1717,1.0,1.0
1718,1.0,0.0
1719,0.0,1.0
1720,0.0,1.0
1721,1.0,1.0
1722,2.0,1.0
1723,2.0,1.0
1724,2.0,1.0
1725,2.0,1.0
1726,2.0,1.0
1727,2.0,1.0
1728,2.0,1.0
1729,2.0,1.0
1730,3.0,1.0
1731,3.0,1.0
1732,3.0,1.0
1733,3.0,1.0
1734,4.0,1.0
1735,4.0,0.0
1736,3.0,0.0
1737,3.0,0.0
1738,3.0,1.0
1739,1.0,1.0
1740,1.0,1.0
1741,0.0,1.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,1.0,0.0
1750,2.0,0.0
1751,2.0,0.0
1752,2.0,0.0
1753,2.0,0.0
1754,2.0,0.0
1755,3.0,0.0
1756,3.0,0.0
1757,3.0,0.0
1758,4.0,0.0
1759,3.0,0.0
1760,3.0,0.0
1761,3.0,0.0
1762,2.0,0.0
1763,2.0,1.0
1764,3.0,1.0
1765,2.0,0.0
1766,1.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,1.0
1770,2.0,2.0
1771,2.0,2.0
1772,2.0,2.0
1773,2.0,2.0
1774,2.0,2.0
1775,2.0,2.0
1776,3.0,2.0
1777,3.0,2.0
1778,3.0,2.0
1779,3.0,2.0
1780,3.0,2.0
1781,3.0,2.0
1782,3.0,2.0
1783,2.0,1.0
1784,1.0,0.0
1785,1.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,2.0
1793,0.0,2.0
1794,1.0,0.0
1795,1.0,0.0
1796,1.0,0.0
1797,1.0,1.0
1798,1.0,1.0
1799,1.0,1.0
1800,4.0,1.0
1801,4.0,1.0
1802,4.0,2.0
1803,4.0,2.0
1804,4.0,3.0
1805,5.0,3.0
1806,5.0,3.0
1807,3.0,2.0
1808,3.0,2.0
1809,2.0,2.0
1810,2.0,2.0
1811,2.0,2.0
1812,2.0,2.0
1813,1.0,2.0
1814,1.0,3.0
1815,0.0,3.0
1816,0.0,2.0
1817,0.0,4.0
1818,0.0,3.0
1819,0.0,3.0
1820,0.0,3.0
1821,0.0,5.0
1822,1.0,5.0
1823,1.0,7.0
1824,3.0,7.0
1825,3.0,7.0
1826,3.0,7.0
1827,3.0,8.0
1828,4.0,8.0
1829,4.0,8.0
1830,4.0,8.0
1831,4.0,5.0
1832,3.0,4.0
1833,4.0,4.0
1834,5.0,4.0
1835,4.0,3.0
1836,3.0,5.0
1837,1.0,6.0
1838,0.0,7.0
1839,0.0,5.0
1840,1.0,5.0
1841,1.0,3.0
1842,1.0,3.0
1843,1.0,3.0
1844,1.0,3.0
1845,1.0,3.0
1846,1.0,3.0
1847,1.0,3.0
1848,1.0,3.0
1849,1.0,3.0
1850,1.0,3.0
1851,1.0,3.0
1852,1.0,3.0
1853,1.0,3.0
1854,1.0,3.0
1855,0.0,1.0
1856,0.0,1.0
1857,0.0,1.0
1858,0.0,1.0
1859,0.0,1.0
1860,0.0,1.0
1861,1.0,1.0
1862,2.0,1.0
1863,2.0,0.0
1864,2.0,0.0
1865,1.0,0.0
1866,1.0,0.0
1867,1.0,0.0
1868,2.0,0.0
1869,2.0,0.0
1870,2.0,0.0
1871,2.0,0.0
1872,2.0,0.0
1873,2.0,1.0
1874,2.0,1.0
1875,2.0,2.0
1876,2.0,2.0
1877,2.0,2.0
1878,2.0,2.0
1879,1.0,3.0
1880,0.0,3.0
1881,0.0,3.0
1882,0.0,2.0
1883,0.0,3.0
1884,0.0,2.0
1885,0.0,3.0
1886,0.0,2.0
1887,0.0,2.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,1.0,0.0
1900,1.0,1.0
1901,1.0,1.0
1902,1.0,1.0
1903,1.0,2.0
1904,1.0,3.0
1905,1.0,3.0
1906,1.0,1.0
1907,0.0,1.0
1908,0.0,1.0
1909,1.0,2.0
1910,1.0,3.0
1911,1.0,2.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,1.0,0.0
1916,1.0,0.0
1917,1.0,0.0
1918,1.0,1.0
1919,1.0,1.0
1920,1.0,1.0
1921,1.0,1.0
1922,1.0,2.0
1923,1.0,2.0
1924,1.0,2.0
1925,1.0,2.0
1926,1.0,2.0
1927,0.0,2.0
1928,0.0,2.0
1929,2.0,1.0
1930,2.0,1.0
1931,1.0,2.0
1932,0.0,2.0
1933,0.0,2.0
1934,0.0,1.0
1935,0.0,1.0
1936,0.0,0.0
1937,0.0,1.0
1938,0.0,1.0
1939,0.0,1.0
1940,0.0,1.0
1941,0.0,3.0
1942,0.0,3.0
1943,0.0,3.0
1944,0.0,3.0
1945,0.0,3.0
1946,1.0,3.0
1947,1.0,3.0
1948,1.0,3.0
1949,1.0,3.0
1950,1.0,3.0
1951,2.0,1.0
1952,2.0,1.0
1953,2.0,1.0
1954,1.0,0.0
1955,1.0,1.0
1956,1.0,2.0
1957,1.0,2.0
1958,2.0,1.0
1959,1.0,0.0
1960,1.0,0.0
1961,1.0,1.0
1962,1.0,1.0
1963,1.0,1.0
1964,2.0,1.0
1965,2.0,2.0
1966,2.0,2.0
1967,2.0,2.0
1968,2.0,2.0
1969,2.0,2.0
1970,2.0,2.0
1971,2.0,2.0
1972,2.0,3.0
1973,3.0,3.0
1974,3.0,3.0
1975,4.0,3.0
1976,3.0,1.0
1977,2.0,1.0
1978,1.0,1.0
1979,1.0,1.0
1980,2.0,2.0
1981,2.0,2.0
1982,2.0,1.0
1983,1.0,1.0
1984,2.0,1.0
1985,2.0,1.0
1986,1.0,1.0
1987,2.0,1.0
1988,2.0,1.0
1989,2.0,1.0
1990,2.0,1.0
1991,2.0,1.0
1992,2.0,1.0
1993,3.0,1.0
1994,3.0,1.0
1995,3.0,1.0
1996,3.0,1.0
1997,3.0,1.0
1998,3.0,1.0
1999,2.0,1.0
2000,2.0,1.0
2001,1.0,1.0
2002,1.0,0.0
2003,1.0,0.0
2004,1.0,1.0
2005,2.0,1.0
2006,2.0,1.0
2007,1.0,0.0
2008,1.0,0.0
2009,0.0,0.0
2010,0.0,0.0
2011,0.0,1.0
2012,1.0,1.0
2013,4.0,1.0
2014,4.0,2.0
2015,4.0,2.0
2016,4.0,2.0
2017,4.0,3.0
2018,4.0,3.0
2019,4.0,4.0
2020,5.0,6.0
2021,5.0,6.0
2022,5.0,7.0
2023,2.0,6.0
2024,1.0,6.0
2025,1.0,6.0
2026,1.0,5.0
2027,1.0,6.0
2028,2.0,6.0
2029,1.0,6.0
2030,1.0,6.0
2031,0.0,4.0
2032,0.0,2.0
2033,0.0,2.0
2034,0.0,0.0
2035,1.0,0.0
2036,1.0,1.0
2037,1.0,1.0
2038,1.0,1.0
2039,1.0,1.0
2040,1.0,1.0
2041,1.0,1.0
2042,1.0,1.0
2043,1.0,2.0
2044,2.0,2.0
2045,2.0,2.0
2046,2.0,3.0
2047,2.0,3.0
2048,1.0,5.0
2049,2.0,4.0
2050,3.0,4.0
2051,4.0,4.0
2052,4.0,3.0
2053,1.0,3.0
2054,1.0,3.0
2055,0.0,1.0
2056,0.0,0.0
2057,0.0,1.0
2058,0.0,1.0
2059,0.0,1.0
2060,0.0,2.0
2061,0.0,2.0
2062,1.0,2.0
2063,1.0,3.0
2064,1.0,3.0
2065,1.0,3.0
2066,2.0,3.0
2067,2.0,3.0
2068,2.0,3.0
2069,2.0,3.0
2070,2.0,3.0
2071,3.0,3.0
2072,2.0,3.0
2073,3.0,2.0
2074,2.0,1.0
2075,1.0,1.0
2076,1.0,1.0
2077,0.0,2.0
2078,0.0,2.0
2079,0.0,2.0
2080,1.0,1.0
2081,1.0,0.0
2082,0.0,0.0
2083,0.0,0.0
2084,0.0,0.0
2085,0.0,0.0
2086,0.0,0.0
2087,0.0,0.0
2088,1.0,0.0
2089,1.0,0.0
2090,2.0,0.0
2091,2.0,0.0
2092,2.0,0.0
2093,3.0,0.0
2094,3.0,0.0
2095,3.0,0.0
2096,3.0,0.0
2097,3.0,0.0
2098,3.0,0.0
2099,2.0,0.0
2100,2.0,1.0
2101,1.0,1.0
2102,1.0,2.0
2103,0.0,2.0
2104,0.0,1.0
2105,0.0,1.0
2106,0.0,0.0
2107,0.0,0.0
2108,1.0,0.0
2109,1.0,0.0
2110,1.0,0.0
2111,1.0,1.0
2112,1.0,1.0
2113,1.0,2.0
2114,1.0,2.0
2115,1.0,2.0
2116,1.0,2.0
2117,1.0,2.0
2118,1.0,2.0
2119,0.0,1.0
2120,0.0,1.0
2121,0.0,1.0
2122,0.0,1.0
2123,0.0,1.0
2124,1.0,1.0
2125,1.0,2.0
2126,1.0,1.0
2127,1.0,1.0
2128,1.0,0.0
2129,1.0,0.0
2130,1.0,0.0
2131,1.0,0.0
2132,2.0,0.0
2133,2.0,0.0
2134,2.0,0.0
2135,2.0,0.0
2136,2.0,0.0
2137,2.0,0.0
2138,2.0,0.0
2139,3.0,0.0
2140,3.0,0.0
2141,3.0,0.0
2142,3.0,0.0
2143,2.0,0.0
2144,3.0,0.0
2145,2.0,1.0
2146,2.0,1.0
2147,1.0,1.0
2148,1.0,1.0
2149,1.0,0.0
2150,1.0,0.0
2151,2.0,0.0
2152,2.0,0.0
2153,2.0,0.0
2154,2.0,1.0
2155,2.0,1.0
2156,2.0,1.0
2157,2.0,1.0
2158,2.0,1.0
2159,2.0,1.0
2160,2.0,1.0
2161,2.0,3.0
2162,2.0,3.0
2163,2.0,3.0
2164,2.0,3.0
2165,2.0,3.0
2166,2.0,3.0
2167,2.0,3.0
2168,0.0,3.0
2169,0.0,2.0
2170,0.0,2.0
2171,1.0,2.0
2172,1.0,2.0
2173,1.0,1.0
2174,0.0,0.0
2175,0.0,0.0
2176,0.0,0.0
2177,0.0,2.0
2178,0.0,3.0
2179,0.0,4.0
2180,0.0,4.0
2181,0.0,4.0
2182,0.0,4.0
2183,0.0,4.0
2184,0.0,4.0
2185,0.0,4.0
2186,0.0,4.0
2187,0.0,4.0
2188,0.0,4.0
2189,0.0,4.0
2190,0.0,4.0
2191,0.0,2.0
2192,0.0,1.0
2193,0.0,0.0
2194,0.0,1.0
2195,0.0,1.0
2196,0.0,1.0
2197,1.0,1.0
2198,2.0,1.0
2199,1.0,0.0
2200,0.0,0.0
2201,0.0,0.0
2202,0.0,0.0
2203,0.0,0.0
2204,0.0,0.0
2205,1.0,1.0
2206,1.0,1.0
2207,1.0,2.0
2208,1.0,2.0
2209,1.0,2.0
2210,1.0,2.0
2211,1.0,2.0
2212,2.0,2.0
2213,2.0,2.0
2214,2.0,2.0
2215,2.0,2.0
2216,1.0,1.0
2217,1.0,1.0
2218,1.0,2.0
2219,2.0,2.0
2220,2.0,2.0
2221,2.0,1.0
2222,1.0,0.0
2223,2.0,1.0
2224,1.0,1.0
2225,1.0,0.0
2226,0.0,0.0
2227,0.0,0.0
2228,0.0,0.0
2229,0.0,0.0
2230,0.0,0.0
2231,1.0,0.0
2232,1.0,0.0
2233,1.0,0.0
2234,1.0,0.0
2235,1.0,0.0
2236,1.0,0.0
2237,1.0,0.0
2238,1.0,0.0
2239,1.0,2.0
2240,1.0,2.0
2241,0.0,0.0
2242,0.0,0.0
2243,0.0,0.0
2244,0.0,2.0
2245,0.0,2.0
2246,0.0,1.0
2247,0.0,2.0
2248,0.0,1.0
2249,0.0,0.0
2250,0.0,0.0
2251,1.0,0.0
2252,1.0,0.0
2253,2.0,1.0
2254,2.0,1.0
2255,2.0,1.0
2256,2.0,2.0
2257,2.0,2.0
2258,2.0,2.0
2259,2.0,2.0
2260,2.0,2.0
2261,2.0,2.0
2262,2.0,2.0
2263,0.0,2.0
2264,0.0,1.0
2265,0.0,1.0
2266,0.0,1.0
2267,3.0,1.0
2268,3.0,1.0
2269,3.0,1.0
2270,2.0,1.0
2271,2.0,1.0
2272,2.0,1.0
2273,1.0,0.0
2274,0.0,0.0
2275,0.0,0.0
2276,0.0,1.0
2277,0.0,1.0
2278,0.0,2.0
2279,1.0,2.0
2280,1.0,2.0
2281,1.0,2.0
2282,1.0,2.0
2283,1.0,3.0
2284,1.0,4.0
2285,1.0,4.0
2286,1.0,6.0
2287,2.0,6.0
2288,2.0,6.0
2289,2.0,5.0
2290,2.0,4.0
2291,1.0,4.0
2292,1.0,3.0
2293,1.0,4.0
2294,0.0,3.0
2295,0.0,4.0
2296,0.0,3.0
2297,0.0,2.0
2298,1.0,0.0
2299,2.0,0.0
2300,2.0,0.0
2301,2.0,0.0
2302,2.0,0.0
2303,2.0,0.0
2304,2.0,1.0
2305,2.0,1.0
2306,2.0,1.0
2307,2.0,1.0
2308,2.0,2.0
2309,2.0,2.0
2310,2.0,2.0
2311,2.0,2.0
2312,2.0,3.0
2313,2.0,3.0
2314,2.0,3.0
2315,0.0,3.0
2316,0.0,3.0
2317,0.0,3.0
2318,0.0,3.0
2319,0.0,3.0
2320,0.0,3.0
2321,0.0,2.0
2322,0.0,1.0
2323,0.0,1.0
2324,1.0,1.0
2325,2.0,1.0
2326,2.0,1.0
2327,2.0,1.0
2328,2.0,1.0
2329,3.0,1.0
2330,3.0,1.0
2331,4.0,1.0
2332,4.0,1.0
2333,4.0,1.0
2334,4.0,1.0
2335,3.0,0.0
2336,3.0,0.0
2337,4.0,1.0
2338,4.0,1.0
2339,2.0,1.0
2340,2.0,1.0
2341,2.0,1.0
2342,1.0,0.0
2343,1.0,1.0
2344,2.0,1.0
2345,1.0,2.0
2346,1.0,1.0
2347,3.0,1.0
2348,3.0,1.0
2349,3.0,1.0
2350,4.0,1.0
2351,4.0,2.0
2352,4.0,2.0
2353,4.0,3.0
2354,4.0,3.0
2355,4.0,3.0
2356,4.0,3.0
2357,4.0,3.0
2358,4.0,3.0
2359,3.0,1.0
2360,0.0,1.0
2361,0.0,1.0
2362,1.0,1.0
2363,2.0,1.0
2364,3.0,0.0
2365,2.0,0.0
2366,2.0,0.0
2367,1.0,0.0
2368,1.0,1.0
2369,1.0,1.0
2370,1.0,0.0
2371,2.0,0.0
2372,2.0,0.0
2373,2.0,1.0
2374,2.0,1.0
2375,2.0,1.0
2376,2.0,2.0
2377,3.0,2.0
2378,3.0,3.0
2379,3.0,3.0
2380,3.0,4.0
2381,3.0,4.0
2382,3.0,4.0
2383,1.0,3.0
2384,0.0,2.0
2385,0.0,2.0
2386,0.0,2.0
2387,0.0,2.0
2388,0.0,2.0
2389,1.0,2.0
2390,1.0,3.0
2391,1.0,3.0
2392,0.0,2.0
2393,0.0,1.0
2394,0.0,0.0
2395,0.0,0.0
2396,0.0,0.0
2397,1.0,2.0
2398,1.0,3.0
2399,1.0,3.0
2400,2.0,3.0
2401,2.0,3.0
2402,2.0,4.0
2403,2.0,4.0
2404,2.0,4.0
2405,2.0,4.0
2406,2.0,4.0
2407,2.0,3.0
2408,2.0,2.0
2409,3.0,1.0
2410,2.0,1.0
2411,0.0,1.0
2412,0.0,2.0
2413,0.0,2.0
2414,0.0,2.0
2415,0.0,1.0
2416,0.0,1.0
2417,0.0,0.0
2418,1.0,0.0
2419,1.0,0.0
2420,1.0,0.0
2421,1.0,0.0
2422,1.0,0.0
2423,2.0,0.0
2424,2.0,0.0
2425,3.0,0.0
2426,3.0,0.0
2427,3.0,0.0
2428,3.0,0.0
2429,3.0,1.0
2430,4.0,2.0
2431,3.0,2.0
2432,2.0,2.0
2433,3.0,3.0
2434,5.0,5.0
2435,4.0,4.0
2436,2.0,2.0
2437,2.0,3.0
2438,1.0,3.0
2439,1.0,3.0
2440,2.0,0.0
2441,2.0,0.0
2442,2.0,0.0
2443,2.0,0.0
2444,3.0,1.0
2445,4.0,1.0
2446,4.0,1.0
2447,4.0,1.0
2448,4.0,1.0
2449,4.0,2.0
2450,4.0,2.0
2451,4.0,2.0
2452,4.0,2.0
2453,4.0,2.0
2454,5.0,3.0
2455,3.0,2.0
2456,1.0,2.0
2457,1.0,2.0
2458,1.0,3.0
2459,1.0,3.0
2460,1.0,2.0
2461,1.0,2.0
2462,1.0,2.0
2463,1.0,1.0
2464,1.0,1.0
2465,2.0,0.0
2466,1.0,0.0
2467,1.0,1.0
2468,2.0,1.0
2469,2.0,1.0
2470,2.0,1.0
2471,2.0,1.0
2472,3.0,1.0
2473,3.0,1.0
2474,3.0,2.0
2475,3.0,2.0
2476,3.0,2.0
2477,3.0,2.0
2478,3.0,3.0
2479,1.0,4.0
2480,1.0,3.0
2481,1.0,4.0
2482,2.0,3.0
2483,2.0,4.0
2484,2.0,4.0
2485,1.0,3.0
2486,1.0,3.0
2487,1.0,4.0
2488,0.0,3.0
2489,0.0,2.0
2490,0.0,2.0
2491,0.0,2.0
2492,1.0,2.0
2493,1.0,3.0
2494,1.0,3.0
2495,1.0,3.0
2496,1.0,3.0
2497,1.0,3.0
2498,1.0,4.0
2499,1.0,4.0
2500,2.0,4.0
2501,3.0,4.0
2502,3.0,4.0
2503,2.0,3.0
2504,2.0,3.0
2505,2.0,2.0
2506,3.0,2.0
2507,3.0,2.0
2508,3.0,2.0
2509,2.0,3.0
2510,2.0,2.0
2511,2.0,1.0
2512,2.0,1.0
2513,1.0,1.0
2514,1.0,1.0
2515,1.0,2.0
2516,1.0,2.0
2517,1.0,3.0
2518,2.0,3.0
2519,2.0,4.0
2520,2.0,4.0
2521,2.0,4.0
2522,3.0,4.0
2523,3.0,4.0
2524,3.0,5.0
2525,3.0,5.0
2526,3.0,6.0
2527,3.0,5.0
2528,3.0,5.0
2529,3.0,4.0
2530,2.0,4.0
2531,2.0,3.0
2532,2.0,3.0
2533,2.0,3.0
2534,1.0,3.0
2535,1.0,2.0
2536,1.0,2.0
2537,1.0,2.0
2538,1.0,2.0
2539,2.0,2.0
2540,2.0,2.0
2541,2.0,4.0
2542,3.0,4.0
2543,3.0,5.0
2544,3.0,5.0
2545,3.0,5.0
2546,4.0,5.0
2547,4.0,5.0
2548,4.0,5.0
2549,4.0,5.0
2550,4.0,5.0
2551,3.0,2.0
2552,3.0,2.0
2553,2.0,2.0
2554,2.0,3.0
2555,2.0,4.0
2556,2.0,4.0
2557,1.0,4.0
2558,1.0,2.0
2559,1.0,2.0
2560,1.0,2.0
2561,1.0,0.0
2562,1.0,0.0
2563,1.0,0.0
2564,1.0,0.0
2565,1.0,0.0
2566,1.0,0.0
2567,1.0,0.0
2568,2.0,0.0
2569,2.0,0.0
2570,2.0,0.0
2571,3.0,0.0
2572,3.0,0.0
2573,3.0,0.0
2574,3.0,1.0
2575,2.0,2.0
2576,2.0,2.0
2577,2.0,2.0
2578,2.0,3.0
2579,2.0,2.0
2580,1.0,2.0
2581,1.0,1.0
2582,1.0,1.0
2583,1.0,2.0
2584,1.0,2.0
2585,1.0,2.0
2586,1.0,0.0
2587,2.0,1.0
2588,2.0,1.0
2589,3.0,2.0
2590,3.0,2.0
2591,3.0,2.0
2592,3.0,2.0
2593,4.0,2.0
2594,4.0,2.0
2595,4.0,2.0
2596,4.0,2.0
2597,5.0,2.0
2598,5.0,2.0
2599,5.0,2.0
2600,4.0,0.0
2601,4.0,0.0
2602,3.0,0.0
2603,3.0,0.0
2604,3.0,0.0
2605,2.0,0.0
2606,3.0,0.0
2607,3.0,0.0
2608,2.0,0.0
2609,2.0,0.0
2610,1.0,0.0
2611,2.0,0.0
2612,3.0,0.0
2613,4.0,1.0
2614,4.0,2.0
2615,4.0,3.0
2616,4.0,3.0
2617,4.0,3.0
2618,4.0,3.0
2619,4.0,3.0
2620,4.0,4.0
2621,4.0,4.0
2622,4.0,4.0
2623,2.0,4.0
2624,1.0,4.0
2625,1.0,4.0
2626,1.0,2.0
2627,3.0,2.0
2628,3.0,1.0
2629,3.0,2.0
2630,3.0,1.0
2631,2.0,1.0
