,db_100,db_101
386,5.0,2.0
387,5.0,2.0
388,5.0,2.0
389,5.0,3.0
390,5.0,3.0
391,4.0,2.0
392,4.0,2.0
393,3.0,2.0
394,3.0,2.0
395,4.0,2.0
396,4.0,2.0
397,3.0,2.0
398,2.0,2.0
399,2.0,0.0
400,1.0,1.0
401,1.0,2.0
402,2.0,2.0
403,4.0,2.0
404,4.0,2.0
405,4.0,3.0
406,4.0,3.0
407,4.0,3.0
408,4.0,3.0
409,4.0,4.0
410,4.0,4.0
411,4.0,4.0
412,4.0,4.0
413,4.0,4.0
414,4.0,4.0
415,3.0,2.0
416,3.0,2.0
417,2.0,1.0
418,1.0,0.0
419,1.0,0.0
420,1.0,0.0
421,1.0,2.0
422,0.0,3.0
423,1.0,1.0
424,1.0,1.0
425,1.0,0.0
426,1.0,0.0
427,1.0,0.0
428,1.0,0.0
429,3.0,0.0
430,3.0,0.0
431,3.0,0.0
432,4.0,0.0
433,5.0,0.0
434,5.0,0.0
435,5.0,0.0
436,5.0,0.0
437,5.0,0.0
438,5.0,0.0
439,3.0,0.0
440,2.0,0.0
441,1.0,0.0
442,1.0,0.0
443,1.0,0.0
444,1.0,0.0
445,0.0,0.0
446,1.0,0.0
447,2.0,0.0
448,2.0,0.0
449,2.0,0.0
450,0.0,1.0
451,0.0,1.0
452,0.0,1.0
453,0.0,2.0
454,1.0,2.0
455,1.0,2.0
456,1.0,2.0
457,1.0,2.0
458,2.0,3.0
459,2.0,3.0
460,3.0,3.0
461,3.0,3.0
462,3.0,3.0
463,3.0,3.0
464,3.0,3.0
465,3.0,2.0
466,2.0,2.0
467,2.0,2.0
468,2.0,2.0
469,3.0,0.0
470,3.0,0.0
471,1.0,0.0
472,0.0,0.0
473,1.0,0.0
474,1.0,0.0
475,1.0,1.0
476,2.0,1.0
477,2.0,1.0
478,2.0,1.0
479,3.0,1.0
480,3.0,1.0
481,4.0,1.0
482,4.0,1.0
483,4.0,2.0
484,4.0,3.0
485,4.0,3.0
486,4.0,3.0
487,3.0,2.0
488,3.0,2.0
489,2.0,2.0
490,1.0,2.0
491,1.0,2.0
492,1.0,2.0
493,1.0,2.0
494,1.0,1.0
495,1.0,1.0
496,0.0,0.0
497,0.0,0.0
498,1.0,0.0
499,1.0,0.0
500,2.0,0.0
501,2.0,0.0
502,2.0,1.0
503,2.0,1.0
504,2.0,1.0
505,2.0,1.0
506,2.0,1.0
507,2.0,1.0
508,3.0,2.0
509,3.0,2.0
510,3.0,2.0
511,2.0,2.0
512,1.0,2.0
513,1.0,2.0
514,1.0,2.0
515,1.0,2.0
516,1.0,1.0
517,1.0,1.0
518,1.0,1.0
519,0.0,1.0
520,0.0,1.0
521,0.0,1.0
522,0.0,2.0
523,0.0,2.0
524,0.0,2.0
525,0.0,2.0
526,1.0,2.0
527,1.0,2.0
528,1.0,2.0
529,1.0,2.0
530,1.0,2.0
531,1.0,2.0
532,1.0,2.0
533,2.0,2.0
534,2.0,2.0
535,2.0,1.0
536,2.0,2.0
537,2.0,1.0
538,3.0,1.0
539,4.0,1.0
540,4.0,1.0
541,3.0,0.0
542,1.0,1.0
543,1.0,1.0
544,2.0,1.0
545,4.0,0.0
546,3.0,1.0
547,3.0,1.0
548,3.0,2.0
549,4.0,2.0
550,4.0,2.0
551,4.0,3.0
552,4.0,3.0
553,4.0,4.0
554,4.0,4.0
555,4.0,4.0
556,4.0,4.0
557,4.0,4.0
558,4.0,4.0
559,3.0,2.0
560,3.0,2.0
561,1.0,3.0
562,0.0,4.0
563,0.0,4.0
564,0.0,3.0
565,0.0,2.0
566,0.0,1.0
567,0.0,0.0
568,0.0,0.0
569,1.0,1.0
570,1.0,1.0
571,2.0,1.0
572,4.0,1.0
573,5.0,1.0
574,5.0,1.0
575,6.0,1.0
576,6.0,1.0
577,6.0,1.0
578,6.0,1.0
579,7.0,1.0
580,7.0,1.0
581,7.0,2.0
582,7.0,2.0
583,6.0,1.0
584,4.0,1.0
585,3.0,1.0
586,3.0,2.0
587,3.0,2.0
588,2.0,1.0
589,2.0,1.0
590,2.0,2.0
591,2.0,2.0
592,3.0,2.0
593,2.0,1.0
594,1.0,1.0
595,3.0,1.0
596,3.0,1.0
597,3.0,1.0
598,3.0,2.0
599,4.0,2.0
600,4.0,2.0
601,4.0,2.0
602,4.0,2.0
603,4.0,2.0
604,4.0,2.0
605,4.0,2.0
606,5.0,2.0
607,5.0,3.0
608,5.0,3.0
609,4.0,3.0
610,4.0,4.0
611,3.0,3.0
612,2.0,3.0
613,2.0,1.0
614,2.0,0.0
615,2.0,0.0
616,2.0,0.0
617,1.0,0.0
618,2.0,1.0
619,2.0,1.0
620,2.0,1.0
621,2.0,1.0
622,2.0,1.0
623,2.0,1.0
624,2.0,1.0
625,2.0,2.0
626,2.0,2.0
627,2.0,2.0
628,2.0,2.0
629,4.0,2.0
630,4.0,2.0
631,3.0,1.0
632,3.0,1.0
633,3.0,1.0
634,3.0,1.0
635,3.0,1.0
636,3.0,1.0
637,3.0,1.0
638,3.0,1.0
639,3.0,1.0
640,3.0,2.0
641,3.0,2.0
642,0.0,2.0
643,0.0,2.0
644,0.0,2.0
645,0.0,2.0
646,1.0,2.0
647,1.0,2.0
648,1.0,2.0
649,1.0,2.0
650,1.0,3.0
651,1.0,3.0
652,1.0,3.0
653,1.0,4.0
654,2.0,4.0
655,1.0,3.0
656,2.0,3.0
657,2.0,2.0
658,2.0,2.0
659,1.0,2.0
660,1.0,2.0
661,1.0,3.0
662,1.0,3.0
663,1.0,3.0
664,2.0,3.0
665,2.0,3.0
666,2.0,3.0
667,2.0,3.0
668,2.0,3.0
669,2.0,3.0
670,3.0,3.0
671,3.0,3.0
672,4.0,3.0
673,4.0,4.0
674,5.0,4.0
675,5.0,4.0
676,5.0,4.0
677,5.0,4.0
678,5.0,4.0
679,5.0,3.0
680,5.0,2.0
681,5.0,2.0
682,5.0,2.0
683,3.0,2.0
684,2.0,1.0
685,1.0,1.0
686,1.0,1.0
687,0.0,3.0
688,0.0,3.0
689,0.0,2.0
690,0.0,3.0
691,0.0,3.0
692,0.0,3.0
693,0.0,3.0
694,0.0,4.0
695,0.0,4.0
696,0.0,5.0
697,0.0,5.0
698,0.0,5.0
699,1.0,5.0
700,1.0,5.0
701,1.0,5.0
702,1.0,5.0
703,1.0,3.0
704,2.0,3.0
705,2.0,2.0
706,2.0,2.0
707,2.0,3.0
708,2.0,3.0
709,1.0,2.0
710,2.0,2.0
711,2.0,3.0
712,1.0,3.0
713,2.0,3.0
714,2.0,0.0
715,2.0,0.0
716,2.0,0.0
717,2.0,0.0
718,3.0,0.0
719,4.0,0.0
720,4.0,0.0
721,5.0,0.0
722,5.0,0.0
723,5.0,0.0
724,5.0,0.0
725,5.0,0.0
726,6.0,0.0
727,5.0,0.0
728,4.0,0.0
729,4.0,0.0
730,3.0,1.0
731,3.0,1.0
732,3.0,1.0
733,3.0,0.0
734,3.0,0.0
735,3.0,0.0
736,2.0,1.0
737,2.0,1.0
738,1.0,0.0
739,1.0,0.0
740,1.0,0.0
741,1.0,0.0
742,1.0,0.0
743,1.0,0.0
744,1.0,0.0
745,1.0,0.0
746,1.0,0.0
747,1.0,0.0
748,2.0,0.0
749,2.0,0.0
750,2.0,0.0
751,1.0,1.0
752,1.0,2.0
753,1.0,3.0
754,1.0,2.0
755,1.0,2.0
756,1.0,4.0
757,2.0,2.0
758,2.0,2.0
759,3.0,2.0
760,2.0,2.0
761,3.0,2.0
762,2.0,1.0
763,2.0,1.0
764,2.0,1.0
765,2.0,1.0
766,3.0,2.0
767,3.0,2.0
768,3.0,2.0
769,3.0,3.0
770,3.0,4.0
771,3.0,5.0
772,3.0,5.0
773,3.0,5.0
774,3.0,5.0
775,3.0,4.0
776,2.0,4.0
777,2.0,4.0
778,1.0,4.0
779,1.0,4.0
780,0.0,4.0
781,0.0,4.0
782,0.0,3.0
783,0.0,4.0
784,0.0,5.0
785,0.0,4.0
786,0.0,2.0
787,0.0,2.0
788,1.0,2.0
789,1.0,2.0
790,1.0,2.0
791,2.0,2.0
792,2.0,2.0
793,2.0,2.0
794,2.0,2.0
795,2.0,3.0
796,2.0,3.0
797,3.0,3.0
798,3.0,4.0
799,2.0,3.0
800,2.0,2.0
801,2.0,2.0
802,2.0,3.0
803,2.0,3.0
804,1.0,3.0
805,1.0,3.0
806,1.0,4.0
807,2.0,1.0
808,2.0,2.0
809,1.0,2.0
810,1.0,2.0
811,2.0,2.0
812,2.0,2.0
813,3.0,3.0
814,3.0,3.0
815,4.0,4.0
816,4.0,4.0
817,5.0,4.0
818,5.0,4.0
819,5.0,4.0
820,5.0,4.0
821,6.0,4.0
822,6.0,5.0
823,5.0,3.0
824,4.0,3.0
825,5.0,4.0
826,5.0,4.0
827,5.0,4.0
828,7.0,3.0
829,7.0,3.0
830,6.0,4.0
831,4.0,2.0
832,3.0,2.0
833,1.0,2.0
834,2.0,1.0
835,2.0,1.0
836,2.0,1.0
837,3.0,1.0
838,3.0,1.0
839,3.0,1.0
840,3.0,1.0
841,3.0,1.0
842,4.0,1.0
843,4.0,1.0
844,4.0,1.0
845,4.0,2.0
846,5.0,2.0
847,4.0,2.0
848,4.0,5.0
849,4.0,5.0
850,4.0,2.0
851,4.0,1.0
852,5.0,2.0
853,5.0,3.0
854,4.0,3.0
855,5.0,1.0
856,3.0,1.0
857,0.0,1.0
858,0.0,1.0
859,0.0,1.0
860,0.0,2.0
861,1.0,2.0
862,1.0,2.0
863,3.0,3.0
864,4.0,3.0
865,4.0,3.0
866,4.0,4.0
867,4.0,4.0
868,4.0,4.0
869,4.0,5.0
870,4.0,6.0
871,5.0,4.0
872,5.0,4.0
873,5.0,4.0
874,6.0,4.0
875,6.0,3.0
876,7.0,3.0
877,6.0,4.0
878,3.0,2.0
879,3.0,0.0
880,3.0,0.0
881,2.0,1.0
882,3.0,1.0
883,3.0,2.0
884,3.0,2.0
885,4.0,2.0
886,4.0,2.0
887,4.0,2.0
888,4.0,2.0
889,4.0,2.0
890,4.0,2.0
891,4.0,2.0
892,4.0,2.0
893,4.0,2.0
894,4.0,2.0
895,3.0,1.0
896,3.0,0.0
897,2.0,0.0
898,2.0,0.0
899,2.0,1.0
900,2.0,2.0
901,3.0,2.0
902,3.0,0.0
903,3.0,1.0
904,2.0,1.0
905,0.0,1.0
906,0.0,2.0
907,0.0,3.0
908,0.0,3.0
909,0.0,4.0
910,0.0,4.0
911,0.0,4.0
912,0.0,4.0
913,0.0,4.0
914,0.0,4.0
915,0.0,5.0
916,0.0,5.0
917,1.0,5.0
918,1.0,5.0
919,1.0,5.0
920,1.0,3.0
921,1.0,2.0
922,1.0,1.0
923,1.0,1.0
924,1.0,1.0
925,1.0,1.0
926,1.0,1.0
927,1.0,1.0
928,1.0,0.0
929,1.0,1.0
930,0.0,1.0
931,1.0,1.0
932,1.0,1.0
933,1.0,1.0
934,1.0,1.0
935,2.0,1.0
936,2.0,1.0
937,2.0,2.0
938,2.0,2.0
939,2.0,2.0
940,2.0,3.0
941,2.0,3.0
942,3.0,3.0
943,2.0,2.0
944,2.0,2.0
945,3.0,4.0
946,3.0,4.0
947,2.0,4.0
948,1.0,2.0
949,2.0,2.0
950,2.0,2.0
951,2.0,1.0
952,1.0,1.0
953,1.0,1.0
954,2.0,1.0
955,2.0,2.0
956,2.0,3.0
957,2.0,3.0
958,2.0,3.0
959,2.0,3.0
960,3.0,3.0
961,3.0,3.0
962,3.0,3.0
963,3.0,4.0
964,3.0,4.0
965,3.0,4.0
966,4.0,4.0
967,2.0,4.0
968,3.0,3.0
969,3.0,3.0
970,3.0,2.0
971,3.0,1.0
972,3.0,2.0
973,3.0,2.0
974,1.0,1.0
975,1.0,1.0
976,1.0,0.0
977,1.0,0.0
978,1.0,0.0
979,2.0,0.0
980,2.0,1.0
981,2.0,1.0
982,2.0,2.0
983,2.0,2.0
984,2.0,3.0
985,2.0,3.0
986,2.0,3.0
987,2.0,3.0
988,2.0,3.0
989,2.0,5.0
990,2.0,5.0
991,2.0,5.0
992,1.0,6.0
993,1.0,5.0
994,1.0,4.0
995,1.0,4.0
996,2.0,3.0
997,1.0,3.0
998,1.0,4.0
999,0.0,4.0
1000,1.0,3.0
1001,2.0,2.0
1002,1.0,1.0
1003,2.0,2.0
1004,2.0,3.0
1005,2.0,3.0
1006,2.0,3.0
1007,2.0,3.0
1008,2.0,3.0
1009,2.0,3.0
1010,3.0,3.0
1011,3.0,3.0
1012,3.0,3.0
1013,3.0,3.0
1014,3.0,3.0
1015,2.0,0.0
1016,2.0,0.0
1017,1.0,0.0
1018,1.0,0.0
1019,1.0,0.0
1020,1.0,0.0
1021,1.0,0.0
1022,1.0,0.0
1023,0.0,0.0
1024,0.0,0.0
1025,0.0,0.0
1026,0.0,0.0
1027,0.0,1.0
1028,0.0,3.0
1029,0.0,3.0
1030,1.0,4.0
1031,1.0,4.0
1032,2.0,4.0
1033,2.0,4.0
1034,2.0,4.0
1035,2.0,4.0
1036,2.0,4.0
1037,2.0,4.0
1038,2.0,4.0
1039,2.0,1.0
1040,1.0,0.0
1041,1.0,1.0
1042,1.0,1.0
1043,0.0,0.0
1044,0.0,0.0
1045,0.0,0.0
1046,0.0,0.0
1047,0.0,0.0
1048,0.0,1.0
1049,1.0,1.0
1050,1.0,0.0
1051,1.0,0.0
1052,1.0,0.0
1053,1.0,0.0
1054,1.0,0.0
1055,2.0,0.0
1056,2.0,0.0
1057,2.0,0.0
1058,3.0,2.0
1059,3.0,2.0
1060,3.0,2.0
1061,3.0,2.0
1062,3.0,2.0
1063,1.0,0.0
1064,1.0,1.0
1065,1.0,1.0
1066,1.0,1.0
1067,0.0,1.0
1068,0.0,1.0
1069,0.0,0.0
1070,0.0,0.0
1071,0.0,0.0
1072,0.0,0.0
1073,0.0,0.0
1074,0.0,0.0
1075,0.0,0.0
1076,1.0,0.0
1077,1.0,0.0
1078,1.0,1.0
1079,1.0,1.0
1080,1.0,1.0
1081,1.0,1.0
1082,1.0,1.0
1083,1.0,1.0
1084,1.0,1.0
1085,1.0,1.0
1086,2.0,1.0
1087,1.0,1.0
1088,1.0,0.0
1089,1.0,0.0
1090,1.0,1.0
1091,1.0,2.0
1092,2.0,2.0
1093,2.0,2.0
1094,1.0,1.0
1095,1.0,2.0
1096,0.0,2.0
1097,0.0,0.0
1098,1.0,0.0
1099,1.0,0.0
1100,1.0,0.0
1101,2.0,0.0
1102,2.0,1.0
1103,2.0,2.0
1104,2.0,2.0
1105,3.0,2.0
1106,5.0,2.0
1107,5.0,3.0
1108,6.0,3.0
1109,7.0,3.0
1110,7.0,3.0
1111,6.0,1.0
1112,5.0,1.0
1113,7.0,1.0
1114,7.0,1.0
1115,7.0,2.0
1116,7.0,2.0
1117,7.0,2.0
1118,6.0,1.0
1119,4.0,1.0
1120,3.0,0.0
1121,1.0,0.0
1122,0.0,0.0
1123,1.0,0.0
1124,1.0,0.0
1125,1.0,0.0
1126,1.0,1.0
1127,2.0,1.0
1128,2.0,1.0
1129,2.0,1.0
1130,2.0,2.0
1131,2.0,2.0
1132,2.0,2.0
1133,2.0,2.0
1134,2.0,3.0
1135,2.0,4.0
1136,1.0,4.0
1137,1.0,3.0
1138,2.0,3.0
1139,2.0,4.0
1140,2.0,4.0
1141,1.0,3.0
1142,0.0,3.0
1143,0.0,2.0
1144,0.0,2.0
1145,0.0,1.0
1146,0.0,1.0
1147,1.0,1.0
1148,1.0,1.0
1149,1.0,2.0
1150,2.0,3.0
1151,2.0,3.0
1152,2.0,3.0
1153,2.0,3.0
1154,2.0,4.0
1155,2.0,4.0
1156,3.0,5.0
1157,3.0,5.0
1158,3.0,5.0
1159,4.0,6.0
1160,4.0,7.0
1161,3.0,8.0
1162,4.0,9.0
1163,3.0,8.0
1164,4.0,9.0
1165,3.0,8.0
1166,2.0,6.0
1167,1.0,5.0
1168,1.0,4.0
1169,0.0,3.0
1170,0.0,2.0
1171,0.0,2.0
1172,0.0,2.0
1173,1.0,2.0
1174,2.0,2.0
1175,2.0,2.0
1176,2.0,3.0
1177,2.0,3.0
1178,2.0,4.0
1179,2.0,4.0
1180,2.0,5.0
1181,2.0,5.0
1182,2.0,5.0
1183,2.0,4.0
1184,2.0,4.0
1185,2.0,5.0
1186,2.0,4.0
1187,2.0,5.0
1188,2.0,5.0
1189,2.0,5.0
1190,1.0,5.0
1191,1.0,4.0
1192,1.0,2.0
1193,0.0,1.0
1194,1.0,1.0
1195,3.0,1.0
1196,3.0,1.0
1197,3.0,1.0
1198,3.0,2.0
1199,4.0,2.0
1200,5.0,2.0
1201,6.0,2.0
1202,6.0,2.0
1203,6.0,2.0
1204,6.0,2.0
1205,6.0,2.0
1206,6.0,2.0
1207,4.0,3.0
1208,3.0,3.0
1209,4.0,3.0
1210,4.0,2.0
1211,4.0,2.0
1212,3.0,1.0
1213,1.0,1.0
1214,0.0,0.0
1215,0.0,3.0
1216,0.0,3.0
1217,0.0,2.0
1218,0.0,1.0
1219,0.0,1.0
1220,0.0,2.0
1221,0.0,3.0
1222,1.0,3.0
1223,1.0,3.0
1224,1.0,4.0
1225,2.0,4.0
1226,2.0,4.0
1227,2.0,4.0
1228,2.0,4.0
1229,2.0,4.0
1230,4.0,4.0
1231,4.0,3.0
1232,3.0,3.0
1233,3.0,3.0
1234,3.0,3.0
1235,3.0,3.0
1236,3.0,2.0
1237,3.0,3.0
1238,2.0,2.0
1239,2.0,2.0
1240,2.0,0.0
1241,4.0,0.0
1242,3.0,0.0
1243,3.0,0.0
1244,3.0,0.0
1245,3.0,1.0
1246,3.0,2.0
1247,3.0,2.0
1248,3.0,2.0
1249,4.0,2.0
1250,4.0,2.0
1251,5.0,2.0
1252,5.0,2.0
1253,5.0,2.0
1254,5.0,2.0
1255,2.0,2.0
1256,2.0,2.0
1257,2.0,2.0
1258,2.0,1.0
1259,1.0,1.0
1260,0.0,1.0
1261,0.0,0.0
1262,0.0,0.0
1263,0.0,0.0
1264,1.0,0.0
1265,2.0,0.0
1266,2.0,0.0
1267,2.0,1.0
1268,4.0,1.0
1269,4.0,1.0
1270,4.0,1.0
1271,4.0,1.0
1272,4.0,2.0
1273,4.0,2.0
1274,4.0,2.0
1275,4.0,2.0
1276,4.0,3.0
1277,4.0,3.0
1278,4.0,3.0
1279,1.0,3.0
1280,2.0,3.0
1281,3.0,3.0
1282,2.0,3.0
1283,2.0,2.0
1284,1.0,3.0
1285,0.0,4.0
1286,0.0,4.0
1287,0.0,3.0
1288,0.0,2.0
1289,0.0,1.0
1290,0.0,1.0
1291,1.0,2.0
1292,1.0,2.0
1293,1.0,2.0
1294,1.0,2.0
1295,1.0,2.0
1296,1.0,2.0
1297,1.0,3.0
1298,1.0,4.0
1299,1.0,4.0
1300,1.0,4.0
1301,1.0,4.0
1302,1.0,5.0
1303,0.0,4.0
1304,0.0,4.0
1305,0.0,5.0
1306,0.0,4.0
1307,0.0,5.0
1308,0.0,6.0
1309,0.0,5.0
1310,0.0,3.0
1311,0.0,2.0
1312,0.0,3.0
1313,1.0,2.0
1314,2.0,2.0
1315,2.0,3.0
1316,2.0,3.0
1317,2.0,3.0
1318,2.0,3.0
1319,2.0,3.0
1320,2.0,5.0
1321,2.0,6.0
1322,2.0,6.0
1323,2.0,7.0
1324,3.0,7.0
1325,3.0,7.0
1326,4.0,7.0
1327,3.0,6.0
1328,2.0,6.0
1329,3.0,6.0
1330,3.0,7.0
1331,4.0,7.0
1332,3.0,7.0
1333,4.0,8.0
1334,4.0,7.0
1335,3.0,6.0
1336,1.0,3.0
1337,0.0,2.0
1338,0.0,2.0
1339,0.0,2.0
1340,0.0,2.0
1341,0.0,2.0
1342,0.0,2.0
1343,0.0,2.0
1344,0.0,2.0
1345,0.0,2.0
1346,0.0,3.0
1347,0.0,3.0
1348,0.0,3.0
1349,0.0,3.0
1350,1.0,3.0
1351,1.0,3.0
1352,1.0,3.0
1353,1.0,4.0
1354,1.0,4.0
1355,1.0,4.0
1356,1.0,4.0
1357,1.0,3.0
1358,2.0,2.0
1359,2.0,1.0
1360,2.0,1.0
