,liq_100,liq_101
1358,13.0,6.0
1359,11.0,5.0
1360,9.0,3.0
1361,7.0,6.0
1362,4.0,7.0
1363,7.0,9.0
1364,8.0,10.0
1365,10.0,10.0
1366,11.0,12.0
1367,13.0,15.0
1368,13.0,17.0
1369,13.0,19.0
1370,13.0,19.0
1371,14.0,19.0
1372,15.0,20.0
1373,15.0,23.0
1374,18.0,24.0
1375,15.0,19.0
1376,16.0,17.0
1377,14.0,13.0
1378,12.0,12.0
1379,11.0,13.0
1380,11.0,13.0
1381,10.0,11.0
1382,8.0,9.0
1383,7.0,7.0
1384,8.0,6.0
1385,8.0,5.0
1386,8.0,4.0
1387,8.0,5.0
1388,8.0,7.0
1389,9.0,8.0
1390,9.0,8.0
1391,10.0,10.0
1392,10.0,12.0
1393,12.0,16.0
1394,12.0,20.0
1395,14.0,21.0
1396,18.0,23.0
1397,18.0,25.0
1398,18.0,25.0
1399,17.0,21.0
1400,16.0,21.0
1401,13.0,22.0
1402,10.0,23.0
1403,9.0,22.0
1404,10.0,21.0
1405,10.0,19.0
1406,6.0,18.0
1407,7.0,19.0
1408,5.0,18.0
1409,2.0,17.0
1410,3.0,14.0
1411,3.0,16.0
1412,4.0,19.0
1413,5.0,19.0
1414,8.0,19.0
1415,8.0,19.0
1416,9.0,20.0
1417,11.0,21.0
1418,13.0,22.0
1419,15.0,22.0
1420,17.0,23.0
1421,18.0,23.0
1422,20.0,23.0
1423,17.0,20.0
1424,14.0,20.0
1425,17.0,19.0
1426,17.0,16.0
1427,16.0,13.0
1428,14.0,13.0
1429,13.0,11.0
1430,12.0,10.0
1431,11.0,10.0
1432,7.0,9.0
1433,8.0,10.0
1434,7.0,8.0
1435,7.0,10.0
1436,9.0,10.0
1437,12.0,12.0
1438,14.0,13.0
1439,14.0,14.0
1440,14.0,14.0
1441,14.0,17.0
1442,14.0,18.0
1443,14.0,20.0
1444,16.0,21.0
1445,16.0,21.0
1446,17.0,23.0
1447,14.0,21.0
1448,13.0,18.0
1449,13.0,17.0
1450,9.0,17.0
1451,6.0,15.0
1452,9.0,15.0
1453,7.0,16.0
1454,6.0,17.0
1455,7.0,14.0
1456,8.0,15.0
1457,7.0,15.0
1458,6.0,11.0
1459,7.0,12.0
1460,8.0,14.0
1461,9.0,17.0
1462,11.0,17.0
1463,13.0,18.0
1464,13.0,21.0
1465,14.0,21.0
1466,14.0,21.0
1467,16.0,22.0
1468,18.0,23.0
1469,19.0,23.0
1470,20.0,24.0
1471,16.0,19.0
1472,14.0,16.0
1473,12.0,15.0
1474,12.0,16.0
1475,14.0,15.0
1476,16.0,15.0
1477,14.0,13.0
1478,14.0,12.0
1479,11.0,10.0
1480,9.0,5.0
1481,6.0,4.0
1482,4.0,4.0
1483,4.0,6.0
1484,4.0,7.0
1485,5.0,8.0
1486,6.0,8.0
1487,6.0,9.0
1488,6.0,10.0
1489,6.0,11.0
1490,6.0,12.0
1491,6.0,12.0
1492,8.0,14.0
1493,8.0,14.0
1494,9.0,15.0
1495,5.0,11.0
1496,5.0,9.0
1497,7.0,9.0
1498,7.0,9.0
1499,7.0,9.0
1500,9.0,9.0
1501,8.0,10.0
1502,5.0,8.0
1503,4.0,6.0
1504,2.0,7.0
1505,1.0,7.0
1506,2.0,6.0
1507,3.0,7.0
1508,6.0,7.0
1509,7.0,9.0
1510,7.0,10.0
1511,9.0,11.0
1512,10.0,13.0
1513,10.0,15.0
1514,10.0,16.0
1515,10.0,20.0
1516,11.0,21.0
1517,13.0,22.0
1518,14.0,22.0
1519,11.0,17.0
1520,9.0,17.0
1521,7.0,16.0
1522,6.0,16.0
1523,4.0,13.0
1524,2.0,11.0
1525,1.0,8.0
1526,1.0,7.0
1527,3.0,8.0
1528,5.0,7.0
1529,4.0,5.0
1530,4.0,4.0
1531,5.0,5.0
1532,6.0,7.0
1533,7.0,8.0
1534,8.0,9.0
1535,8.0,11.0
1536,8.0,13.0
1537,9.0,14.0
1538,9.0,17.0
1539,9.0,17.0
1540,10.0,17.0
1541,12.0,17.0
1542,13.0,18.0
1543,9.0,16.0
1544,6.0,15.0
1545,6.0,15.0
1546,6.0,15.0
1547,6.0,16.0
1548,8.0,13.0
1549,5.0,14.0
1550,4.0,15.0
1551,4.0,13.0
1552,5.0,11.0
1553,2.0,9.0
1554,3.0,8.0
1555,4.0,8.0
1556,5.0,9.0
1557,7.0,11.0
1558,8.0,11.0
1559,8.0,11.0
1560,9.0,13.0
1561,10.0,15.0
1562,12.0,16.0
1563,13.0,17.0
1564,15.0,17.0
1565,16.0,20.0
1566,17.0,21.0
1567,14.0,18.0
1568,11.0,15.0
1569,10.0,15.0
1570,11.0,15.0
1571,12.0,14.0
1572,10.0,13.0
1573,10.0,12.0
1574,6.0,11.0
1575,3.0,11.0
1576,2.0,11.0
1577,1.0,10.0
1578,2.0,9.0
1579,5.0,10.0
1580,5.0,10.0
1581,7.0,10.0
1582,8.0,11.0
1583,8.0,13.0
1584,9.0,14.0
1585,12.0,15.0
1586,13.0,19.0
1587,13.0,22.0
1588,14.0,25.0
1589,15.0,25.0
1590,18.0,27.0
1591,12.0,23.0
1592,11.0,20.0
1593,10.0,17.0
1594,9.0,16.0
1595,9.0,15.0
1596,7.0,15.0
1597,7.0,11.0
1598,8.0,10.0
1599,6.0,10.0
1600,4.0,10.0
1601,2.0,10.0
1602,4.0,8.0
1603,4.0,9.0
1604,6.0,11.0
1605,6.0,13.0
1606,8.0,13.0
1607,8.0,13.0
1608,12.0,13.0
1609,13.0,14.0
1610,14.0,14.0
1611,15.0,16.0
1612,17.0,18.0
1613,17.0,18.0
1614,17.0,19.0
1615,13.0,17.0
1616,11.0,13.0
1617,10.0,15.0
1618,9.0,13.0
1619,10.0,11.0
1620,13.0,9.0
1621,14.0,7.0
1622,14.0,7.0
1623,13.0,7.0
1624,10.0,5.0
1625,9.0,2.0
1626,7.0,4.0
1627,7.0,4.0
1628,7.0,4.0
1629,10.0,5.0
1630,12.0,6.0
1631,14.0,9.0
1632,15.0,10.0
1633,15.0,11.0
1634,15.0,12.0
1635,15.0,15.0
1636,15.0,16.0
1637,16.0,16.0
1638,16.0,17.0
1639,16.0,14.0
1640,14.0,12.0
1641,11.0,14.0
1642,7.0,12.0
1643,4.0,13.0
1644,4.0,10.0
1645,3.0,9.0
1646,5.0,8.0
1647,5.0,7.0
1648,3.0,3.0
1649,3.0,2.0
1650,2.0,2.0
1651,3.0,4.0
1652,6.0,6.0
1653,9.0,8.0
1654,10.0,9.0
1655,11.0,10.0
1656,11.0,10.0
1657,11.0,10.0
1658,15.0,11.0
1659,15.0,12.0
1660,15.0,13.0
1661,15.0,13.0
1662,16.0,13.0
1663,16.0,10.0
1664,12.0,10.0
1665,10.0,10.0
1666,11.0,11.0
1667,11.0,7.0
1668,9.0,4.0
1669,6.0,3.0
1670,4.0,2.0
1671,5.0,1.0
1672,3.0,1.0
1673,2.0,3.0
1674,2.0,3.0
1675,2.0,5.0
1676,3.0,5.0
1677,4.0,6.0
1678,5.0,6.0
1679,5.0,7.0
1680,6.0,8.0
1681,7.0,9.0
1682,8.0,10.0
1683,11.0,11.0
1684,13.0,11.0
1685,14.0,12.0
1686,16.0,13.0
1687,12.0,13.0
1688,11.0,10.0
1689,14.0,7.0
1690,15.0,6.0
1691,15.0,6.0
1692,14.0,4.0
1693,13.0,2.0
1694,12.0,2.0
1695,12.0,1.0
1696,10.0,1.0
1697,8.0,0.0
1698,7.0,0.0
1699,9.0,1.0
1700,11.0,1.0
1701,15.0,2.0
1702,15.0,2.0
1703,15.0,2.0
1704,15.0,2.0
1705,17.0,2.0
1706,17.0,3.0
1707,17.0,4.0
1708,17.0,4.0
1709,17.0,5.0
1710,19.0,7.0
1711,14.0,4.0
1712,11.0,3.0
1713,10.0,4.0
1714,8.0,6.0
1715,6.0,5.0
1716,5.0,3.0
1717,5.0,1.0
1718,4.0,2.0
1719,2.0,1.0
1720,2.0,2.0
1721,1.0,2.0
1722,1.0,1.0
1723,2.0,1.0
1724,2.0,2.0
1725,3.0,6.0
1726,3.0,7.0
1727,3.0,7.0
1728,4.0,8.0
1729,5.0,9.0
1730,5.0,10.0
1731,6.0,11.0
1732,6.0,11.0
1733,6.0,11.0
1734,7.0,12.0
1735,5.0,10.0
1736,4.0,10.0
1737,5.0,9.0
1738,6.0,6.0
1739,6.0,4.0
1740,5.0,4.0
1741,4.0,4.0
1742,1.0,6.0
1743,3.0,5.0
1744,2.0,4.0
1745,3.0,1.0
1746,2.0,0.0
1747,4.0,2.0
1748,4.0,4.0
1749,5.0,6.0
1750,6.0,8.0
1751,6.0,10.0
1752,8.0,11.0
1753,8.0,11.0
1754,8.0,11.0
1755,8.0,12.0
1756,8.0,13.0
1757,10.0,14.0
1758,10.0,14.0
1759,8.0,10.0
1760,5.0,9.0
1761,5.0,8.0
1762,4.0,7.0
1763,4.0,6.0
1764,3.0,7.0
1765,1.0,8.0
1766,1.0,5.0
1767,2.0,5.0
1768,5.0,3.0
1769,3.0,3.0
1770,2.0,4.0
1771,3.0,5.0
1772,4.0,5.0
1773,7.0,7.0
1774,7.0,8.0
1775,7.0,9.0
1776,9.0,10.0
1777,10.0,11.0
1778,10.0,12.0
1779,12.0,12.0
1780,13.0,15.0
1781,13.0,15.0
1782,13.0,17.0
1783,11.0,10.0
1784,7.0,9.0
1785,4.0,10.0
1786,4.0,9.0
1787,3.0,10.0
1788,2.0,8.0
1789,1.0,9.0
1790,3.0,8.0
1791,3.0,5.0
1792,2.0,4.0
1793,1.0,2.0
1794,2.0,2.0
1795,3.0,2.0
1796,9.0,4.0
1797,9.0,5.0
1798,9.0,6.0
1799,9.0,7.0
1800,9.0,8.0
1801,10.0,12.0
1802,10.0,13.0
1803,12.0,14.0
1804,13.0,16.0
1805,13.0,16.0
1806,14.0,16.0
1807,12.0,15.0
1808,11.0,14.0
1809,7.0,13.0
1810,7.0,14.0
1811,7.0,12.0
1812,7.0,15.0
1813,6.0,12.0
1814,5.0,13.0
1815,3.0,10.0
1816,1.0,9.0
1817,1.0,8.0
1818,5.0,4.0
1819,5.0,4.0
1820,8.0,5.0
1821,9.0,5.0
1822,9.0,7.0
1823,10.0,8.0
1824,11.0,9.0
1825,11.0,9.0
1826,11.0,10.0
1827,11.0,14.0
1828,12.0,15.0
1829,14.0,15.0
1830,15.0,16.0
1831,11.0,15.0
1832,7.0,15.0
1833,6.0,14.0
1834,8.0,15.0
1835,10.0,17.0
1836,14.0,15.0
1837,8.0,14.0
1838,2.0,10.0
1839,1.0,12.0
1840,3.0,12.0
1841,2.0,10.0
1842,3.0,10.0
1843,3.0,10.0
1844,4.0,10.0
1845,4.0,10.0
1846,4.0,10.0
1847,5.0,11.0
1848,7.0,11.0
1849,7.0,11.0
1850,8.0,11.0
1851,9.0,11.0
1852,9.0,11.0
1853,9.0,11.0
1854,11.0,11.0
1855,8.0,8.0
1856,6.0,7.0
1857,8.0,9.0
1858,11.0,7.0
1859,10.0,7.0
1860,11.0,6.0
1861,10.0,4.0
1862,4.0,1.0
1863,2.0,2.0
1864,1.0,2.0
1865,1.0,1.0
1866,4.0,2.0
1867,5.0,2.0
1868,7.0,4.0
1869,9.0,5.0
1870,9.0,5.0
1871,9.0,7.0
1872,10.0,8.0
1873,10.0,8.0
1874,11.0,9.0
1875,11.0,9.0
1876,12.0,9.0
1877,13.0,12.0
1878,13.0,14.0
1879,8.0,10.0
1880,6.0,9.0
1881,5.0,11.0
1882,5.0,9.0
1883,6.0,9.0
1884,5.0,7.0
1885,4.0,6.0
1886,4.0,8.0
1887,5.0,5.0
1888,6.0,4.0
1889,6.0,2.0
1890,2.0,1.0
1891,3.0,2.0
1892,4.0,5.0
1893,4.0,5.0
1894,5.0,7.0
1895,7.0,7.0
1896,8.0,8.0
1897,10.0,9.0
1898,10.0,9.0
1899,11.0,10.0
1900,11.0,11.0
1901,11.0,12.0
1902,11.0,14.0
1903,7.0,10.0
1904,7.0,11.0
1905,6.0,10.0
1906,7.0,9.0
1907,4.0,6.0
1908,3.0,7.0
1909,3.0,6.0
1910,4.0,6.0
1911,4.0,9.0
1912,3.0,4.0
1913,3.0,4.0
1914,3.0,2.0
1915,5.0,2.0
1916,7.0,5.0
1917,8.0,5.0
1918,9.0,6.0
1919,11.0,8.0
1920,14.0,8.0
1921,15.0,8.0
1922,15.0,9.0
1923,17.0,10.0
1924,19.0,10.0
1925,19.0,13.0
1926,23.0,14.0
1927,20.0,13.0
1928,18.0,10.0
1929,18.0,10.0
1930,19.0,10.0
1931,17.0,9.0
1932,12.0,8.0
1933,9.0,7.0
1934,10.0,6.0
1935,8.0,6.0
1936,7.0,6.0
1937,6.0,2.0
1938,3.0,0.0
1939,5.0,0.0
1940,5.0,1.0
1941,5.0,4.0
1942,7.0,6.0
1943,7.0,9.0
1944,7.0,11.0
1945,8.0,11.0
1946,8.0,11.0
1947,8.0,13.0
1948,11.0,15.0
1949,12.0,16.0
1950,14.0,16.0
1951,11.0,11.0
1952,10.0,12.0
1953,9.0,12.0
1954,10.0,12.0
1955,12.0,11.0
1956,13.0,10.0
1957,10.0,9.0
1958,11.0,6.0
1959,7.0,5.0
1960,7.0,7.0
1961,4.0,5.0
1962,4.0,4.0
1963,4.0,5.0
1964,4.0,5.0
1965,6.0,6.0
1966,9.0,6.0
1967,9.0,7.0
1968,9.0,8.0
1969,9.0,9.0
1970,10.0,12.0
1971,11.0,13.0
1972,13.0,13.0
1973,15.0,15.0
1974,17.0,15.0
1975,15.0,12.0
1976,15.0,11.0
1977,15.0,11.0
1978,13.0,10.0
1979,10.0,10.0
1980,11.0,9.0
1981,12.0,10.0
1982,9.0,8.0
1983,6.0,5.0
1984,5.0,3.0
1985,4.0,5.0
1986,3.0,4.0
1987,3.0,4.0
1988,3.0,5.0
1989,3.0,7.0
1990,4.0,9.0
1991,4.0,11.0
1992,4.0,11.0
1993,4.0,11.0
1994,4.0,12.0
1995,4.0,13.0
1996,4.0,13.0
1997,5.0,13.0
1998,7.0,13.0
1999,6.0,10.0
2000,5.0,9.0
2001,5.0,7.0
2002,3.0,6.0
2003,3.0,5.0
2004,4.0,5.0
2005,3.0,5.0
2006,3.0,6.0
2007,3.0,5.0
2008,3.0,2.0
2009,3.0,0.0
2010,2.0,3.0
2011,3.0,4.0
2012,3.0,5.0
2013,3.0,6.0
2014,5.0,6.0
2015,7.0,7.0
2016,7.0,10.0
2017,7.0,11.0
2018,7.0,11.0
2019,8.0,11.0
2020,8.0,12.0
2021,8.0,13.0
2022,9.0,13.0
2023,4.0,12.0
2024,5.0,10.0
2025,6.0,9.0
2026,5.0,8.0
2027,3.0,7.0
2028,3.0,7.0
2029,6.0,5.0
2030,5.0,4.0
2031,7.0,2.0
2032,6.0,2.0
2033,3.0,2.0
2034,4.0,2.0
2035,5.0,2.0
2036,5.0,4.0
2037,6.0,5.0
2038,6.0,5.0
2039,6.0,6.0
2040,6.0,6.0
2041,7.0,7.0
2042,9.0,8.0
2043,9.0,9.0
2044,9.0,10.0
2045,10.0,10.0
2046,11.0,11.0
2047,10.0,7.0
2048,10.0,4.0
2049,11.0,5.0
2050,10.0,4.0
2051,7.0,4.0
2052,4.0,4.0
2053,3.0,3.0
2054,1.0,4.0
2055,0.0,6.0
2056,0.0,5.0
2057,1.0,8.0
2058,3.0,6.0
2059,4.0,9.0
2060,5.0,10.0
2061,7.0,11.0
2062,8.0,12.0
2063,8.0,13.0
2064,8.0,14.0
2065,9.0,15.0
2066,9.0,15.0
2067,10.0,16.0
2068,10.0,18.0
2069,12.0,18.0
2070,13.0,18.0
2071,11.0,11.0
2072,9.0,10.0
2073,8.0,7.0
2074,7.0,6.0
2075,6.0,7.0
2076,5.0,7.0
2077,5.0,6.0
2078,5.0,5.0
2079,4.0,6.0
2080,2.0,5.0
2081,0.0,5.0
2082,0.0,5.0
2083,2.0,6.0
2084,3.0,6.0
2085,4.0,6.0
2086,6.0,6.0
2087,7.0,8.0
2088,8.0,9.0
2089,8.0,11.0
2090,11.0,11.0
2091,11.0,15.0
2092,11.0,15.0
2093,11.0,15.0
2094,13.0,16.0
2095,10.0,11.0
2096,9.0,7.0
2097,9.0,8.0
2098,9.0,9.0
2099,8.0,7.0
2100,6.0,8.0
2101,6.0,7.0
2102,4.0,4.0
2103,2.0,1.0
2104,2.0,1.0
2105,4.0,1.0
2106,6.0,2.0
2107,6.0,3.0
2108,7.0,3.0
2109,7.0,4.0
2110,7.0,6.0
2111,8.0,7.0
2112,10.0,8.0
2113,11.0,8.0
2114,11.0,9.0
2115,14.0,9.0
2116,15.0,9.0
2117,20.0,10.0
2118,21.0,11.0
2119,17.0,10.0
2120,16.0,8.0
2121,14.0,7.0
2122,13.0,6.0
2123,13.0,5.0
2124,16.0,5.0
2125,16.0,5.0
2126,14.0,4.0
2127,11.0,1.0
2128,10.0,2.0
2129,10.0,3.0
2130,4.0,3.0
2131,6.0,3.0
2132,6.0,8.0
2133,9.0,14.0
2134,10.0,15.0
2135,12.0,15.0
2136,13.0,16.0
2137,13.0,18.0
2138,13.0,20.0
2139,14.0,21.0
2140,15.0,21.0
2141,15.0,23.0
2142,16.0,23.0
2143,12.0,18.0
2144,11.0,17.0
2145,10.0,17.0
2146,9.0,16.0
2147,9.0,13.0
2148,9.0,10.0
2149,9.0,10.0
2150,7.0,12.0
2151,4.0,14.0
2152,4.0,12.0
2153,3.0,10.0
2154,3.0,7.0
2155,3.0,8.0
2156,3.0,9.0
2157,4.0,9.0
2158,4.0,10.0
2159,4.0,13.0
2160,5.0,13.0
2161,6.0,14.0
2162,7.0,14.0
2163,7.0,15.0
2164,7.0,17.0
2165,8.0,20.0
2166,11.0,22.0
2167,9.0,20.0
2168,7.0,18.0
2169,8.0,18.0
2170,7.0,17.0
2171,10.0,18.0
2172,9.0,16.0
2173,8.0,15.0
2174,6.0,13.0
2175,4.0,11.0
2176,1.0,10.0
2177,1.0,7.0
2178,2.0,5.0
2179,4.0,7.0
2180,4.0,7.0
2181,4.0,7.0
2182,6.0,8.0
2183,6.0,9.0
2184,7.0,11.0
2185,8.0,13.0
2186,10.0,13.0
2187,11.0,16.0
2188,12.0,17.0
2189,12.0,20.0
2190,15.0,20.0
2191,10.0,18.0
2192,9.0,15.0
2193,8.0,16.0
2194,7.0,18.0
2195,8.0,20.0
2196,7.0,21.0
2197,7.0,16.0
2198,7.0,15.0
2199,5.0,11.0
2200,6.0,10.0
2201,7.0,7.0
2202,4.0,5.0
2203,4.0,5.0
2204,4.0,9.0
2205,5.0,9.0
2206,6.0,9.0
2207,8.0,10.0
2208,10.0,11.0
2209,11.0,12.0
2210,12.0,12.0
2211,13.0,12.0
2212,14.0,12.0
2213,14.0,13.0
2214,14.0,14.0
2215,9.0,13.0
2216,11.0,12.0
2217,9.0,10.0
2218,10.0,10.0
2219,9.0,8.0
2220,6.0,8.0
2221,6.0,7.0
2222,5.0,5.0
2223,7.0,5.0
2224,8.0,6.0
2225,5.0,7.0
2226,2.0,4.0
2227,2.0,5.0
2228,4.0,5.0
2229,5.0,6.0
2230,5.0,6.0
2231,5.0,7.0
2232,7.0,7.0
2233,7.0,8.0
2234,8.0,9.0
2235,8.0,9.0
2236,9.0,12.0
2237,10.0,13.0
2238,11.0,15.0
2239,9.0,11.0
2240,7.0,8.0
2241,6.0,10.0
2242,5.0,11.0
2243,4.0,10.0
2244,5.0,11.0
2245,4.0,8.0
2246,3.0,5.0
2247,2.0,6.0
2248,1.0,5.0
2249,2.0,5.0
2250,1.0,4.0
2251,2.0,5.0
2252,4.0,6.0
2253,4.0,6.0
2254,4.0,7.0
2255,7.0,9.0
2256,8.0,9.0
2257,9.0,10.0
2258,9.0,11.0
2259,12.0,12.0
2260,12.0,13.0
2261,13.0,13.0
2262,15.0,13.0
2263,12.0,10.0
2264,10.0,8.0
2265,9.0,7.0
2266,8.0,6.0
2267,8.0,5.0
2268,6.0,5.0
2269,6.0,2.0
2270,4.0,0.0
2271,3.0,1.0
2272,3.0,2.0
2273,2.0,2.0
2274,2.0,1.0
2275,4.0,1.0
2276,4.0,4.0
2277,6.0,5.0
2278,8.0,5.0
2279,8.0,6.0
2280,8.0,7.0
2281,9.0,7.0
2282,10.0,9.0
2283,12.0,9.0
2284,14.0,10.0
2285,14.0,13.0
2286,15.0,15.0
2287,13.0,11.0
2288,12.0,10.0
2289,10.0,10.0
2290,11.0,9.0
2291,10.0,8.0
2292,9.0,10.0
2293,8.0,10.0
2294,6.0,7.0
2295,4.0,3.0
2296,5.0,1.0
2297,5.0,2.0
2298,4.0,5.0
2299,7.0,6.0
2300,8.0,7.0
2301,9.0,8.0
2302,9.0,9.0
2303,10.0,11.0
2304,12.0,12.0
2305,13.0,13.0
2306,14.0,15.0
2307,14.0,16.0
2308,14.0,17.0
2309,14.0,18.0
2310,15.0,18.0
2311,12.0,13.0
2312,11.0,11.0
2313,10.0,10.0
2314,8.0,9.0
2315,9.0,9.0
2316,8.0,10.0
2317,7.0,7.0
2318,5.0,7.0
2319,4.0,4.0
2320,4.0,5.0
2321,2.0,5.0
2322,0.0,3.0
2323,1.0,3.0
2324,3.0,3.0
2325,3.0,4.0
2326,4.0,5.0
2327,5.0,5.0
2328,6.0,6.0
2329,7.0,7.0
2330,7.0,9.0
2331,8.0,10.0
2332,8.0,11.0
2333,10.0,12.0
2334,11.0,12.0
2335,10.0,7.0
2336,10.0,7.0
2337,12.0,8.0
2338,12.0,9.0
2339,10.0,9.0
2340,10.0,9.0
2341,10.0,7.0
2342,8.0,5.0
2343,7.0,5.0
2344,6.0,2.0
2345,6.0,1.0
2346,6.0,0.0
2347,6.0,1.0
2348,6.0,2.0
2349,6.0,2.0
2350,8.0,3.0
2351,11.0,4.0
2352,14.0,4.0
2353,15.0,4.0
2354,15.0,5.0
2355,16.0,7.0
2356,17.0,9.0
2357,17.0,9.0
2358,18.0,10.0
2359,17.0,8.0
2360,14.0,9.0
2361,14.0,10.0
2362,12.0,10.0
2363,10.0,8.0
2364,9.0,4.0
2365,7.0,4.0
2366,5.0,3.0
2367,3.0,4.0
2368,5.0,2.0
2369,6.0,3.0
2370,4.0,3.0
2371,4.0,3.0
2372,5.0,3.0
2373,6.0,3.0
2374,7.0,3.0
2375,9.0,3.0
2376,9.0,5.0
2377,9.0,7.0
2378,11.0,9.0
2379,14.0,10.0
2380,14.0,10.0
2381,15.0,11.0
2382,17.0,14.0
2383,16.0,12.0
2384,13.0,12.0
2385,11.0,13.0
2386,11.0,12.0
2387,11.0,9.0
2388,10.0,8.0
2389,10.0,9.0
2390,8.0,9.0
2391,8.0,8.0
2392,5.0,5.0
2393,4.0,4.0
2394,4.0,3.0
2395,4.0,3.0
2396,4.0,4.0
2397,4.0,6.0
2398,5.0,6.0
2399,6.0,7.0
2400,6.0,7.0
2401,7.0,9.0
2402,7.0,9.0
2403,8.0,11.0
2404,11.0,13.0
2405,11.0,14.0
2406,11.0,17.0
2407,10.0,15.0
2408,9.0,15.0
2409,9.0,14.0
2410,9.0,14.0
2411,10.0,13.0
2412,7.0,13.0
2413,8.0,14.0
2414,6.0,13.0
2415,3.0,11.0
2416,1.0,8.0
2417,3.0,5.0
2418,4.0,1.0
2419,4.0,3.0
2420,4.0,4.0
2421,5.0,5.0
2422,5.0,6.0
2423,7.0,6.0
2424,8.0,7.0
2425,12.0,7.0
2426,13.0,7.0
2427,13.0,8.0
2428,14.0,9.0
2429,17.0,10.0
2430,19.0,10.0
2431,19.0,8.0
2432,19.0,10.0
2433,18.0,10.0
2434,16.0,9.0
2435,16.0,8.0
2436,15.0,8.0
2437,11.0,6.0
2438,10.0,6.0
2439,8.0,5.0
2440,7.0,4.0
2441,8.0,2.0
2442,7.0,1.0
2443,7.0,1.0
2444,7.0,3.0
2445,9.0,3.0
2446,9.0,3.0
2447,10.0,5.0
2448,10.0,6.0
2449,10.0,6.0
2450,10.0,8.0
2451,10.0,10.0
2452,10.0,11.0
2453,15.0,12.0
2454,15.0,14.0
2455,11.0,13.0
2456,9.0,12.0
2457,7.0,12.0
2458,6.0,11.0
2459,6.0,10.0
2460,7.0,9.0
2461,8.0,9.0
2462,9.0,10.0
2463,9.0,8.0
2464,6.0,6.0
2465,3.0,3.0
2466,2.0,3.0
2467,4.0,5.0
2468,6.0,5.0
2469,7.0,5.0
2470,7.0,8.0
2471,9.0,9.0
2472,10.0,10.0
2473,12.0,11.0
2474,12.0,13.0
2475,14.0,14.0
2476,14.0,15.0
2477,14.0,16.0
2478,16.0,16.0
2479,12.0,15.0
2480,12.0,14.0
2481,12.0,14.0
2482,13.0,14.0
2483,12.0,15.0
2484,10.0,16.0
2485,9.0,15.0
2486,10.0,14.0
2487,7.0,11.0
2488,4.0,7.0
2489,4.0,7.0
2490,3.0,5.0
2491,5.0,6.0
2492,5.0,8.0
2493,6.0,8.0
2494,8.0,9.0
2495,8.0,9.0
2496,9.0,10.0
2497,10.0,12.0
2498,11.0,14.0
2499,12.0,14.0
2500,12.0,14.0
2501,14.0,15.0
2502,15.0,15.0
2503,14.0,13.0
2504,12.0,11.0
2505,12.0,11.0
2506,10.0,11.0
2507,9.0,9.0
2508,10.0,8.0
2509,8.0,7.0
2510,5.0,6.0
2511,6.0,7.0
2512,4.0,6.0
2513,3.0,4.0
2514,1.0,4.0
2515,2.0,6.0
2516,2.0,6.0
2517,3.0,8.0
2518,5.0,9.0
2519,6.0,10.0
2520,7.0,10.0
2521,10.0,10.0
2522,12.0,10.0
2523,12.0,10.0
2524,12.0,12.0
2525,13.0,13.0
2526,13.0,14.0
2527,12.0,11.0
2528,10.0,7.0
2529,10.0,8.0
2530,9.0,9.0
2531,14.0,9.0
2532,17.0,8.0
2533,16.0,6.0
2534,12.0,6.0
2535,9.0,4.0
2536,4.0,3.0
2537,4.0,2.0
2538,2.0,6.0
2539,7.0,6.0
2540,9.0,7.0
2541,9.0,9.0
2542,11.0,11.0
2543,13.0,12.0
2544,16.0,13.0
2545,16.0,13.0
2546,17.0,14.0
2547,17.0,19.0
2548,19.0,22.0
2549,19.0,23.0
2550,22.0,23.0
2551,20.0,21.0
2552,18.0,18.0
2553,20.0,16.0
2554,19.0,16.0
2555,17.0,17.0
2556,16.0,15.0
2557,15.0,14.0
2558,15.0,12.0
2559,12.0,7.0
2560,10.0,5.0
2561,8.0,1.0
2562,6.0,2.0
2563,7.0,4.0
2564,10.0,5.0
2565,11.0,7.0
2566,14.0,7.0
2567,15.0,8.0
2568,15.0,10.0
2569,17.0,11.0
2570,19.0,11.0
2571,20.0,11.0
2572,25.0,12.0
2573,25.0,13.0
2574,26.0,17.0
2575,25.0,15.0
2576,21.0,12.0
2577,19.0,11.0
2578,17.0,12.0
2579,16.0,13.0
2580,14.0,12.0
2581,15.0,12.0
2582,15.0,14.0
2583,14.0,12.0
2584,9.0,10.0
2585,8.0,8.0
2586,8.0,6.0
2587,8.0,6.0
2588,8.0,7.0
2589,8.0,8.0
2590,9.0,8.0
2591,10.0,11.0
2592,10.0,11.0
2593,12.0,14.0
2594,12.0,14.0
2595,15.0,17.0
2596,16.0,18.0
2597,18.0,18.0
2598,18.0,19.0
2599,15.0,19.0
2600,14.0,17.0
2601,13.0,15.0
2602,15.0,12.0
2603,15.0,11.0
2604,13.0,10.0
2605,8.0,8.0
2606,4.0,7.0
2607,6.0,4.0
2608,7.0,3.0
2609,6.0,3.0
2610,5.0,1.0
2611,7.0,2.0
2612,7.0,3.0
2613,8.0,5.0
2614,9.0,7.0
2615,9.0,9.0
2616,10.0,11.0
2617,11.0,11.0
2618,12.0,11.0
2619,14.0,11.0
2620,16.0,14.0
2621,17.0,15.0
2622,18.0,17.0
2623,17.0,16.0
2624,15.0,18.0
2625,16.0,18.0
2626,15.0,16.0
2627,17.0,13.0
2628,14.0,11.0
