,db_100,db_101,db_102,db_103
1518,3.0,3.0,4.0,5.0
1519,3.0,1.0,3.0,4.0
1520,4.0,1.0,3.0,4.0
1521,4.0,1.0,3.0,3.0
1522,4.0,1.0,3.0,3.0
1523,4.0,1.0,3.0,3.0
1524,4.0,1.0,3.0,4.0
1525,4.0,1.0,2.0,3.0
1526,2.0,2.0,2.0,4.0
1527,2.0,2.0,2.0,5.0
1528,1.0,1.0,2.0,3.0
1529,1.0,2.0,2.0,1.0
1530,1.0,1.0,3.0,1.0
1531,1.0,1.0,3.0,1.0
1532,1.0,1.0,3.0,1.0
1533,3.0,1.0,3.0,1.0
1534,3.0,1.0,4.0,1.0
1535,4.0,1.0,4.0,1.0
1536,4.0,2.0,4.0,1.0
1537,4.0,2.0,4.0,2.0
1538,4.0,2.0,4.0,2.0
1539,4.0,3.0,4.0,2.0
1540,4.0,3.0,4.0,2.0
1541,4.0,3.0,4.0,3.0
1542,4.0,3.0,4.0,3.0
1543,3.0,3.0,4.0,3.0
1544,3.0,3.0,3.0,3.0
1545,3.0,3.0,2.0,2.0
1546,3.0,2.0,4.0,2.0
1547,4.0,2.0,3.0,2.0
1548,4.0,0.0,3.0,2.0
1549,4.0,0.0,2.0,2.0
1550,4.0,0.0,3.0,3.0
1551,4.0,0.0,2.0,4.0
1552,4.0,0.0,1.0,4.0
1553,1.0,1.0,0.0,2.0
1554,0.0,1.0,0.0,3.0
1555,0.0,1.0,1.0,3.0
1556,1.0,1.0,1.0,3.0
1557,1.0,1.0,1.0,3.0
1558,2.0,1.0,1.0,4.0
1559,2.0,1.0,1.0,4.0
1560,2.0,1.0,1.0,4.0
1561,2.0,1.0,1.0,4.0
1562,2.0,1.0,1.0,4.0
1563,2.0,1.0,1.0,4.0
1564,2.0,1.0,2.0,5.0
1565,2.0,1.0,2.0,5.0
1566,2.0,1.0,2.0,5.0
1567,2.0,2.0,2.0,5.0
1568,2.0,2.0,2.0,6.0
1569,3.0,2.0,1.0,5.0
1570,4.0,0.0,1.0,5.0
1571,4.0,0.0,1.0,3.0
1572,3.0,0.0,1.0,3.0
1573,3.0,0.0,1.0,2.0
1574,4.0,0.0,2.0,2.0
1575,4.0,1.0,2.0,2.0
1576,2.0,2.0,1.0,2.0
1577,1.0,2.0,0.0,1.0
1578,1.0,1.0,1.0,1.0
1579,1.0,1.0,1.0,2.0
1580,2.0,1.0,1.0,2.0
1581,3.0,1.0,1.0,2.0
1582,3.0,1.0,1.0,2.0
1583,5.0,1.0,2.0,2.0
1584,5.0,1.0,2.0,2.0
1585,5.0,1.0,3.0,3.0
1586,5.0,1.0,3.0,3.0
1587,5.0,1.0,3.0,3.0
1588,5.0,1.0,3.0,3.0
1589,5.0,1.0,5.0,3.0
1590,6.0,2.0,5.0,3.0
1591,5.0,1.0,4.0,4.0
1592,6.0,1.0,4.0,4.0
1593,6.0,1.0,4.0,3.0
1594,7.0,3.0,3.0,3.0
1595,7.0,3.0,4.0,2.0
1596,7.0,3.0,3.0,2.0
1597,6.0,1.0,3.0,2.0
1598,6.0,1.0,3.0,2.0
1599,5.0,0.0,3.0,1.0
1600,4.0,1.0,1.0,0.0
1601,3.0,1.0,0.0,0.0
1602,2.0,0.0,0.0,1.0
1603,2.0,0.0,0.0,1.0
1604,2.0,0.0,0.0,1.0
1605,2.0,0.0,0.0,1.0
1606,3.0,1.0,0.0,1.0
1607,3.0,2.0,0.0,1.0
1608,3.0,2.0,0.0,2.0
1609,3.0,2.0,0.0,2.0
1610,3.0,2.0,0.0,2.0
1611,3.0,3.0,0.0,2.0
1612,3.0,3.0,0.0,3.0
1613,3.0,3.0,0.0,3.0
1614,3.0,3.0,1.0,3.0
1615,2.0,3.0,1.0,2.0
1616,2.0,4.0,1.0,4.0
1617,2.0,3.0,1.0,4.0
1618,2.0,2.0,1.0,4.0
1619,2.0,2.0,1.0,2.0
1620,2.0,3.0,2.0,3.0
1621,2.0,3.0,3.0,3.0
1622,1.0,2.0,3.0,4.0
1623,1.0,0.0,2.0,5.0
1624,1.0,0.0,1.0,3.0
1625,0.0,0.0,1.0,3.0
1626,0.0,0.0,1.0,2.0
1627,0.0,1.0,2.0,2.0
1628,0.0,1.0,2.0,2.0
1629,0.0,1.0,2.0,2.0
1630,0.0,1.0,2.0,2.0
1631,0.0,1.0,2.0,2.0
1632,0.0,1.0,2.0,2.0
1633,0.0,1.0,3.0,2.0
1634,1.0,1.0,3.0,2.0
1635,1.0,1.0,3.0,3.0
1636,1.0,2.0,3.0,3.0
1637,1.0,3.0,3.0,3.0
1638,1.0,3.0,3.0,3.0
1639,1.0,2.0,2.0,3.0
1640,1.0,2.0,1.0,2.0
1641,1.0,2.0,0.0,3.0
1642,1.0,2.0,0.0,2.0
1643,1.0,2.0,1.0,2.0
1644,1.0,2.0,1.0,2.0
1645,2.0,3.0,0.0,1.0
1646,2.0,3.0,1.0,1.0
1647,1.0,2.0,1.0,1.0
1648,1.0,3.0,0.0,1.0
1649,0.0,1.0,0.0,1.0
1650,1.0,0.0,0.0,0.0
1651,1.0,0.0,1.0,0.0
1652,1.0,1.0,1.0,2.0
1653,1.0,1.0,1.0,3.0
1654,1.0,1.0,1.0,3.0
1655,1.0,1.0,1.0,3.0
1656,1.0,1.0,1.0,3.0
1657,2.0,2.0,2.0,3.0
1658,2.0,2.0,2.0,4.0
1659,2.0,2.0,2.0,4.0
1660,2.0,2.0,2.0,4.0
1661,2.0,2.0,3.0,4.0
1662,2.0,2.0,3.0,4.0
1663,2.0,1.0,2.0,3.0
1664,1.0,1.0,1.0,1.0
1665,1.0,0.0,1.0,2.0
1666,1.0,2.0,1.0,2.0
1667,1.0,3.0,1.0,2.0
1668,1.0,2.0,2.0,3.0
1669,1.0,1.0,2.0,3.0
1670,2.0,0.0,2.0,0.0
1671,2.0,2.0,2.0,1.0
1672,1.0,3.0,1.0,1.0
1673,0.0,3.0,0.0,2.0
1674,0.0,2.0,0.0,1.0
1675,3.0,2.0,0.0,1.0
1676,3.0,2.0,0.0,1.0
1677,3.0,2.0,1.0,1.0
1678,3.0,2.0,1.0,1.0
1679,4.0,2.0,1.0,2.0
1680,4.0,2.0,1.0,2.0
1681,4.0,2.0,1.0,2.0
1682,4.0,2.0,1.0,2.0
1683,5.0,2.0,1.0,2.0
1684,5.0,2.0,1.0,2.0
1685,5.0,2.0,1.0,2.0
1686,5.0,3.0,1.0,2.0
1687,5.0,1.0,1.0,2.0
1688,3.0,1.0,2.0,1.0
1689,3.0,1.0,1.0,2.0
1690,3.0,1.0,2.0,2.0
1691,1.0,1.0,1.0,1.0
1692,1.0,2.0,1.0,0.0
1693,1.0,2.0,0.0,0.0
1694,2.0,2.0,1.0,0.0
1695,2.0,2.0,4.0,1.0
1696,2.0,2.0,4.0,1.0
1697,1.0,0.0,3.0,2.0
1698,0.0,0.0,0.0,1.0
1699,0.0,0.0,1.0,1.0
1700,0.0,1.0,1.0,1.0
1701,0.0,1.0,1.0,1.0
1702,0.0,1.0,1.0,1.0
1703,0.0,2.0,1.0,1.0
1704,0.0,2.0,1.0,2.0
1705,0.0,3.0,1.0,2.0
1706,0.0,3.0,1.0,2.0
1707,0.0,3.0,1.0,2.0
1708,1.0,3.0,1.0,2.0
1709,2.0,4.0,1.0,3.0
1710,2.0,5.0,1.0,3.0
1711,3.0,6.0,0.0,3.0
1712,4.0,6.0,1.0,3.0
1713,3.0,5.0,2.0,2.0
1714,3.0,4.0,1.0,2.0
1715,2.0,4.0,1.0,2.0
1716,3.0,3.0,1.0,2.0
1717,5.0,3.0,0.0,2.0
1718,5.0,3.0,0.0,1.0
1719,3.0,3.0,0.0,1.0
1720,2.0,3.0,0.0,1.0
1721,2.0,0.0,0.0,0.0
1722,2.0,0.0,0.0,0.0
1723,2.0,0.0,0.0,0.0
1724,2.0,0.0,0.0,1.0
1725,2.0,1.0,0.0,1.0
1726,2.0,3.0,0.0,1.0
1727,2.0,3.0,1.0,1.0
1728,3.0,4.0,1.0,1.0
1729,3.0,4.0,1.0,1.0
1730,3.0,4.0,1.0,1.0
1731,3.0,4.0,1.0,1.0
1732,3.0,4.0,2.0,1.0
1733,3.0,5.0,4.0,1.0
1734,3.0,5.0,4.0,2.0
1735,4.0,5.0,5.0,3.0
1736,4.0,4.0,6.0,2.0
1737,4.0,3.0,5.0,2.0
1738,2.0,3.0,4.0,2.0
1739,1.0,3.0,3.0,3.0
1740,1.0,4.0,3.0,2.0
1741,1.0,3.0,2.0,2.0
1742,2.0,3.0,3.0,1.0
1743,1.0,2.0,2.0,1.0
1744,0.0,1.0,1.0,1.0
1745,0.0,1.0,0.0,1.0
1746,0.0,1.0,0.0,1.0
1747,1.0,1.0,0.0,1.0
1748,1.0,1.0,0.0,1.0
1749,1.0,1.0,0.0,1.0
1750,1.0,2.0,1.0,1.0
1751,2.0,2.0,3.0,2.0
1752,2.0,3.0,3.0,3.0
1753,2.0,3.0,3.0,3.0
1754,2.0,3.0,3.0,3.0
1755,2.0,3.0,3.0,3.0
1756,2.0,3.0,3.0,4.0
1757,2.0,5.0,3.0,4.0
1758,2.0,6.0,3.0,5.0
1759,2.0,4.0,3.0,4.0
1760,1.0,4.0,1.0,4.0
1761,0.0,4.0,2.0,3.0
1762,0.0,4.0,3.0,2.0
1763,0.0,5.0,4.0,2.0
1764,0.0,5.0,3.0,2.0
1765,1.0,6.0,3.0,4.0
1766,1.0,4.0,2.0,5.0
1767,1.0,5.0,1.0,2.0
1768,1.0,3.0,1.0,1.0
1769,1.0,2.0,1.0,1.0
1770,0.0,1.0,2.0,0.0
1771,0.0,1.0,3.0,1.0
1772,0.0,2.0,3.0,1.0
1773,0.0,2.0,3.0,2.0
1774,1.0,2.0,3.0,2.0
1775,1.0,2.0,3.0,2.0
1776,1.0,2.0,3.0,2.0
1777,1.0,2.0,3.0,2.0
1778,1.0,2.0,4.0,2.0
1779,1.0,2.0,4.0,2.0
1780,1.0,2.0,4.0,2.0
1781,1.0,3.0,4.0,2.0
1782,1.0,3.0,6.0,3.0
1783,1.0,2.0,5.0,1.0
1784,1.0,1.0,4.0,1.0
1785,1.0,1.0,4.0,1.0
1786,1.0,1.0,4.0,1.0
1787,1.0,1.0,4.0,1.0
1788,1.0,2.0,4.0,2.0
1789,0.0,3.0,3.0,2.0
1790,0.0,2.0,3.0,1.0
1791,0.0,2.0,3.0,1.0
1792,0.0,0.0,3.0,1.0
1793,0.0,1.0,2.0,1.0
1794,0.0,1.0,1.0,1.0
1795,0.0,1.0,1.0,1.0
1796,2.0,1.0,1.0,1.0
1797,2.0,1.0,1.0,2.0
1798,2.0,1.0,2.0,3.0
1799,2.0,1.0,2.0,3.0
1800,2.0,1.0,2.0,3.0
1801,2.0,1.0,2.0,3.0
1802,2.0,1.0,2.0,4.0
1803,2.0,2.0,2.0,5.0
1804,2.0,2.0,2.0,5.0
1805,2.0,2.0,2.0,5.0
1806,3.0,2.0,2.0,5.0
1807,3.0,2.0,1.0,4.0
1808,3.0,1.0,1.0,4.0
1809,2.0,1.0,1.0,3.0
1810,2.0,1.0,0.0,4.0
1811,1.0,2.0,2.0,3.0
1812,1.0,2.0,2.0,3.0
1813,1.0,2.0,0.0,4.0
1814,2.0,3.0,0.0,3.0
1815,2.0,3.0,0.0,1.0
1816,0.0,2.0,1.0,0.0
1817,0.0,2.0,2.0,0.0
1818,0.0,0.0,2.0,0.0
1819,0.0,0.0,3.0,0.0
1820,1.0,0.0,3.0,0.0
1821,1.0,0.0,3.0,0.0
1822,1.0,0.0,3.0,0.0
1823,1.0,0.0,3.0,0.0
1824,1.0,0.0,3.0,0.0
1825,1.0,0.0,3.0,0.0
1826,1.0,0.0,4.0,0.0
1827,1.0,0.0,5.0,1.0
1828,1.0,0.0,5.0,1.0
1829,1.0,0.0,5.0,1.0
1830,2.0,0.0,5.0,1.0
1831,2.0,0.0,3.0,1.0
1832,1.0,1.0,2.0,2.0
1833,1.0,1.0,1.0,4.0
1834,2.0,1.0,2.0,3.0
1835,2.0,1.0,2.0,3.0
1836,1.0,0.0,1.0,1.0
1837,1.0,0.0,1.0,1.0
1838,1.0,0.0,0.0,0.0
1839,1.0,1.0,0.0,0.0
1840,1.0,1.0,0.0,0.0
1841,2.0,0.0,0.0,0.0
1842,2.0,0.0,0.0,0.0
1843,2.0,0.0,0.0,0.0
1844,2.0,0.0,0.0,0.0
1845,2.0,0.0,0.0,0.0
1846,2.0,0.0,0.0,0.0
1847,2.0,0.0,0.0,1.0
1848,2.0,0.0,0.0,1.0
1849,2.0,0.0,0.0,1.0
1850,2.0,0.0,0.0,1.0
1851,2.0,0.0,2.0,1.0
1852,2.0,1.0,3.0,2.0
1853,2.0,1.0,3.0,3.0
1854,3.0,1.0,3.0,4.0
1855,2.0,2.0,5.0,3.0
1856,1.0,2.0,5.0,3.0
1857,1.0,2.0,4.0,3.0
1858,1.0,1.0,3.0,3.0
1859,2.0,1.0,3.0,4.0
1860,2.0,1.0,3.0,4.0
1861,2.0,1.0,3.0,4.0
1862,2.0,0.0,2.0,3.0
1863,1.0,1.0,1.0,2.0
1864,1.0,1.0,1.0,2.0
1865,1.0,1.0,1.0,0.0
1866,0.0,1.0,1.0,1.0
1867,0.0,1.0,1.0,1.0
1868,0.0,1.0,1.0,1.0
1869,0.0,1.0,1.0,2.0
1870,0.0,1.0,1.0,2.0
1871,0.0,2.0,1.0,2.0
1872,0.0,2.0,1.0,2.0
1873,0.0,2.0,1.0,2.0
1874,1.0,2.0,1.0,2.0
1875,1.0,2.0,1.0,2.0
1876,1.0,2.0,1.0,2.0
1877,1.0,2.0,2.0,3.0
1878,1.0,2.0,3.0,3.0
1879,1.0,0.0,2.0,1.0
1880,1.0,0.0,2.0,1.0
1881,1.0,0.0,2.0,1.0
1882,1.0,1.0,3.0,1.0
1883,2.0,1.0,3.0,1.0
1884,3.0,0.0,3.0,1.0
1885,3.0,0.0,3.0,1.0
1886,1.0,0.0,2.0,0.0
1887,1.0,0.0,3.0,0.0
1888,1.0,0.0,3.0,1.0
1889,0.0,0.0,3.0,1.0
1890,0.0,0.0,1.0,0.0
1891,0.0,0.0,1.0,0.0
1892,0.0,0.0,2.0,0.0
1893,1.0,0.0,2.0,0.0
1894,1.0,0.0,2.0,0.0
1895,1.0,0.0,2.0,0.0
1896,1.0,0.0,4.0,0.0
1897,1.0,0.0,5.0,0.0
1898,1.0,0.0,5.0,0.0
1899,1.0,0.0,5.0,0.0
1900,2.0,0.0,5.0,0.0
1901,2.0,0.0,5.0,2.0
1902,2.0,1.0,5.0,2.0
1903,2.0,1.0,3.0,3.0
1904,2.0,1.0,3.0,3.0
1905,2.0,1.0,3.0,2.0
1906,1.0,1.0,3.0,3.0
1907,1.0,2.0,3.0,3.0
1908,2.0,2.0,1.0,4.0
1909,2.0,3.0,0.0,3.0
1910,3.0,2.0,0.0,3.0
1911,4.0,3.0,0.0,1.0
1912,2.0,2.0,0.0,0.0
1913,0.0,2.0,1.0,1.0
1914,0.0,0.0,2.0,1.0
1915,1.0,0.0,2.0,1.0
1916,1.0,1.0,2.0,1.0
1917,1.0,1.0,2.0,1.0
1918,2.0,1.0,2.0,1.0
1919,2.0,1.0,2.0,3.0
1920,2.0,1.0,2.0,3.0
1921,2.0,1.0,2.0,3.0
1922,2.0,1.0,4.0,3.0
1923,2.0,1.0,4.0,3.0
1924,2.0,1.0,4.0,3.0
1925,2.0,1.0,4.0,3.0
1926,3.0,1.0,6.0,3.0
1927,3.0,0.0,5.0,1.0
1928,2.0,0.0,4.0,1.0
1929,2.0,0.0,4.0,1.0
1930,2.0,1.0,5.0,2.0
1931,2.0,1.0,5.0,1.0
1932,2.0,1.0,3.0,1.0
1933,2.0,0.0,4.0,1.0
1934,1.0,0.0,3.0,1.0
1935,1.0,0.0,1.0,0.0
1936,0.0,1.0,0.0,0.0
1937,0.0,1.0,0.0,0.0
1938,0.0,1.0,0.0,0.0
1939,0.0,1.0,0.0,0.0
1940,0.0,1.0,1.0,0.0
1941,0.0,1.0,1.0,1.0
1942,0.0,1.0,1.0,2.0
1943,0.0,2.0,1.0,2.0
1944,0.0,3.0,1.0,2.0
1945,0.0,3.0,1.0,2.0
1946,0.0,4.0,2.0,2.0
1947,0.0,4.0,2.0,2.0
1948,1.0,5.0,2.0,2.0
1949,1.0,5.0,2.0,2.0
1950,1.0,5.0,2.0,2.0
1951,1.0,5.0,1.0,0.0
1952,1.0,4.0,1.0,0.0
1953,1.0,4.0,1.0,0.0
1954,1.0,4.0,1.0,0.0
1955,2.0,4.0,1.0,1.0
1956,3.0,4.0,0.0,2.0
1957,2.0,4.0,1.0,1.0
1958,1.0,4.0,1.0,2.0
1959,1.0,5.0,1.0,2.0
1960,0.0,3.0,1.0,1.0
1961,0.0,3.0,2.0,2.0
1962,0.0,2.0,1.0,1.0
1963,0.0,2.0,1.0,1.0
1964,0.0,2.0,1.0,1.0
1965,0.0,2.0,1.0,1.0
1966,1.0,3.0,1.0,1.0
1967,1.0,3.0,1.0,1.0
1968,1.0,3.0,1.0,1.0
1969,1.0,3.0,1.0,1.0
1970,1.0,3.0,1.0,1.0
1971,1.0,3.0,1.0,1.0
1972,1.0,3.0,1.0,1.0
1973,2.0,3.0,3.0,1.0
1974,2.0,3.0,3.0,1.0
1975,1.0,3.0,3.0,1.0
1976,1.0,4.0,3.0,1.0
1977,2.0,3.0,2.0,0.0
1978,2.0,4.0,2.0,0.0
1979,2.0,2.0,1.0,0.0
1980,3.0,2.0,1.0,1.0
1981,2.0,2.0,0.0,2.0
1982,2.0,3.0,1.0,2.0
1983,1.0,2.0,2.0,0.0
1984,1.0,3.0,2.0,0.0
1985,0.0,1.0,1.0,0.0
1986,0.0,1.0,1.0,0.0
1987,0.0,1.0,1.0,0.0
1988,1.0,1.0,1.0,0.0
1989,1.0,2.0,1.0,0.0
1990,1.0,2.0,1.0,0.0
1991,1.0,2.0,1.0,1.0
1992,1.0,2.0,1.0,1.0
1993,1.0,2.0,1.0,1.0
1994,1.0,2.0,2.0,1.0
1995,1.0,2.0,3.0,1.0
1996,2.0,2.0,3.0,1.0
1997,2.0,2.0,3.0,1.0
1998,2.0,2.0,3.0,1.0
1999,1.0,2.0,2.0,1.0
2000,1.0,2.0,1.0,1.0
2001,1.0,1.0,1.0,1.0
2002,1.0,3.0,1.0,1.0
2003,0.0,3.0,1.0,1.0
2004,0.0,3.0,2.0,1.0
2005,0.0,2.0,1.0,2.0
2006,0.0,2.0,1.0,3.0
2007,0.0,0.0,0.0,2.0
2008,0.0,0.0,0.0,1.0
2009,0.0,1.0,0.0,0.0
2010,0.0,1.0,0.0,0.0
2011,0.0,1.0,0.0,0.0
2012,1.0,1.0,1.0,0.0
2013,1.0,1.0,1.0,0.0
2014,1.0,1.0,1.0,1.0
2015,1.0,1.0,3.0,1.0
2016,1.0,1.0,3.0,1.0
2017,1.0,1.0,3.0,1.0
2018,1.0,1.0,3.0,1.0
2019,1.0,2.0,4.0,1.0
2020,2.0,3.0,6.0,1.0
2021,2.0,3.0,6.0,1.0
2022,2.0,3.0,7.0,1.0
2023,2.0,2.0,8.0,1.0
2024,1.0,3.0,7.0,2.0
2025,1.0,3.0,5.0,2.0
2026,2.0,4.0,5.0,2.0
2027,2.0,3.0,5.0,1.0
2028,1.0,2.0,4.0,1.0
2029,1.0,2.0,4.0,0.0
2030,1.0,1.0,3.0,0.0
2031,1.0,0.0,1.0,0.0
2032,0.0,1.0,1.0,1.0
2033,0.0,1.0,1.0,1.0
2034,0.0,2.0,1.0,0.0
2035,0.0,2.0,1.0,0.0
2036,0.0,3.0,2.0,1.0
2037,0.0,3.0,2.0,1.0
2038,0.0,3.0,2.0,1.0
2039,0.0,3.0,2.0,1.0
2040,0.0,3.0,2.0,1.0
2041,0.0,3.0,3.0,1.0
2042,0.0,3.0,4.0,1.0
2043,0.0,3.0,4.0,1.0
2044,0.0,3.0,4.0,1.0
2045,0.0,3.0,4.0,1.0
2046,0.0,3.0,4.0,1.0
2047,0.0,0.0,3.0,2.0
2048,0.0,0.0,3.0,2.0
2049,0.0,0.0,3.0,2.0
2050,0.0,0.0,3.0,1.0
2051,0.0,0.0,3.0,1.0
2052,0.0,0.0,3.0,0.0
2053,0.0,0.0,3.0,0.0
2054,0.0,1.0,3.0,0.0
2055,0.0,1.0,1.0,0.0
2056,0.0,1.0,1.0,0.0
2057,1.0,2.0,0.0,0.0
2058,1.0,2.0,0.0,0.0
2059,1.0,2.0,0.0,0.0
2060,1.0,2.0,0.0,0.0
2061,1.0,2.0,1.0,1.0
2062,2.0,2.0,2.0,1.0
2063,2.0,2.0,2.0,1.0
2064,2.0,3.0,2.0,1.0
2065,2.0,3.0,2.0,2.0
2066,2.0,3.0,2.0,2.0
2067,2.0,3.0,2.0,2.0
2068,2.0,3.0,2.0,3.0
2069,3.0,3.0,2.0,3.0
2070,3.0,4.0,2.0,3.0
2071,3.0,3.0,2.0,3.0
2072,1.0,2.0,2.0,3.0
2073,1.0,2.0,3.0,3.0
2074,1.0,2.0,1.0,4.0
2075,1.0,2.0,1.0,4.0
2076,0.0,3.0,0.0,4.0
2077,0.0,3.0,0.0,3.0
2078,1.0,1.0,0.0,2.0
2079,2.0,1.0,0.0,2.0
2080,1.0,2.0,0.0,2.0
2081,1.0,3.0,1.0,2.0
2082,0.0,2.0,1.0,3.0
2083,1.0,3.0,1.0,3.0
2084,1.0,3.0,1.0,3.0
2085,1.0,3.0,1.0,3.0
2086,1.0,4.0,1.0,3.0
2087,2.0,4.0,1.0,3.0
2088,2.0,4.0,1.0,4.0
2089,3.0,4.0,2.0,4.0
2090,3.0,4.0,2.0,4.0
2091,4.0,4.0,2.0,4.0
2092,4.0,5.0,3.0,4.0
2093,4.0,5.0,4.0,4.0
2094,4.0,5.0,4.0,4.0
2095,3.0,5.0,4.0,3.0
2096,3.0,5.0,5.0,3.0
2097,3.0,4.0,5.0,2.0
2098,3.0,6.0,5.0,1.0
2099,1.0,5.0,3.0,1.0
2100,1.0,5.0,3.0,1.0
2101,0.0,5.0,3.0,2.0
2102,0.0,4.0,4.0,2.0
2103,0.0,3.0,2.0,2.0
2104,0.0,4.0,1.0,1.0
2105,1.0,4.0,1.0,0.0
2106,1.0,3.0,1.0,0.0
2107,1.0,3.0,2.0,1.0
2108,1.0,3.0,2.0,1.0
2109,1.0,3.0,2.0,1.0
2110,1.0,3.0,2.0,1.0
2111,2.0,3.0,2.0,1.0
2112,2.0,4.0,3.0,1.0
2113,2.0,4.0,4.0,1.0
2114,2.0,4.0,4.0,2.0
2115,2.0,4.0,4.0,2.0
2116,2.0,4.0,4.0,2.0
2117,2.0,4.0,4.0,3.0
2118,2.0,4.0,5.0,3.0
2119,2.0,3.0,3.0,5.0
2120,1.0,1.0,3.0,4.0
2121,1.0,2.0,3.0,3.0
2122,0.0,2.0,3.0,3.0
2123,1.0,2.0,4.0,3.0
2124,2.0,1.0,4.0,2.0
2125,3.0,2.0,3.0,3.0
2126,3.0,2.0,3.0,4.0
2127,1.0,3.0,3.0,4.0
2128,0.0,1.0,2.0,5.0
2129,1.0,0.0,2.0,5.0
2130,1.0,1.0,2.0,4.0
2131,1.0,1.0,3.0,4.0
2132,1.0,1.0,3.0,5.0
2133,1.0,1.0,3.0,5.0
2134,2.0,1.0,3.0,5.0
2135,2.0,1.0,4.0,6.0
2136,2.0,1.0,6.0,6.0
2137,2.0,2.0,7.0,6.0
2138,2.0,2.0,8.0,6.0
2139,2.0,2.0,10.0,7.0
2140,2.0,2.0,10.0,8.0
2141,2.0,2.0,10.0,8.0
2142,2.0,2.0,10.0,8.0
2143,0.0,1.0,8.0,5.0
2144,0.0,1.0,7.0,5.0
2145,0.0,1.0,7.0,5.0
2146,0.0,1.0,9.0,5.0
2147,0.0,2.0,9.0,5.0
2148,0.0,2.0,9.0,5.0
2149,0.0,2.0,9.0,5.0
2150,0.0,1.0,9.0,5.0
2151,0.0,0.0,9.0,2.0
2152,0.0,0.0,7.0,2.0
2153,0.0,0.0,6.0,2.0
2154,0.0,0.0,4.0,1.0
2155,0.0,1.0,4.0,2.0
2156,0.0,1.0,4.0,2.0
2157,0.0,1.0,4.0,3.0
2158,0.0,1.0,5.0,3.0
2159,0.0,1.0,5.0,3.0
2160,0.0,1.0,5.0,3.0
2161,0.0,1.0,5.0,3.0
2162,0.0,2.0,5.0,3.0
2163,0.0,2.0,5.0,3.0
2164,0.0,2.0,5.0,3.0
2165,0.0,2.0,5.0,4.0
2166,0.0,4.0,5.0,4.0
2167,0.0,3.0,2.0,4.0
2168,0.0,3.0,2.0,3.0
2169,0.0,3.0,3.0,3.0
2170,0.0,3.0,3.0,3.0
2171,0.0,2.0,3.0,4.0
2172,0.0,2.0,3.0,4.0
2173,0.0,2.0,4.0,4.0
2174,0.0,2.0,4.0,5.0
2175,1.0,2.0,3.0,4.0
2176,1.0,2.0,0.0,3.0
2177,1.0,0.0,1.0,0.0
2178,0.0,0.0,1.0,0.0
2179,0.0,0.0,2.0,1.0
2180,0.0,1.0,4.0,1.0
2181,0.0,1.0,5.0,1.0
2182,0.0,1.0,5.0,1.0
2183,0.0,2.0,5.0,1.0
2184,0.0,2.0,5.0,1.0
2185,0.0,2.0,5.0,1.0
2186,0.0,2.0,6.0,2.0
2187,0.0,4.0,6.0,2.0
2188,0.0,5.0,6.0,2.0
2189,0.0,6.0,7.0,2.0
2190,0.0,6.0,7.0,2.0
2191,1.0,5.0,7.0,4.0
2192,1.0,5.0,5.0,4.0
2193,1.0,6.0,5.0,4.0
2194,1.0,6.0,5.0,3.0
2195,1.0,5.0,5.0,4.0
2196,0.0,5.0,5.0,3.0
2197,0.0,4.0,5.0,3.0
2198,0.0,2.0,4.0,2.0
2199,0.0,1.0,2.0,1.0
2200,0.0,0.0,0.0,1.0
2201,2.0,0.0,0.0,1.0
2202,2.0,0.0,1.0,1.0
2203,2.0,0.0,1.0,1.0
2204,2.0,1.0,1.0,1.0
2205,2.0,1.0,1.0,2.0
2206,2.0,1.0,1.0,2.0
2207,2.0,1.0,2.0,2.0
2208,2.0,1.0,3.0,3.0
2209,2.0,1.0,3.0,4.0
2210,2.0,1.0,4.0,4.0
2211,2.0,1.0,5.0,4.0
2212,3.0,1.0,6.0,4.0
2213,3.0,1.0,6.0,4.0
2214,4.0,1.0,6.0,4.0
2215,4.0,1.0,7.0,2.0
2216,5.0,0.0,7.0,4.0
2217,3.0,0.0,7.0,4.0
2218,3.0,0.0,7.0,3.0
2219,2.0,0.0,7.0,3.0
2220,2.0,0.0,5.0,4.0
2221,2.0,0.0,5.0,3.0
2222,2.0,0.0,4.0,1.0
2223,2.0,0.0,4.0,0.0
2224,2.0,0.0,1.0,0.0
2225,3.0,0.0,1.0,0.0
2226,1.0,0.0,0.0,1.0
2227,2.0,0.0,0.0,1.0
2228,2.0,0.0,0.0,1.0
2229,2.0,0.0,0.0,1.0
2230,2.0,0.0,0.0,2.0
2231,2.0,0.0,0.0,3.0
2232,2.0,0.0,0.0,3.0
2233,3.0,1.0,0.0,3.0
2234,3.0,1.0,0.0,3.0
2235,3.0,1.0,1.0,3.0
2236,3.0,1.0,2.0,3.0
2237,3.0,1.0,3.0,4.0
2238,3.0,1.0,4.0,4.0
2239,3.0,1.0,4.0,2.0
2240,2.0,1.0,5.0,2.0
2241,1.0,1.0,5.0,2.0
2242,1.0,1.0,5.0,1.0
2243,1.0,1.0,6.0,1.0
2244,1.0,0.0,6.0,1.0
2245,1.0,0.0,5.0,0.0
2246,1.0,0.0,4.0,0.0
2247,1.0,0.0,3.0,0.0
2248,0.0,0.0,3.0,0.0
2249,0.0,0.0,4.0,0.0
2250,0.0,0.0,1.0,0.0
2251,0.0,0.0,1.0,1.0
2252,1.0,0.0,1.0,1.0
