,db_100,db_101,db_102,db_103
770,2.0,1.0,0.0,3.0
771,2.0,3.0,1.0,4.0
772,2.0,3.0,1.0,4.0
773,3.0,3.0,1.0,4.0
774,3.0,5.0,1.0,4.0
775,3.0,5.0,2.0,4.0
776,1.0,5.0,2.0,2.0
777,2.0,5.0,2.0,2.0
778,2.0,6.0,1.0,3.0
779,2.0,6.0,1.0,3.0
780,0.0,5.0,1.0,2.0
781,0.0,5.0,1.0,2.0
782,1.0,3.0,0.0,1.0
783,1.0,2.0,0.0,0.0
784,1.0,0.0,0.0,1.0
785,2.0,0.0,0.0,1.0
786,2.0,0.0,0.0,1.0
787,3.0,0.0,1.0,1.0
788,3.0,0.0,1.0,1.0
789,3.0,1.0,1.0,2.0
790,4.0,1.0,1.0,3.0
791,4.0,1.0,1.0,3.0
792,4.0,1.0,2.0,3.0
793,4.0,1.0,2.0,4.0
794,4.0,1.0,2.0,4.0
795,4.0,1.0,2.0,4.0
796,4.0,1.0,2.0,4.0
797,4.0,1.0,2.0,4.0
798,4.0,1.0,3.0,5.0
799,2.0,1.0,4.0,4.0
800,0.0,0.0,2.0,4.0
801,0.0,0.0,2.0,4.0
802,0.0,0.0,1.0,4.0
803,0.0,0.0,2.0,3.0
804,0.0,0.0,3.0,2.0
805,0.0,0.0,3.0,2.0
806,1.0,0.0,2.0,1.0
807,1.0,0.0,2.0,1.0
808,0.0,0.0,0.0,2.0
809,1.0,0.0,1.0,2.0
810,1.0,0.0,1.0,1.0
811,2.0,0.0,2.0,1.0
812,2.0,0.0,2.0,1.0
813,2.0,0.0,3.0,1.0
814,2.0,1.0,3.0,2.0
815,2.0,1.0,3.0,2.0
816,2.0,1.0,3.0,2.0
817,2.0,1.0,3.0,2.0
818,2.0,1.0,3.0,2.0
819,2.0,1.0,3.0,2.0
820,2.0,1.0,3.0,3.0
821,2.0,1.0,3.0,3.0
822,2.0,1.0,3.0,3.0
823,2.0,3.0,1.0,1.0
824,2.0,2.0,0.0,1.0
825,3.0,0.0,0.0,1.0
826,1.0,0.0,0.0,1.0
827,1.0,0.0,0.0,1.0
828,0.0,0.0,0.0,1.0
829,0.0,0.0,0.0,1.0
830,0.0,0.0,1.0,0.0
831,0.0,1.0,1.0,0.0
832,0.0,1.0,1.0,0.0
833,0.0,1.0,0.0,0.0
834,0.0,0.0,0.0,0.0
835,0.0,1.0,0.0,0.0
836,0.0,2.0,0.0,1.0
837,0.0,2.0,1.0,1.0
838,0.0,2.0,1.0,2.0
839,0.0,2.0,1.0,2.0
840,0.0,2.0,1.0,2.0
841,0.0,2.0,1.0,2.0
842,0.0,2.0,2.0,2.0
843,0.0,2.0,2.0,3.0
844,0.0,2.0,2.0,3.0
845,0.0,3.0,3.0,3.0
846,0.0,3.0,3.0,3.0
847,0.0,2.0,4.0,1.0
848,0.0,1.0,4.0,1.0
849,1.0,1.0,4.0,1.0
850,1.0,1.0,4.0,1.0
851,0.0,1.0,2.0,2.0
852,0.0,1.0,2.0,2.0
853,1.0,1.0,2.0,2.0
854,2.0,1.0,1.0,1.0
855,1.0,1.0,1.0,0.0
856,1.0,1.0,1.0,0.0
857,0.0,0.0,0.0,1.0
858,0.0,1.0,0.0,2.0
859,0.0,1.0,0.0,2.0
860,0.0,1.0,0.0,3.0
861,0.0,1.0,2.0,3.0
862,0.0,1.0,3.0,3.0
863,0.0,3.0,3.0,4.0
864,0.0,3.0,4.0,4.0
865,1.0,4.0,4.0,4.0
866,1.0,4.0,4.0,4.0
867,1.0,4.0,5.0,4.0
868,1.0,4.0,5.0,5.0
869,1.0,4.0,5.0,5.0
870,2.0,4.0,5.0,5.0
871,1.0,4.0,4.0,3.0
872,1.0,4.0,3.0,2.0
873,2.0,2.0,3.0,3.0
874,2.0,1.0,3.0,2.0
875,2.0,1.0,2.0,2.0
876,2.0,0.0,4.0,2.0
877,2.0,0.0,3.0,2.0
878,2.0,1.0,3.0,2.0
879,2.0,1.0,1.0,1.0
880,2.0,1.0,2.0,2.0
881,0.0,0.0,2.0,2.0
882,0.0,0.0,2.0,1.0
883,0.0,0.0,2.0,1.0
884,0.0,0.0,2.0,1.0
885,0.0,0.0,2.0,1.0
886,0.0,1.0,2.0,1.0
887,0.0,1.0,2.0,1.0
888,0.0,2.0,2.0,1.0
889,0.0,2.0,5.0,1.0
890,0.0,2.0,5.0,1.0
891,0.0,3.0,5.0,1.0
892,0.0,3.0,5.0,2.0
893,0.0,3.0,5.0,2.0
894,1.0,3.0,5.0,2.0
895,1.0,3.0,6.0,1.0
896,1.0,2.0,4.0,1.0
897,1.0,2.0,4.0,1.0
898,1.0,2.0,4.0,2.0
899,1.0,1.0,4.0,3.0
900,2.0,1.0,3.0,2.0
901,2.0,1.0,2.0,2.0
902,2.0,1.0,1.0,1.0
903,1.0,0.0,1.0,1.0
904,1.0,0.0,1.0,0.0
905,0.0,0.0,1.0,0.0
906,0.0,1.0,0.0,0.0
907,0.0,1.0,0.0,0.0
908,0.0,1.0,1.0,0.0
909,0.0,1.0,1.0,1.0
910,0.0,2.0,1.0,1.0
911,1.0,3.0,1.0,1.0
912,1.0,3.0,1.0,1.0
913,1.0,3.0,1.0,1.0
914,2.0,3.0,1.0,1.0
915,2.0,3.0,1.0,1.0
916,2.0,3.0,1.0,1.0
917,2.0,3.0,1.0,1.0
918,2.0,3.0,1.0,1.0
919,2.0,2.0,0.0,0.0
920,2.0,1.0,1.0,0.0
921,2.0,1.0,1.0,0.0
922,1.0,0.0,1.0,0.0
923,1.0,0.0,2.0,0.0
924,0.0,1.0,2.0,0.0
925,0.0,1.0,1.0,0.0
926,1.0,1.0,0.0,0.0
927,1.0,0.0,0.0,1.0
928,1.0,0.0,0.0,1.0
929,1.0,0.0,0.0,0.0
930,0.0,0.0,0.0,1.0
931,0.0,0.0,0.0,1.0
932,0.0,0.0,0.0,1.0
933,0.0,0.0,0.0,2.0
934,0.0,0.0,0.0,2.0
935,0.0,0.0,0.0,2.0
936,0.0,0.0,0.0,2.0
937,0.0,0.0,2.0,2.0
938,0.0,0.0,2.0,2.0
939,1.0,0.0,2.0,2.0
940,1.0,0.0,2.0,2.0
941,1.0,0.0,2.0,2.0
942,1.0,1.0,2.0,2.0
943,1.0,1.0,2.0,2.0
944,1.0,1.0,2.0,2.0
945,1.0,1.0,2.0,1.0
946,2.0,1.0,2.0,1.0
947,1.0,1.0,1.0,0.0
948,0.0,1.0,1.0,0.0
949,0.0,1.0,1.0,0.0
950,3.0,1.0,0.0,0.0
951,3.0,0.0,0.0,0.0
952,3.0,0.0,2.0,0.0
953,1.0,0.0,2.0,0.0
954,1.0,0.0,1.0,1.0
955,1.0,0.0,1.0,1.0
956,1.0,0.0,1.0,1.0
957,1.0,1.0,2.0,1.0
958,2.0,1.0,2.0,1.0
959,3.0,1.0,2.0,2.0
960,3.0,1.0,2.0,2.0
961,3.0,2.0,2.0,4.0
962,4.0,3.0,2.0,4.0
963,4.0,3.0,2.0,4.0
964,4.0,3.0,2.0,4.0
965,4.0,3.0,2.0,5.0
966,4.0,3.0,2.0,5.0
967,3.0,3.0,0.0,5.0
968,3.0,2.0,0.0,4.0
969,3.0,2.0,0.0,3.0
970,3.0,3.0,0.0,3.0
971,3.0,3.0,0.0,3.0
972,3.0,0.0,1.0,3.0
973,1.0,0.0,1.0,2.0
974,1.0,0.0,1.0,2.0
975,1.0,1.0,0.0,2.0
976,1.0,1.0,0.0,0.0
977,0.0,0.0,0.0,0.0
978,0.0,0.0,1.0,0.0
979,0.0,1.0,1.0,0.0
980,0.0,2.0,1.0,0.0
981,0.0,3.0,1.0,0.0
982,2.0,3.0,1.0,0.0
983,2.0,3.0,1.0,1.0
984,2.0,4.0,1.0,1.0
985,2.0,4.0,1.0,1.0
986,2.0,4.0,1.0,1.0
987,2.0,4.0,1.0,1.0
988,2.0,4.0,3.0,2.0
989,2.0,4.0,3.0,2.0
990,2.0,5.0,4.0,2.0
991,1.0,4.0,5.0,2.0
992,1.0,2.0,4.0,1.0
993,0.0,1.0,4.0,1.0
994,0.0,1.0,3.0,1.0
995,1.0,1.0,3.0,1.0
996,1.0,2.0,3.0,1.0
997,0.0,2.0,3.0,2.0
998,1.0,2.0,3.0,2.0
999,1.0,2.0,3.0,2.0
1000,1.0,1.0,3.0,2.0
1001,0.0,0.0,2.0,1.0
1002,0.0,0.0,2.0,0.0
1003,0.0,0.0,2.0,0.0
1004,0.0,0.0,2.0,0.0
1005,1.0,0.0,2.0,0.0
1006,1.0,1.0,2.0,0.0
1007,2.0,2.0,2.0,0.0
1008,2.0,4.0,2.0,0.0
1009,2.0,4.0,2.0,1.0
1010,2.0,4.0,3.0,1.0
1011,2.0,4.0,3.0,1.0
1012,2.0,5.0,3.0,1.0
1013,2.0,5.0,3.0,1.0
1014,2.0,5.0,3.0,1.0
1015,0.0,5.0,2.0,2.0
1016,0.0,5.0,1.0,2.0
1017,0.0,4.0,1.0,2.0
1018,0.0,4.0,1.0,1.0
1019,1.0,4.0,1.0,1.0
1020,1.0,4.0,2.0,1.0
1021,1.0,2.0,2.0,0.0
1022,1.0,1.0,2.0,0.0
1023,1.0,1.0,1.0,0.0
1024,2.0,2.0,1.0,0.0
1025,1.0,2.0,0.0,0.0
1026,0.0,3.0,0.0,0.0
1027,0.0,3.0,0.0,0.0
1028,0.0,3.0,1.0,0.0
1029,0.0,3.0,1.0,0.0
1030,0.0,3.0,1.0,0.0
1031,0.0,3.0,1.0,0.0
1032,0.0,5.0,1.0,0.0
1033,0.0,5.0,1.0,0.0
1034,0.0,5.0,1.0,0.0
1035,0.0,6.0,1.0,1.0
1036,0.0,6.0,1.0,1.0
1037,0.0,7.0,1.0,2.0
1038,0.0,7.0,1.0,3.0
1039,0.0,6.0,1.0,4.0
1040,2.0,6.0,1.0,5.0
1041,2.0,5.0,1.0,4.0
1042,1.0,5.0,1.0,3.0
1043,0.0,5.0,2.0,3.0
1044,0.0,5.0,3.0,3.0
1045,0.0,4.0,3.0,3.0
1046,0.0,3.0,2.0,4.0
1047,0.0,3.0,0.0,1.0
1048,0.0,2.0,1.0,2.0
1049,1.0,1.0,1.0,1.0
1050,1.0,0.0,1.0,1.0
1051,1.0,0.0,1.0,1.0
1052,1.0,0.0,1.0,1.0
1053,3.0,0.0,1.0,1.0
1054,3.0,0.0,1.0,1.0
1055,3.0,1.0,2.0,2.0
1056,3.0,2.0,2.0,2.0
1057,3.0,2.0,2.0,2.0
1058,3.0,2.0,2.0,2.0
1059,3.0,2.0,2.0,2.0
1060,3.0,2.0,2.0,2.0
1061,3.0,2.0,2.0,2.0
1062,4.0,2.0,2.0,2.0
1063,2.0,3.0,2.0,1.0
1064,2.0,1.0,2.0,1.0
1065,1.0,0.0,1.0,1.0
1066,1.0,0.0,1.0,1.0
1067,1.0,0.0,1.0,0.0
1068,1.0,0.0,0.0,0.0
1069,2.0,0.0,1.0,0.0
1070,2.0,0.0,1.0,0.0
1071,1.0,0.0,2.0,0.0
1072,0.0,1.0,1.0,0.0
1073,1.0,1.0,1.0,0.0
1074,1.0,1.0,1.0,0.0
1075,1.0,1.0,1.0,1.0
1076,1.0,1.0,1.0,1.0
1077,1.0,1.0,1.0,1.0
1078,1.0,1.0,1.0,1.0
1079,1.0,2.0,1.0,2.0
1080,1.0,2.0,1.0,2.0
1081,1.0,2.0,1.0,2.0
1082,1.0,2.0,1.0,2.0
1083,1.0,2.0,1.0,2.0
1084,1.0,2.0,1.0,2.0
1085,1.0,2.0,1.0,2.0
1086,1.0,2.0,1.0,2.0
1087,0.0,1.0,0.0,2.0
1088,0.0,0.0,0.0,1.0
1089,0.0,0.0,0.0,0.0
1090,0.0,0.0,0.0,0.0
1091,0.0,0.0,0.0,0.0
1092,0.0,0.0,0.0,0.0
1093,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,0.0
1095,0.0,0.0,0.0,0.0
1096,0.0,0.0,0.0,0.0
1097,0.0,0.0,0.0,0.0
1098,0.0,0.0,0.0,0.0
1099,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0
1102,0.0,0.0,0.0,0.0
1103,0.0,0.0,0.0,0.0
1104,0.0,0.0,0.0,0.0
1105,0.0,0.0,0.0,0.0
1106,0.0,0.0,0.0,0.0
1107,0.0,0.0,0.0,0.0
1108,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0
1112,0.0,0.0,0.0,0.0
1113,0.0,0.0,0.0,0.0
1114,0.0,0.0,0.0,0.0
1115,0.0,0.0,0.0,0.0
1116,0.0,0.0,0.0,0.0
1117,0.0,0.0,0.0,0.0
1118,0.0,0.0,0.0,0.0
1119,0.0,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0
1121,0.0,0.0,0.0,0.0
1122,0.0,0.0,0.0,0.0
1123,0.0,0.0,0.0,0.0
1124,0.0,0.0,0.0,0.0
1125,0.0,0.0,0.0,0.0
1126,0.0,0.0,0.0,0.0
1127,0.0,0.0,0.0,0.0
1128,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0
1132,0.0,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0
1137,0.0,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0
1139,0.0,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0
1141,0.0,0.0,0.0,0.0
1142,0.0,0.0,0.0,0.0
1143,0.0,0.0,0.0,0.0
1144,0.0,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0
1146,0.0,0.0,0.0,0.0
1147,0.0,0.0,0.0,0.0
1148,0.0,0.0,0.0,0.0
1149,0.0,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0
1152,0.0,0.0,0.0,0.0
1153,0.0,0.0,0.0,0.0
1154,0.0,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0
1156,0.0,0.0,0.0,0.0
1157,0.0,0.0,0.0,0.0
1158,0.0,0.0,0.0,0.0
1159,0.0,0.0,0.0,0.0
1160,0.0,0.0,0.0,0.0
1161,0.0,0.0,0.0,0.0
1162,0.0,0.0,0.0,0.0
1163,0.0,0.0,0.0,0.0
1164,0.0,0.0,0.0,0.0
1165,0.0,0.0,0.0,0.0
1166,0.0,0.0,0.0,0.0
1167,0.0,0.0,0.0,0.0
1168,0.0,0.0,0.0,0.0
1169,0.0,0.0,0.0,0.0
1170,0.0,0.0,0.0,0.0
1171,0.0,0.0,0.0,0.0
1172,0.0,0.0,0.0,0.0
1173,0.0,0.0,0.0,0.0
1174,0.0,0.0,0.0,0.0
1175,0.0,0.0,0.0,0.0
1176,1.0,0.0,1.0,0.0
1177,1.0,0.0,1.0,0.0
1178,1.0,1.0,1.0,0.0
1179,1.0,1.0,2.0,0.0
1180,1.0,1.0,2.0,0.0
1181,2.0,1.0,3.0,0.0
1182,2.0,1.0,3.0,0.0
1183,1.0,1.0,2.0,1.0
1184,1.0,0.0,1.0,2.0
1185,0.0,1.0,1.0,1.0
1186,2.0,1.0,1.0,3.0
1187,2.0,2.0,1.0,4.0
1188,4.0,2.0,2.0,4.0
1189,2.0,2.0,2.0,3.0
1190,1.0,1.0,2.0,3.0
1191,0.0,1.0,1.0,3.0
1192,0.0,3.0,2.0,2.0
1193,0.0,2.0,2.0,1.0
1194,0.0,2.0,1.0,3.0
1195,0.0,3.0,1.0,4.0
1196,1.0,4.0,1.0,5.0
1197,1.0,4.0,1.0,5.0
1198,1.0,4.0,1.0,5.0
1199,1.0,4.0,2.0,5.0
1200,1.0,4.0,2.0,5.0
1201,1.0,4.0,3.0,5.0
1202,1.0,5.0,5.0,5.0
1203,1.0,5.0,5.0,5.0
1204,1.0,6.0,5.0,5.0
1205,1.0,7.0,5.0,7.0
1206,2.0,8.0,5.0,7.0
1207,2.0,7.0,5.0,5.0
1208,2.0,6.0,6.0,5.0
1209,2.0,6.0,7.0,5.0
1210,1.0,6.0,6.0,5.0
1211,1.0,5.0,6.0,5.0
1212,1.0,5.0,6.0,6.0
1213,1.0,5.0,6.0,5.0
1214,3.0,4.0,6.0,6.0
1215,4.0,4.0,5.0,6.0
1216,4.0,3.0,3.0,5.0
1217,4.0,2.0,2.0,3.0
1218,3.0,1.0,1.0,2.0
1219,3.0,2.0,1.0,4.0
1220,5.0,3.0,1.0,4.0
1221,5.0,4.0,1.0,4.0
1222,6.0,5.0,1.0,4.0
1223,6.0,6.0,1.0,5.0
1224,7.0,7.0,1.0,6.0
1225,7.0,8.0,1.0,6.0
1226,7.0,8.0,1.0,6.0
1227,7.0,9.0,1.0,7.0
1228,7.0,9.0,1.0,8.0
1229,8.0,10.0,1.0,9.0
1230,9.0,10.0,1.0,9.0
1231,9.0,8.0,1.0,8.0
1232,9.0,8.0,2.0,8.0
1233,8.0,8.0,2.0,9.0
1234,8.0,8.0,2.0,9.0
1235,7.0,8.0,1.0,9.0
1236,7.0,8.0,1.0,9.0
1237,7.0,9.0,2.0,10.0
1238,6.0,10.0,1.0,6.0
1239,5.0,9.0,1.0,6.0
1240,3.0,8.0,1.0,5.0
1241,2.0,8.0,1.0,4.0
1242,1.0,8.0,1.0,5.0
1243,2.0,8.0,1.0,5.0
1244,3.0,8.0,1.0,5.0
1245,3.0,9.0,1.0,5.0
1246,3.0,10.0,2.0,5.0
1247,3.0,10.0,3.0,8.0
1248,3.0,10.0,4.0,8.0
1249,4.0,10.0,4.0,8.0
1250,5.0,10.0,4.0,8.0
1251,5.0,10.0,4.0,8.0
1252,5.0,10.0,4.0,8.0
1253,5.0,10.0,5.0,8.0
1254,5.0,10.0,7.0,8.0
1255,5.0,8.0,7.0,8.0
1256,5.0,8.0,7.0,8.0
1257,4.0,8.0,6.0,7.0
1258,5.0,8.0,8.0,7.0
1259,5.0,8.0,8.0,8.0
1260,5.0,8.0,8.0,9.0
1261,5.0,8.0,8.0,9.0
1262,4.0,7.0,7.0,8.0
1263,3.0,6.0,5.0,10.0
1264,2.0,5.0,4.0,8.0
1265,2.0,3.0,4.0,5.0
1266,1.0,2.0,3.0,4.0
1267,1.0,2.0,3.0,4.0
1268,1.0,5.0,3.0,4.0
1269,1.0,5.0,4.0,5.0
1270,2.0,6.0,4.0,6.0
1271,2.0,6.0,5.0,6.0
1272,2.0,6.0,6.0,6.0
1273,2.0,6.0,7.0,7.0
1274,2.0,6.0,7.0,10.0
1275,3.0,6.0,7.0,11.0
1276,3.0,7.0,8.0,11.0
1277,4.0,7.0,8.0,12.0
1278,4.0,8.0,8.0,12.0
1279,4.0,8.0,7.0,10.0
1280,6.0,7.0,7.0,11.0
1281,6.0,7.0,7.0,11.0
1282,6.0,7.0,7.0,12.0
1283,8.0,8.0,8.0,12.0
1284,8.0,8.0,8.0,13.0
1285,7.0,8.0,6.0,14.0
1286,6.0,9.0,7.0,14.0
1287,2.0,8.0,5.0,15.0
1288,2.0,6.0,4.0,14.0
1289,2.0,6.0,3.0,12.0
1290,2.0,5.0,4.0,12.0
1291,2.0,5.0,4.0,12.0
1292,3.0,5.0,5.0,12.0
1293,3.0,6.0,5.0,12.0
1294,4.0,6.0,5.0,12.0
1295,4.0,6.0,6.0,12.0
1296,5.0,6.0,7.0,12.0
1297,6.0,6.0,7.0,12.0
1298,6.0,6.0,7.0,12.0
1299,7.0,7.0,7.0,12.0
1300,7.0,7.0,7.0,12.0
1301,7.0,8.0,7.0,12.0
1302,7.0,8.0,7.0,13.0
1303,6.0,7.0,7.0,13.0
1304,6.0,6.0,8.0,12.0
1305,6.0,6.0,7.0,14.0
1306,6.0,6.0,7.0,14.0
1307,7.0,6.0,7.0,15.0
1308,7.0,6.0,7.0,15.0
1309,7.0,6.0,8.0,14.0
1310,7.0,7.0,8.0,13.0
1311,3.0,4.0,6.0,11.0
1312,3.0,4.0,5.0,10.0
1313,1.0,2.0,5.0,8.0
1314,1.0,0.0,3.0,7.0
1315,1.0,0.0,4.0,7.0
1316,1.0,0.0,4.0,8.0
1317,1.0,0.0,4.0,9.0
1318,1.0,0.0,4.0,9.0
1319,2.0,0.0,4.0,10.0
1320,2.0,0.0,4.0,10.0
1321,2.0,0.0,4.0,10.0
1322,3.0,0.0,4.0,10.0
1323,3.0,1.0,4.0,10.0
1324,5.0,1.0,4.0,10.0
1325,5.0,2.0,4.0,10.0
1326,5.0,2.0,5.0,10.0
1327,5.0,3.0,4.0,10.0
1328,5.0,3.0,2.0,9.0
1329,6.0,4.0,2.0,9.0
1330,6.0,4.0,2.0,10.0
1331,6.0,4.0,2.0,10.0
1332,6.0,4.0,2.0,10.0
1333,5.0,4.0,2.0,9.0
1334,4.0,4.0,2.0,7.0
1335,4.0,3.0,1.0,6.0
1336,3.0,3.0,0.0,3.0
1337,2.0,1.0,0.0,3.0
1338,2.0,2.0,0.0,2.0
1339,3.0,2.0,0.0,2.0
1340,4.0,2.0,0.0,2.0
1341,4.0,2.0,0.0,2.0
1342,5.0,2.0,0.0,2.0
1343,5.0,2.0,1.0,2.0
1344,5.0,2.0,1.0,3.0
1345,5.0,3.0,1.0,3.0
1346,5.0,3.0,1.0,3.0
1347,5.0,3.0,2.0,3.0
1348,5.0,3.0,2.0,4.0
1349,5.0,3.0,3.0,4.0
1350,5.0,3.0,3.0,4.0
1351,5.0,2.0,3.0,4.0
1352,4.0,2.0,3.0,4.0
1353,4.0,2.0,3.0,5.0
1354,4.0,2.0,3.0,5.0
1355,4.0,2.0,4.0,5.0
1356,4.0,2.0,4.0,5.0
1357,3.0,1.0,5.0,5.0
1358,1.0,1.0,5.0,5.0
1359,1.0,2.0,5.0,4.0
1360,1.0,2.0,4.0,4.0
1361,1.0,2.0,4.0,3.0
1362,2.0,1.0,4.0,1.0
1363,2.0,1.0,4.0,2.0
1364,3.0,1.0,4.0,3.0
1365,3.0,2.0,4.0,4.0
1366,4.0,2.0,4.0,4.0
1367,4.0,3.0,4.0,5.0
1368,5.0,3.0,4.0,5.0
1369,5.0,3.0,5.0,5.0
1370,5.0,3.0,5.0,5.0
1371,5.0,4.0,5.0,6.0
1372,6.0,4.0,5.0,6.0
1373,6.0,4.0,5.0,6.0
1374,6.0,4.0,6.0,6.0
1375,5.0,3.0,4.0,7.0
1376,5.0,3.0,4.0,7.0
1377,5.0,3.0,4.0,7.0
1378,6.0,3.0,4.0,6.0
1379,8.0,3.0,4.0,6.0
1380,8.0,3.0,4.0,6.0
1381,8.0,3.0,3.0,6.0
1382,6.0,3.0,3.0,6.0
1383,5.0,2.0,3.0,4.0
1384,4.0,2.0,3.0,4.0
1385,2.0,1.0,3.0,4.0
1386,2.0,1.0,2.0,2.0
1387,2.0,1.0,2.0,2.0
1388,2.0,1.0,3.0,2.0
1389,2.0,1.0,3.0,4.0
1390,2.0,1.0,3.0,4.0
1391,2.0,1.0,5.0,4.0
1392,2.0,1.0,5.0,5.0
1393,3.0,1.0,5.0,5.0
1394,3.0,1.0,6.0,6.0
1395,3.0,1.0,6.0,6.0
1396,3.0,1.0,6.0,7.0
1397,3.0,1.0,6.0,8.0
1398,3.0,1.0,6.0,8.0
1399,3.0,1.0,6.0,7.0
1400,3.0,0.0,6.0,6.0
1401,3.0,0.0,5.0,6.0
1402,2.0,2.0,5.0,6.0
1403,2.0,2.0,5.0,7.0
1404,1.0,3.0,6.0,7.0
1405,1.0,3.0,5.0,6.0
1406,1.0,1.0,5.0,6.0
1407,1.0,0.0,5.0,5.0
1408,2.0,0.0,5.0,4.0
1409,2.0,0.0,4.0,2.0
1410,2.0,0.0,3.0,2.0
1411,2.0,1.0,5.0,2.0
1412,2.0,1.0,6.0,2.0
1413,3.0,1.0,6.0,2.0
1414,3.0,1.0,7.0,2.0
1415,3.0,1.0,7.0,2.0
1416,4.0,1.0,7.0,2.0
1417,4.0,1.0,7.0,3.0
1418,5.0,1.0,7.0,3.0
1419,6.0,1.0,7.0,3.0
1420,6.0,1.0,7.0,3.0
1421,6.0,1.0,7.0,3.0
1422,6.0,1.0,8.0,3.0
1423,6.0,1.0,6.0,3.0
1424,5.0,1.0,6.0,3.0
1425,5.0,1.0,6.0,3.0
1426,5.0,0.0,6.0,3.0
1427,5.0,0.0,6.0,3.0
1428,4.0,1.0,6.0,3.0
1429,4.0,1.0,6.0,2.0
1430,4.0,1.0,6.0,2.0
1431,4.0,0.0,5.0,2.0
1432,4.0,0.0,2.0,2.0
1433,4.0,0.0,1.0,3.0
1434,4.0,0.0,0.0,1.0
1435,4.0,0.0,0.0,1.0
1436,4.0,0.0,0.0,2.0
1437,4.0,1.0,0.0,2.0
1438,4.0,1.0,0.0,2.0
1439,4.0,2.0,0.0,2.0
1440,4.0,2.0,0.0,2.0
1441,4.0,2.0,0.0,2.0
1442,5.0,2.0,0.0,2.0
1443,5.0,2.0,0.0,2.0
1444,5.0,2.0,0.0,2.0
1445,5.0,2.0,0.0,2.0
1446,5.0,2.0,0.0,2.0
1447,6.0,2.0,0.0,2.0
1448,5.0,2.0,1.0,1.0
1449,5.0,3.0,1.0,1.0
1450,4.0,3.0,1.0,1.0
1451,4.0,3.0,0.0,1.0
1452,4.0,1.0,0.0,1.0
1453,4.0,1.0,1.0,1.0
1454,3.0,1.0,1.0,2.0
1455,1.0,1.0,1.0,2.0
1456,1.0,1.0,1.0,2.0
1457,1.0,0.0,1.0,1.0
1458,1.0,0.0,2.0,2.0
1459,1.0,0.0,3.0,3.0
1460,1.0,0.0,3.0,3.0
1461,1.0,1.0,3.0,3.0
1462,2.0,1.0,3.0,3.0
1463,2.0,1.0,3.0,3.0
1464,2.0,1.0,3.0,3.0
1465,2.0,1.0,3.0,4.0
1466,2.0,2.0,3.0,4.0
1467,2.0,2.0,3.0,4.0
1468,2.0,2.0,3.0,5.0
1469,3.0,2.0,3.0,6.0
1470,3.0,2.0,3.0,6.0
1471,4.0,2.0,1.0,7.0
1472,5.0,2.0,1.0,7.0
1473,4.0,1.0,1.0,6.0
1474,3.0,1.0,1.0,7.0
1475,4.0,3.0,2.0,8.0
1476,5.0,3.0,2.0,9.0
1477,5.0,3.0,1.0,10.0
1478,5.0,2.0,0.0,10.0
1479,5.0,1.0,0.0,10.0
1480,2.0,1.0,0.0,9.0
1481,1.0,1.0,0.0,9.0
1482,1.0,0.0,1.0,8.0
1483,1.0,0.0,2.0,8.0
1484,1.0,0.0,2.0,8.0
1485,1.0,0.0,2.0,8.0
1486,2.0,0.0,2.0,8.0
1487,2.0,1.0,2.0,8.0
1488,2.0,1.0,2.0,8.0
1489,2.0,2.0,2.0,8.0
1490,2.0,2.0,2.0,8.0
1491,2.0,2.0,2.0,8.0
1492,2.0,2.0,2.0,8.0
1493,3.0,3.0,2.0,8.0
1494,3.0,4.0,2.0,9.0
1495,3.0,4.0,5.0,7.0
1496,3.0,4.0,6.0,7.0
1497,4.0,4.0,3.0,7.0
1498,4.0,4.0,2.0,7.0
1499,4.0,4.0,1.0,7.0
1500,6.0,3.0,1.0,7.0
1501,5.0,4.0,0.0,5.0
1502,5.0,4.0,0.0,4.0
1503,4.0,3.0,0.0,4.0
1504,4.0,2.0,0.0,4.0
1505,3.0,2.0,0.0,3.0
1506,2.0,2.0,1.0,2.0
1507,2.0,2.0,1.0,4.0
1508,2.0,2.0,1.0,4.0
1509,2.0,2.0,1.0,4.0
1510,3.0,2.0,2.0,4.0
1511,3.0,2.0,3.0,5.0
1512,3.0,2.0,3.0,5.0
1513,3.0,2.0,3.0,5.0
1514,3.0,2.0,3.0,5.0
1515,3.0,3.0,3.0,5.0
1516,3.0,3.0,3.0,5.0
1517,3.0,3.0,4.0,5.0
