,Dwell_100,Dwell_101,Dwell_102,Dwell_103,mean,std
1288,6.58,3.54,28.57,19.39,14.52,10.05886922074246
1289,5.58,15.46,3.03,,8.023333333333333,5.360574181517831
1290,7.29,5.34,3.82,16.18,8.157499999999999,4.792318723749496
1293,7.050000000000001,21.63,6.75,4.95,10.095,6.707985912328677
1295,4.28,3.3,3.33,8.61,4.88,2.1892807037929147
1297,18.48,5.18,23.03,19.52,16.5525,6.778884034264047
1298,9.36,,5.57,6.09,7.006666666666667,1.677544501810773
1299,2.81,15.43,9.19,11.03,9.615,4.536107913178433
1300,11.71,,4.4,8.129999999999999,8.08,2.984504425640322
1301,2.97,3.25,,3.25,3.1566666666666667,0.13199326582148876
1303,16.07,12.57,5.62,3.28,9.385,5.154602312497056
1304,6.72,9.61,3.12,6.77,6.555,2.3024823560670336
1305,3.93,18.67,,,11.3,7.370000000000001
1306,15.49,14.62,4.13,13.6,11.96,4.5698741776989875
1307,15.42,9.77,8.62,14.89,12.174999999999999,3.013440724487542
1309,14.35,6.46,,,10.405,3.945
1310,5.86,13.49,,2.71,7.353333333333334,4.525824663957818
1311,19.23,4.86,4.49,,9.526666666666666,6.862955307704951
1313,7.31,5.84,5.859999999999999,2.78,5.4475,1.6514141667068258
1314,15.39,10.82,10.85,,12.353333333333333,2.147282520355024
1315,5.550000000000001,7.15,21.63,,11.443333333333333,7.232617476097817
1316,5.44,5.71,13.57,6.55,7.8175,3.346336616361241
1317,3.25,5.44,6.279999999999999,,4.99,1.2772626981165618
1318,12.98,10.37,6.58,18.07,12.0,4.178474602052764
1319,15.99,,4.42,16.9,12.436666666666667,5.680800021906148
1320,4.41,5.07,,2.87,4.116666666666667,0.9217857065982793
1321,4.1,,,20.5,12.3,8.200000000000001
1322,4.57,6.390000000000001,13.71,4.89,7.390000000000001,3.7129772420525287
1323,11.82,,6.96,,9.39,2.43
1324,3.39,,8.34,4.96,5.5633333333333335,2.0653705613171587
1325,4.01,4.42,6.33,3.01,4.4425,1.204395595309116
1326,2.44,,9.399999999999999,4.58,5.473333333333333,2.9107769104179417
1327,14.23,6.59,2.81,,7.876666666666666,4.750139179247512
1328,8.49,12.65,19.26,11.12,12.88,3.9726250766967683
1330,8.02,3.16,10.63,4.13,6.485,3.005781928217681
1331,14.13,15.43,6.57,,12.043333333333335,3.906450505965173
1332,3.95,,5.94,20.68,10.19,7.461907709605277
1333,2.99,8.43,6.140000000000001,9.61,6.7925,2.5250977703843467
1334,2.74,14.88,11.25,4.63,8.375,4.908128462051498
1335,3.9,12.49,,7.65,8.013333333333334,3.5162511602873625
1336,12.82,,11.28,13.71,12.603333333333333,1.0038038763733799
1338,13.21,4.69,3.13,6.35,6.845000000000001,3.847190533363275
1339,3.08,18.25,8.530000000000001,23.36,13.305,7.951529727039948
1341,4.76,20.61,6.37,8.15,9.9725,6.257516979601413
1343,6.35,3.99,7.949999999999999,3.47,5.4399999999999995,1.810497169288038
1344,6.36,9.09,,8.73,8.06,1.2110326172320875
1345,18.31,10.77,12.94,14.0,14.004999999999999,2.7446538943917864
1346,4.539999999999999,3.1,4.88,13.61,6.5325,4.1404672139747705
1347,11.07,11.4,,14.87,12.446666666666665,1.7188432802970202
1348,7.84,7.59,3.16,13.36,7.9875,3.617605388927874
1349,7.45,6.85,,8.89,7.73,0.8560373823613082
1351,5.67,9.030000000000001,,10.18,8.293333333333335,1.913466894293067
1352,13.4,6.380000000000001,3.79,,7.8566666666666665,4.059838529903486
1353,9.309999999999999,,12.55,8.47,10.11,1.7590906741836823
1354,20.18,13.65,11.18,6.18,12.7975,5.040726014176927
1355,17.94,23.79,16.26,21.74,19.9325,2.983482654549879
1356,5.29,,,14.51,9.9,4.609999999999999
1357,19.15,7.29,9.89,,12.11,5.0899377861292825
1358,3.97,,,3.54,3.755,0.21500000000000008
1359,16.08,2.85,8.32,,9.083333333333334,5.4280280847549855
1361,11.44,,4.59,17.8,11.276666666666666,5.394196469869776
1362,18.59,11.62,7.380000000000001,,12.530000000000001,4.621478839794321
1363,6.63,,,10.57,8.6,1.9700000000000002
1364,8.31,2.53,6.369999999999999,8.530000000000001,6.4350000000000005,2.4061327893530735
1365,12.97,3.75,12.32,3.64,8.17,4.481065721455109
1366,21.13,4.279999999999999,6.56,,10.656666666666665,7.464030784740612
1367,11.37,6.68,21.28,,13.11,6.086087960805913
1368,15.36,2.78,,,9.07,6.29
1369,2.55,2.91,8.23,,4.5633333333333335,2.5968870253097696
1372,3.39,7.17,,,5.28,1.89
1374,8.969999999999999,6.52,4.76,12.64,8.2225,2.9563691836440187
1375,4.59,12.65,9.25,13.5,9.9975,3.503679316090444
1377,3.06,,,2.95,3.005,0.05499999999999994
1378,11.29,,24.54,19.85,18.56,5.4856600939783595
1379,4.65,3.53,,4.46,4.213333333333334,0.4893760199364994
1380,13.86,15.72,5.51,,11.696666666666665,4.440047547292959
1381,10.31,19.29,3.67,15.12,12.0975,5.811313857468034
1382,3.52,12.21,,4.26,6.663333333333334,3.933703372424289
1383,2.03,,7.85,6.42,5.433333333333333,2.47631895271097
1384,2.2,2.78,3.7,3.26,2.985,0.55792024519639
1385,4.72,3.85,3.78,3.25,3.9,0.5272096357237792
1386,3.82,,4.43,12.17,6.8066666666666675,3.800616908988446
1388,17.57,4.03,,11.56,11.053333333333335,5.539279937159904
1389,14.68,4.87,8.17,5.01,8.1825,3.9766529582049275
1390,14.66,,8.57,,11.615,3.045
1392,9.27,,18.87,6.44,11.526666666666666,5.319500812001902
1393,14.14,6.82,24.35,3.88,12.297500000000001,7.89801992590548
1394,6.67,,22.04,3.09,10.6,8.220271690562706
1396,16.98,3.41,,6.74,9.043333333333335,5.774382121828178
1397,9.809999999999999,,3.7,,6.754999999999999,3.0549999999999993
1398,14.15,3.8,11.29,7.84,9.27,3.8684816142771052
1400,8.8,10.48,4.9,16.3,10.120000000000001,4.10221891175983
1401,14.42,,2.77,8.23,8.473333333333334,4.759203948374373
1402,5.67,2.81,3.19,9.77,5.359999999999999,2.7728865826066524
1403,19.33,8.21,,,13.77,5.559999999999999
1404,10.79,13.47,,5.69,9.983333333333333,3.226983455523474
1405,20.61,7.2,3.39,2.9,8.525,7.173069426681997
1406,4.87,6.01,5.69,3.43,5.0,0.9972462083156797
1408,12.8,13.54,13.6,5.029999999999999,11.2425,3.600599776426144
1409,5.71,13.78,3.95,18.19,10.407499999999999,5.824664689919927
1410,14.14,14.27,20.04,5.8,13.5625,5.075639738003477
1411,15.46,16.5,17.57,12.56,15.5225,1.866016813964976
1413,6.23,6.42,5.489999999999999,2.28,5.105,1.66761056604952
1414,9.059999999999999,16.63,3.62,3.99,8.325,5.254581334416662
1415,3.0,8.79,3.19,20.02,8.75,6.9099674384182155
1417,15.98,3.88,19.58,,13.146666666666667,6.715322446134328
1419,8.59,3.08,16.01,7.44,8.78,4.652810978322674
1420,10.64,6.95,,,8.795,1.8450000000000002
1422,16.5,5.05,,3.899999999999999,8.483333333333333,5.688047897907409
1423,7.18,,,2.96,5.07,2.11
1424,4.76,,4.74,4.1,4.533333333333333,0.30652170486860414
1425,3.16,5.65,12.13,22.8,10.935,7.592563796241689
1426,3.12,,3.12,12.11,6.116666666666667,4.237926641911375
1427,11.12,,,11.86,11.489999999999998,0.3700000000000001
1431,8.36,10.45,,11.51,10.106666666666667,1.3086974015748978
1433,5.73,,12.05,8.83,8.87,2.580284222070636
1434,6.32,15.3,,,10.81,4.49
1435,10.69,,14.16,4.93,9.926666666666668,3.8065936945720322
1437,2.76,3.51,17.85,8.25,8.092500000000001,6.013910437477433
1438,5.27,,18.96,5.06,9.763333333333334,6.503590461344325
1439,7.6,6.07,7.69,7.45,7.2025,0.6594457900388779
1440,2.71,8.48,3.57,7.109999999999999,5.4675,2.3967308463822135
1443,3.25,,16.04,10.0,9.763333333333334,5.224176702813776
1444,4.99,6.74,,,5.865,0.875
1445,3.57,11.73,3.56,8.31,6.7925,3.4465662259704226
1446,12.55,3.23,14.21,7.15,9.285,4.362828784172031
1447,3.86,17.2,3.82,8.48,8.34,5.454814387309617
1449,13.97,5.8,,4.85,8.206666666666665,4.093705194835386
1450,7.9,,,,7.9,0.0
1451,5.43,9.89,12.45,12.93,10.175,2.97329362828497
1453,10.86,,5.55,19.05,11.82,5.55299918962717
1455,8.93,3.28,14.27,,8.826666666666666,4.487243647892942
1456,18.3,12.08,15.12,9.239999999999998,13.684999999999999,3.3797744007551755
1457,12.09,15.33,13.97,18.46,14.9625,2.3239984401888054
1458,7.07,6.16,6.390000000000001,,6.54,0.3863504454076204
1459,8.5,3.47,6.22,,6.0633333333333335,2.0564748695009354
1461,7.47,4.6,,5.56,5.876666666666666,1.1928770077235773
1463,3.17,7.5,9.260000000000002,14.2,8.532499999999999,3.95197023647699
1464,9.55,5.79,4.02,,6.453333333333333,2.3058235453352074
1466,6.13,9.17,11.32,7.07,8.4225,2.0024406982480154
1468,8.32,5.91,7.78,7.22,7.3075,0.895694562895187
1469,15.9,3.67,20.46,,13.343333333333334,7.088884883314787
1470,24.96,7.04,,13.22,15.073333333333332,7.432260012196081
1471,5.52,,9.21,12.81,9.18,2.9762056380566184
1474,9.5,,5.359999999999999,,7.43,2.0700000000000003
1475,6.4,,13.44,,9.92,3.5199999999999996
1476,2.4,3.09,11.52,8.79,6.449999999999999,3.836424116283287
1477,6.53,13.23,8.76,7.58,9.025,2.552709344990142
1478,9.73,,,,9.73,0.0
1479,16.14,8.8,19.01,,14.65,4.299310022162471
1480,4.68,3.18,3.59,13.72,6.2925,4.3231665188840465
1481,12.86,9.399999999999999,,14.95,12.40333333333333,2.2886725895641393
1482,13.94,,,4.16,9.05,4.89
1484,17.79,2.66,,,10.225,7.5649999999999995
1486,3.19,6.390000000000001,3.44,4.71,4.4325,1.26862868878171
1487,8.67,,6.16,15.56,10.13,3.9739736620499473
1490,15.93,10.42,,2.64,9.663333333333334,5.451937474166612
1492,9.1,2.71,5.48,9.7,6.7475,2.8354662315040886
1493,7.33,3.11,9.14,4.26,5.959999999999999,2.3980095913069244
1495,13.88,24.05,7.370000000000001,2.7,12.0,8.010365160215857
1496,21.13,10.6,3.6,8.52,10.962499999999999,6.396906967433558
1497,11.19,13.03,,12.13,12.116666666666667,0.7512360185424788
1499,18.21,14.04,10.84,,14.363333333333335,3.017463983030931
1500,15.94,,,,15.94,0.0
1501,4.67,6.75,,5.6,5.673333333333333,0.8507382415029642
1502,5.59,6.399999999999999,5.83,7.779999999999999,6.4,0.8493232600135238
1503,2.3,5.32,,14.6,7.406666666666666,5.233745206722323
1504,3.76,,11.94,16.17,10.623333333333333,5.151196193334343
1506,13.28,9.02,3.75,5.85,7.975,3.5917022426699012
1507,16.6,3.07,8.040000000000001,16.17,10.97,5.694993415272752
1508,9.53,4.01,6.109999999999999,,6.55,2.274906591488978
1509,9.66,5.94,9.55,,8.383333333333335,1.7282810985356392
1511,6.380000000000001,7.369999999999999,4.34,10.46,7.1375,2.207536806035179
1513,5.61,,,8.48,7.045,1.4350000000000003
1514,3.56,,5.390000000000001,6.12,5.023333333333333,1.0767956579077058
1515,2.88,8.66,7.57,7.19,6.575,2.20048290154684
1516,7.19,10.14,,14.31,10.546666666666667,2.920916903226717
1517,4.88,9.47,3.23,18.75,9.0825,6.031655556312877
1518,8.469999999999999,20.33,4.69,9.15,10.659999999999998,5.835794718802229
1519,9.07,,17.16,4.4,10.21,5.27124906133894
1520,6.109999999999999,7.69,3.34,17.1,8.56,5.1705754031829
1521,2.68,,10.79,5.04,6.169999999999999,3.405945781521876
1522,10.39,3.63,7.74,4.04,6.449999999999999,2.781555320319911
1523,3.78,3.32,4.63,6.390000000000001,4.53,1.172198788602002
1524,3.66,14.09,12.51,5.43,8.9225,4.457148051164556
1525,4.859999999999999,11.13,7.12,4.33,6.859999999999999,2.6786843785709435
1528,9.75,6.58,4.32,3.52,6.0424999999999995,2.4168406546564047
1529,13.76,2.71,4.52,,6.996666666666666,4.839148226243494
1530,8.14,5.109999999999999,7.140000000000001,5.1,6.3725000000000005,1.3158908579361743
1531,12.64,8.92,7.41,,9.656666666666668,2.197761487412944
1532,7.92,3.74,4.859999999999999,7.96,6.12,1.8626325456192374
1533,4.04,6.9,19.33,6.66,9.2325,5.9367473207135895
1534,3.07,25.28,11.91,,13.420000000000002,9.129844832562418
1535,2.8,,16.88,7.11,8.93,5.8904385801624874
1536,6.87,,12.85,13.8,11.173333333333332,3.067532486471098
1538,21.1,7.89,8.07,10.51,11.8925,5.415738061428009
1539,17.29,,,7.02,12.155,5.135
1542,3.77,,,5.0,4.385,0.615
1544,17.02,15.11,,,16.064999999999998,0.9550000000000001
1545,6.76,9.45,11.79,,9.333333333333334,2.055145304406046
1546,12.22,4.23,4.56,11.32,8.0825,3.703041823960405
1547,10.73,3.3,11.42,15.41,10.215,4.373856993547
1548,9.71,5.48,,14.84,10.01,3.827087665575483
1549,8.14,4.78,7.0,7.359999999999999,6.82,1.2477980605851253
1550,4.74,19.26,6.220000000000001,10.66,10.219999999999999,5.6556520402160535
1551,5.24,16.92,3.29,,8.483333333333334,6.01850664386293
1552,13.08,,16.33,14.75,14.719999999999999,1.3269765132309856
1554,2.8,5.470000000000001,9.46,3.3,5.2575,2.625703477165691
1556,4.87,,,,4.87,0.0
1557,12.8,10.1,3.35,8.690000000000001,8.735,3.4419362283459005
