,Anchorage_100,Anchorage_101,Anchorage_102,Anchorage_103,mean,std
4295,9.78,,,,9.78,0.0
4314,3.0,,,,3.0,0.0
4335,0.0,,,,0.0,0.0
4363,1.0,,,,1.0,0.0
4372,13.0,,,,13.0,0.0
4396,0.0,,,,0.0,0.0
4409,0.0,0.0,,,0.0,0.0
4424,3.0,,,,3.0,0.0
4432,1.0,,,,1.0,0.0
4433,1.0,,,,1.0,0.0
4454,9.8,,,,9.8,0.0
4478,0.0,,,,0.0,0.0
4495,0.0,,,,0.0,0.0
4508,9.22,,0.0,,4.61,4.61
4548,9.14,,,,9.14,0.0
4568,0.0,,,,0.0,0.0
4572,10.0,,,,10.0,0.0
4577,0.0,,,,0.0,0.0
4579,6.9,,,,6.9,0.0
4589,0.0,,,,0.0,0.0
4608,9.37,,,,9.37,0.0
4616,0.0,,,,0.0,0.0
4627,12.0,,,,12.0,0.0
4635,10.0,7.0,,0.0,5.666666666666667,4.189935029992179
4644,9.47,6.32,,,7.8950000000000005,1.5750000000000002
4650,11.74,,,,11.74,0.0
4660,2.0,,,,2.0,0.0
4673,8.0,,6.77,,7.385,0.6150000000000002
4678,8.0,0.0,,,4.0,4.0
4694,0.0,,,,0.0,0.0
4701,0.0,,,,0.0,0.0
4713,6.89,,,,6.89,0.0
4724,0.0,,,,0.0,0.0
4727,1.0,,,,1.0,0.0
4746,11.37,,0.0,,5.685,5.685
4756,12.88,,,,12.88,0.0
4771,0.0,,,,0.0,0.0
4778,10.0,,,1.0,5.5,4.5
4787,11.71,,,,11.71,0.0
4801,10.33,,,,10.33,0.0
4810,13.03,,,,13.03,0.0
4827,12.0,,,,12.0,0.0
4829,0.0,,,,0.0,0.0
4837,7.0,,,,7.0,0.0
4838,8.6,,,,8.6,0.0
4850,2.0,,,,2.0,0.0
4855,0.0,,,,0.0,0.0
4872,0.0,,,,0.0,0.0
4890,0.0,,,,0.0,0.0
4900,13.0,,,,13.0,0.0
4901,0.0,,,,0.0,0.0
4905,0.0,,,,0.0,0.0
4922,12.04,,,,12.04,0.0
4923,10.22,,1.0,,5.61,4.61
4926,6.29,,,8.81,7.550000000000001,1.2600000000000002
4927,6.84,,,,6.84,0.0
4955,0.0,,,,0.0,0.0
4980,1.0,,,,1.0,0.0
5010,1.0,,,,1.0,0.0
5011,0.0,,,,0.0,0.0
5044,0.0,,,,0.0,0.0
5062,7.18,,0.0,,3.59,3.59
5065,0.0,,,,0.0,0.0
5071,2.0,,,,2.0,0.0
5072,1.0,,,,1.0,0.0
5088,12.64,11.84,,,12.24,0.40000000000000036
5109,0.0,,,,0.0,0.0
5113,1.0,,,,1.0,0.0
5114,0.0,,,,0.0,0.0
5115,0.0,,,,0.0,0.0
5163,10.08,,,,10.08,0.0
5171,0.0,,,,0.0,0.0
5189,6.0,,,,6.0,0.0
5207,0.0,,0.0,,0.0,0.0
5216,4.14,,,,4.14,0.0
5220,0.0,,,,0.0,0.0
5224,0.0,,,,0.0,0.0
5285,0.0,,,,0.0,0.0
5295,11.34,,,,11.34,0.0
5301,0.0,,0.0,,0.0,0.0
5326,10.66,0.0,,,5.33,5.33
5353,10.3,,,,10.3,0.0
5380,10.2,,,,10.2,0.0
5403,0.0,,,,0.0,0.0
5411,0.0,,,,0.0,0.0
5423,12.0,,,,12.0,0.0
5445,3.0,,,,3.0,0.0
5448,0.0,8.0,,,4.0,4.0
5449,1.0,,,,1.0,0.0
5458,9.0,,,,9.0,0.0
5473,9.5,0.0,,,4.75,4.75
5504,2.0,,,12.89,7.445,5.445
5514,1.0,,,12.48,6.74,5.740000000000001
5520,,,,0.0,0.0,0.0
