,Turn_100,Turn_101,Turn_102,Turn_103,mean,std
1000,27.44999999999993,35.07000000000005,18.41999999999996,34.93000000000006,28.9675,6.8254024606612465
1001,27.31000000000006,32.76999999999998,39.5,36.88,34.11500000000001,4.6032732919086845
1002,23.75999999999999,37.01999999999998,37.84000000000003,27.70999999999992,31.582499999999982,6.018938340770758
1003,23.04999999999995,41.5,12.46000000000004,8.11999999999989,21.28249999999997,12.87399777652616
1004,30.02999999999997,33.08000000000004,33.44999999999993,29.24000000000001,31.44999999999999,1.8410187397199347
1005,26.48000000000002,36.46000000000004,28.7299999999999,9.960000000000036,25.407500000000002,9.656245064723647
1006,20.98000000000002,32.19000000000005,26.63999999999999,15.12,23.732500000000016,6.358739556704627
1007,23.88,34.2600000000001,9.579999999999927,30.22000000000003,24.485000000000014,9.367041955708382
1008,25.32999999999993,30.75,28.97000000000003,52.49000000000001,34.38499999999999,10.633902153019855
1009,29.84000000000003,27.91999999999996,24.86999999999989,25.06999999999994,26.924999999999955,2.0707064012071315
1010,22.90999999999997,25.67999999999995,32.27999999999997,30.44000000000005,27.827499999999986,3.723018768419
1011,52.68000000000006,25.72000000000003,23.34000000000003,53.80999999999995,38.88750000000002,14.387684620883222
1012,23.30000000000007,28.45000000000005,27.69000000000005,23.08000000000004,25.630000000000052,2.4559824917942685
1013,27.29999999999995,22.51999999999998,26.88,24.76999999999998,25.36749999999998,1.9031207922777758
1014,25.83999999999992,24.35000000000002,24.90000000000009,18.58999999999992,23.419999999999987,2.8390403308160614
1015,65.10000000000002,43.70000000000005,21.38,48.89999999999998,44.77000000000001,15.641313883430643
1016,45.42000000000007,26.94999999999993,44.48000000000002,25.62,35.61750000000001,9.350246988716433
1017,28.23000000000002,19.58000000000004,49.82000000000005,38.86000000000001,34.12250000000003,11.347480722609758
1018,26.07000000000005,42.10000000000002,23.03000000000009,21.64999999999998,28.212500000000034,8.175843610906457
1019,28.13999999999999,28.99000000000001,23.95000000000005,40.90999999999997,30.497500000000002,6.307144262659581
1020,47.06000000000006,25.50999999999999,43.47000000000003,24.23000000000002,35.067500000000024,10.286146934105131
1021,21.41999999999996,23.23000000000002,30.05999999999995,19.34000000000003,23.51249999999999,4.022992511800117
1022,38.64999999999998,37.07000000000005,47.94000000000005,36.52999999999997,40.047500000000014,4.622847472067424
1023,38.41999999999996,21.80000000000007,25.93999999999994,47.58000000000004,33.435,10.203914689960905
1024,23.59000000000003,21.11000000000001,23.69000000000005,41.73000000000002,27.530000000000026,8.263256016849528
1025,37.50999999999999,34.61000000000001,38.63999999999999,65.57999999999993,44.08499999999998,12.496892613766
1026,22.68999999999994,43.70000000000005,25.63999999999999,45.30000000000007,34.33250000000001,10.23649689835351
1027,31.92000000000007,29.29999999999995,16.96000000000004,39.48000000000002,29.41500000000002,8.104312123801744
1028,32.83000000000004,11.37,34.49000000000001,34.19999999999993,28.222499999999997,9.749972756372191
1029,28.57999999999993,11.97000000000003,39.81000000000006,34.87,28.807500000000005,10.504309532282456
1030,38.14999999999998,30.03999999999996,33.62,35.02999999999997,34.20999999999998,2.9126019295468493
1031,32.66999999999996,30.20000000000005,34.38999999999999,32.75999999999999,32.504999999999995,1.4965376707587192
1032,30.5200000000001,29.11000000000001,33.53000000000009,36.86000000000001,32.50500000000005,2.978376235467901
1033,48.46000000000004,23.91999999999996,38.18999999999994,38.19999999999993,37.19249999999997,8.733926307795393
1034,31.09000000000003,30.43999999999994,10.79999999999995,40.2700000000001,28.150000000000006,10.744819682060795
1035,28.60000000000002,20.06000000000006,27.18999999999994,31.5,26.837500000000006,4.21022787388044
1036,24.81000000000006,21.74000000000001,25.84000000000003,35.7299999999999,27.03,5.244487582214248
1037,22.48000000000002,24.74000000000001,10.63999999999999,29.17000000000007,21.75750000000002,6.854948486312668
1038,25.92999999999995,27.4799999999999,10.45000000000005,36.95000000000005,25.20249999999999,9.504686672899838
1039,22.09000000000003,44.97000000000003,28.87,31.12,31.762500000000017,8.31827318317931
1040,27.56999999999994,21.50999999999999,23.07000000000005,27.19999999999993,24.837499999999977,2.609802435051321
1041,27.0200000000001,25.63999999999999,30.85000000000002,32.74000000000001,29.06250000000003,2.8550164185167044
1042,19.87,24.76999999999998,33.33000000000004,31.32000000000005,27.32250000000002,5.3414669099415235
1043,26.58000000000004,23.17999999999995,23.48000000000002,23.76999999999998,24.252499999999998,1.3598782114586847
1044,42.20000000000005,41.46999999999991,25.64999999999998,26.47000000000003,33.94749999999999,7.89704493782325
1045,34.47000000000003,21.29000000000008,22.75999999999999,28.65999999999997,26.795000000000016,5.219437230200194
1046,36.3900000000001,22.25,19.69000000000005,40.51999999999998,29.712500000000034,8.909692404903772
1047,16.13999999999999,37.7600000000001,25.41999999999996,25.69000000000005,26.252500000000026,7.676175398595359
1048,34.13,40.32000000000005,26.5,25.2399999999999,31.547499999999985,6.100980966205397
1049,29.75,35.93000000000006,28.79999999999995,39.0,33.370000000000005,4.249699989411039
1050,30.17000000000007,34.81999999999994,40.80999999999995,43.79999999999995,37.39999999999998,5.280089961354785
1051,35.51999999999998,31.06999999999994,23.24000000000001,38.82000000000005,32.162499999999994,5.839513571351652
1052,11.75,41.66000000000008,27.05999999999995,24.21999999999991,26.172499999999985,10.635683746238447
1053,31.25,34.62,21.23000000000002,21.39999999999998,27.125,5.931216148480847
1054,30.81000000000006,37.69000000000005,47.57000000000005,46.00999999999999,40.52000000000004,6.747881148923697
1055,24.83999999999992,30.61000000000001,18.05000000000007,38.0,27.875,7.344006059365677
1056,24.03999999999996,27.17999999999995,37.40999999999997,37.11000000000001,31.434999999999974,5.930794634785475
1057,8.68999999999994,26.63,21.40000000000009,47.28999999999996,26.002499999999998,13.914534442445419
1058,25.45999999999992,31.63000000000011,20.10000000000002,37.23000000000002,28.605000000000018,6.437532524189707
1059,51.31999999999994,26.06000000000006,35.2299999999999,46.40000000000009,39.7525,9.82259989768492
1060,22.63,24.31000000000006,38.73000000000002,34.03999999999996,29.92750000000001,6.693401134699745
1061,27.10000000000002,27.97000000000003,36.56000000000006,32.97000000000003,31.150000000000034,3.8436766253159353
1062,23.86000000000001,21.95000000000005,35.48000000000002,37.63,29.730000000000018,6.900322456233465
1063,23.32999999999993,24.88,37.31999999999994,40.54999999999995,31.519999999999953,7.522409853231868
1064,48.67999999999995,53.2299999999999,33.53999999999996,36.83999999999992,43.072499999999934,8.129137023694447
1065,31.89999999999998,27.95999999999992,34.86000000000001,39.74000000000001,33.61499999999998,4.300752841073325
1066,27.20000000000005,49.85000000000002,31.98000000000002,34.80999999999995,35.96000000000001,8.468066485331814
1067,27.42999999999995,22.27999999999997,36.81000000000006,40.76999999999998,31.82249999999999,7.3363184738668705
1068,21.38,27.23000000000002,31.9799999999999,57.94000000000005,34.63249999999999,13.970514262188082
1069,40.23000000000002,28.78999999999996,33.55999999999995,52.26999999999998,38.71249999999998,8.819196037621582
1070,22.23000000000002,42.05000000000007,33.69000000000005,37.02999999999997,33.75000000000003,7.28632966588804
1071,40.75999999999999,28.27999999999997,33.02999999999997,33.61000000000001,33.91999999999999,4.457673159844727
1072,16.72000000000003,41.17999999999995,32.10000000000002,12.30999999999995,25.577499999999986,11.623928714079414
1073,20.90999999999997,26.26999999999998,26.86000000000001,11.09999999999991,21.284999999999968,6.320713962836828
1074,22.46000000000004,22.66999999999996,57.79999999999995,31.71000000000004,33.66,14.428809722218924
1075,16.02999999999997,23.38,31.82999999999993,25.75,24.247499999999974,5.657554131424627
1076,36.25,37.56999999999994,10.23000000000002,23.13,26.794999999999987,11.105506517039172
1077,13.93000000000006,39.21000000000004,25.41999999999996,24.47000000000003,25.75750000000002,8.980967027553321
1078,16.77999999999997,38.49000000000001,28.18000000000006,46.01999999999998,32.36750000000001,11.004329545683373
1079,34.12,36.15999999999997,57.38,27.13,38.69749999999999,11.29419402834926
1080,40.0,47.16000000000008,28.31000000000006,39.63,38.775000000000034,6.746408303682785
1081,17.16000000000008,20.83000000000004,51.75,23.21999999999991,28.24000000000001,13.744044164655454
1082,34.59000000000003,36.74000000000001,45.30000000000007,21.01999999999998,34.41250000000002,8.708407934289742
1083,32.48000000000002,35.09999999999991,47.43000000000006,42.02999999999997,39.25999999999999,5.867192684751398
1084,31.00999999999999,19.11000000000001,20.70999999999992,35.23000000000002,26.514999999999986,6.795003679174887
1085,16.63,33.95000000000005,52.54999999999995,37.56000000000006,35.172500000000014,12.776897853156672
1086,32.19000000000005,32.07999999999993,43.97000000000003,34.63,35.7175,4.872398664928821
1087,31.92000000000007,31.10000000000002,41.49000000000001,33.92999999999995,34.610000000000014,4.103443675743573
1088,37.70000000000005,27.72000000000003,26.58999999999992,40.52999999999997,33.13499999999999,6.076275586245261
1089,38.45000000000005,33.20000000000005,39.66999999999996,38.43000000000006,37.43750000000003,2.49753253232063
1090,16.07000000000005,25.84000000000003,21.38,63.31999999999994,31.652500000000003,18.607486900438722
1091,15.01999999999998,13.13,23.84999999999991,38.65999999999997,22.664999999999964,10.082243054003397
1092,14.10000000000002,13.67999999999995,40.97000000000003,31.77999999999997,25.132499999999993,11.703540863772822
1093,26.44999999999993,10.11000000000001,35.65999999999997,54.17999999999995,31.599999999999966,15.927041470404962
1094,30.25999999999999,28.42999999999995,35.69999999999993,28.29999999999995,30.672499999999957,3.004308364665642
