,Turn_100,Turn_101,Turn_102,Turn_103,mean,std
4664,25.96000000000004,21.94000000000005,25.96000000000004,48.24000000000024,30.52500000000009,10.35859425790979
4665,42.09000000000015,21.89000000000033,42.38000000000011,24.32000000000016,32.670000000000186,9.604053831585848
4666,28.44000000000005,19.19999999999982,26.46000000000004,21.91000000000031,24.002500000000055,3.646000377125634
4667,45.86000000000013,,,21.81999999999971,33.83999999999992,12.02000000000021
4669,23.42000000000007,42.11000000000013,37.86999999999989,47.98000000000002,37.84500000000003,9.06903660815193
4670,44.16999999999962,22.1899999999996,37.2199999999998,,34.52666666666634,9.173172236957582
4671,44.04999999999973,36.67999999999984,24.03999999999996,25.40999999999985,32.544999999999845,8.256913769684095
4672,28.82999999999993,32.08999999999969,,,30.45999999999981,1.62999999999988
4674,25.61999999999989,30.95999999999958,32.74000000000024,24.81999999999971,28.534999999999854,3.3860411988043926
4675,19.46000000000004,33.61999999999989,37.92000000000007,,30.333333333333332,7.8864666077753345
4676,41.74000000000024,34.86999999999989,34.01999999999998,,36.8766666666667,3.4563596777857435
4677,21.1899999999996,30.23000000000002,30.65999999999985,,27.359999999999825,4.366379125393033
4679,40.75,26.64000000000033,34.05999999999995,37.13000000000011,34.645000000000095,5.192988060837308
4680,34.82999999999993,29.19000000000005,31.61999999999989,,31.879999999999956,2.309848479879099
4681,20.75,52.5,12.32999999999993,38.39000000000033,30.992500000000064,15.576370525575008
4682,34.76000000000022,36.87999999999965,,41.96000000000004,37.86666666666664,3.0210520610468556
4683,34.61999999999989,31.19000000000005,28.14000000000033,20.69000000000005,28.660000000000082,5.140860822858313
4684,32.86000000000013,,26.45000000000027,43.54999999999973,34.28666666666671,7.053558597536826
4685,33.30999999999995,26.38999999999987,31.55000000000018,,30.416666666666668,2.9365436977660124
4686,30.9699999999998,24.19000000000005,24.98999999999978,36.34000000000015,29.122499999999945,4.922211774192643
4687,27.74000000000024,,,35.42999999999984,31.585000000000043,3.8449999999998017
4688,28.86999999999989,21.04999999999973,25.32000000000016,56.59999999999991,32.95999999999992,13.926551978145923
4689,31.73000000000002,20.69999999999982,46.34000000000015,40.42999999999984,34.79999999999996,9.65794232743195
4690,29.47000000000025,,25.59000000000015,34.7800000000002,29.946666666666868,3.7669114964679427
4692,33.46000000000004,20.99000000000024,,29.65000000000009,28.03333333333346,5.217626109853153
4693,28.55000000000018,25.63999999999987,40.81999999999971,30.01999999999998,31.257499999999936,5.74150840372099
4696,29.09000000000015,22.84999999999991,43.35999999999967,,31.766666666666577,8.584421290272667
4697,29.48000000000002,,25.02999999999975,24.34999999999991,26.28666666666656,2.2750286933478288
4698,29.44000000000005,38.44999999999982,22.59999999999991,33.59000000000015,31.019999999999982,5.813832642930123
4699,25.09999999999991,21.48999999999978,21.88999999999987,27.17000000000007,23.91249999999991,2.344166962910376
4700,22.64000000000033,17.67999999999984,36.90000000000009,27.01999999999998,26.06000000000006,7.077216967141857
4702,23.76999999999998,17.07000000000016,34.30999999999995,,25.05000000000003,7.096158585225216
4703,22.89999999999964,20.07000000000016,,25.01999999999998,22.66333333333326,2.0277464228929585
4704,23.94999999999982,34.37000000000035,,26.0,28.106666666666726,4.507226296614233
4705,38.14000000000033,31.26999999999998,37.44999999999982,26.96000000000004,33.45500000000004,4.6062050540548345
4707,22.30999999999995,31.92999999999984,40.99000000000024,33.9699999999998,32.299999999999955,6.6753651585513385
4709,37.67000000000007,37.15000000000009,30.51999999999998,,35.11333333333338,3.2549074060904615
4710,34.38000000000011,36.61999999999989,33.76999999999998,,34.923333333333325,1.2252981496580357
4711,16.11999999999989,,35.44000000000005,33.87999999999965,28.479999999999862,8.763013180407745
4712,21.11999999999989,35.60999999999967,,,28.36499999999978,7.244999999999891
4714,34.41000000000031,29.42000000000007,12.07999999999993,,25.303333333333438,9.569654585662512
4715,31.30000000000018,32.88000000000011,35.02999999999975,38.88000000000011,34.522500000000036,2.842871567623096
4716,28.42000000000007,25.16000000000031,12.44999999999982,11.80000000000018,19.457500000000095,7.4260904081489025
4717,28.94000000000005,25.46000000000004,29.65000000000009,30.80999999999995,28.715000000000032,1.9942981221472205
4718,14.05999999999995,24.03999999999996,29.27999999999975,22.51999999999998,22.47499999999991,5.467437699690717
4719,50.13999999999987,,24.13999999999987,,37.13999999999987,13.000000000000002
4720,30.59999999999991,34.86999999999989,23.21000000000004,23.57000000000016,28.0625,4.9119821610017125
4721,51.0,,25.07999999999993,20.81999999999971,32.299999999999876,13.336776222161133
4722,31.51999999999998,24.89000000000033,30.32000000000016,19.85999999999967,26.647500000000036,4.647243134375591
4725,25.38000000000011,46.11999999999989,19.76999999999998,24.95000000000027,29.055000000000064,10.09680766381129
4726,9.220000000000255,,46.32999999999993,20.13000000000011,25.226666666666762,15.572840317538462
4728,26.90000000000009,,24.34999999999991,22.86000000000013,24.703333333333376,1.668139349361702
4729,19.70000000000027,36.88000000000011,,,28.29000000000019,8.58999999999992
4730,27.25,26.51999999999998,24.36000000000013,20.57999999999993,24.67750000000001,2.593399072645801
4731,22.53999999999996,,40.22000000000025,21.61999999999989,28.126666666666697,8.559522312735965
4732,25.83000000000038,40.01999999999998,22.61000000000013,37.09999999999991,31.3900000000001,7.332854151010917
4733,31.23000000000002,20.30000000000018,34.26999999999998,31.91000000000031,29.427500000000123,5.3891760733900265
4734,47.33000000000038,18.97000000000025,34.63999999999987,36.62000000000035,34.390000000000214,10.127381201475577
4735,48.69000000000005,20.46000000000004,40.19999999999982,31.99000000000024,35.335000000000036,10.42207872739403
4736,24.51999999999998,,32.27000000000044,37.64999999999964,31.480000000000018,5.3893289625579115
4737,24.78999999999996,39.89999999999964,,34.73999999999978,33.143333333333125,6.271099496012424
4738,19.20000000000027,32.28999999999996,30.62999999999965,28.80000000000018,27.730000000000015,5.077139942920457
4740,44.61000000000013,,29.39999999999964,12.61000000000013,28.873333333333296,13.069252295198657
4741,62.50999999999976,,,,62.50999999999976,0.0
4742,62.03999999999996,35.71000000000004,,,48.875,13.164999999999957
4744,43.61000000000013,31.91999999999962,24.0300000000002,21.76000000000022,30.33000000000004,8.544316824650112
4745,33.80999999999995,,24.97000000000025,24.73000000000002,27.83666666666674,4.224920775062515
4747,37.13999999999987,,28.98999999999978,20.76000000000022,28.963333333333292,6.687133582900349
