,liq_100,liq_101,liq_102,liq_103
775,14.0,11.0,12.0,13.0
776,13.0,10.0,10.0,14.0
777,11.0,9.0,13.0,12.0
778,7.0,9.0,11.0,12.0
779,6.0,7.0,7.0,11.0
780,7.0,6.0,5.0,9.0
781,6.0,5.0,4.0,8.0
782,7.0,5.0,5.0,7.0
783,9.0,7.0,4.0,6.0
784,6.0,5.0,4.0,4.0
785,4.0,4.0,6.0,5.0
786,4.0,4.0,4.0,3.0
787,5.0,5.0,6.0,4.0
788,8.0,7.0,7.0,7.0
789,8.0,8.0,7.0,9.0
790,8.0,8.0,7.0,10.0
791,9.0,11.0,7.0,12.0
792,10.0,12.0,7.0,15.0
793,11.0,14.0,7.0,17.0
794,14.0,15.0,9.0,17.0
795,14.0,15.0,9.0,18.0
796,15.0,17.0,9.0,20.0
797,15.0,19.0,10.0,20.0
798,15.0,20.0,10.0,22.0
799,10.0,14.0,4.0,20.0
800,10.0,13.0,4.0,17.0
801,9.0,13.0,4.0,17.0
802,8.0,12.0,8.0,17.0
803,9.0,10.0,9.0,15.0
804,9.0,11.0,4.0,13.0
805,8.0,11.0,2.0,11.0
806,7.0,9.0,2.0,8.0
807,7.0,8.0,3.0,7.0
808,6.0,8.0,4.0,7.0
809,5.0,5.0,6.0,5.0
810,5.0,3.0,5.0,4.0
811,7.0,3.0,5.0,6.0
812,8.0,5.0,6.0,6.0
813,9.0,5.0,6.0,7.0
814,11.0,5.0,10.0,9.0
815,11.0,6.0,12.0,10.0
816,11.0,6.0,13.0,11.0
817,11.0,6.0,15.0,11.0
818,13.0,8.0,17.0,11.0
819,13.0,8.0,17.0,12.0
820,13.0,9.0,17.0,13.0
821,14.0,9.0,18.0,14.0
822,14.0,9.0,21.0,16.0
823,11.0,6.0,18.0,13.0
824,7.0,6.0,17.0,11.0
825,6.0,6.0,15.0,12.0
826,5.0,7.0,16.0,12.0
827,5.0,6.0,17.0,8.0
828,7.0,6.0,15.0,7.0
829,4.0,6.0,14.0,7.0
830,4.0,4.0,12.0,7.0
831,3.0,3.0,11.0,7.0
832,4.0,2.0,7.0,5.0
833,1.0,1.0,5.0,4.0
834,3.0,2.0,6.0,3.0
835,4.0,2.0,8.0,3.0
836,5.0,4.0,11.0,3.0
837,5.0,6.0,11.0,4.0
838,5.0,8.0,13.0,5.0
839,5.0,8.0,15.0,6.0
840,7.0,8.0,15.0,6.0
841,7.0,10.0,15.0,6.0
842,8.0,13.0,17.0,6.0
843,8.0,13.0,17.0,10.0
844,8.0,14.0,17.0,11.0
845,8.0,14.0,18.0,12.0
846,10.0,15.0,19.0,13.0
847,7.0,14.0,18.0,10.0
848,5.0,13.0,16.0,8.0
849,4.0,10.0,15.0,9.0
850,2.0,10.0,15.0,9.0
851,6.0,10.0,15.0,9.0
852,7.0,8.0,16.0,10.0
853,5.0,6.0,18.0,10.0
854,3.0,5.0,18.0,12.0
855,1.0,3.0,12.0,10.0
856,1.0,4.0,9.0,8.0
857,4.0,4.0,9.0,8.0
858,3.0,6.0,12.0,6.0
859,5.0,8.0,13.0,7.0
860,6.0,8.0,13.0,9.0
861,7.0,11.0,13.0,12.0
862,7.0,12.0,15.0,12.0
863,8.0,12.0,17.0,12.0
864,9.0,13.0,18.0,13.0
865,10.0,14.0,18.0,13.0
866,13.0,14.0,19.0,15.0
867,15.0,15.0,19.0,16.0
868,16.0,16.0,19.0,16.0
869,17.0,16.0,20.0,16.0
870,19.0,17.0,21.0,16.0
871,17.0,11.0,17.0,12.0
872,16.0,10.0,15.0,8.0
873,13.0,11.0,14.0,5.0
874,12.0,11.0,14.0,5.0
875,10.0,7.0,14.0,6.0
876,9.0,5.0,12.0,5.0
877,6.0,4.0,10.0,5.0
878,6.0,3.0,8.0,5.0
879,4.0,2.0,8.0,5.0
880,2.0,3.0,8.0,7.0
881,3.0,3.0,6.0,8.0
882,1.0,2.0,4.0,3.0
883,4.0,4.0,4.0,3.0
884,4.0,4.0,6.0,4.0
885,5.0,4.0,6.0,6.0
886,6.0,4.0,6.0,9.0
887,7.0,4.0,7.0,9.0
888,7.0,5.0,7.0,11.0
889,8.0,6.0,8.0,14.0
890,8.0,7.0,8.0,16.0
891,10.0,7.0,11.0,16.0
892,10.0,8.0,11.0,17.0
893,14.0,10.0,12.0,17.0
894,16.0,10.0,12.0,17.0
895,12.0,7.0,8.0,18.0
896,10.0,7.0,7.0,16.0
897,12.0,7.0,7.0,14.0
898,13.0,9.0,7.0,12.0
899,10.0,9.0,7.0,10.0
900,9.0,8.0,8.0,8.0
901,7.0,5.0,9.0,5.0
902,8.0,4.0,7.0,2.0
903,6.0,3.0,8.0,3.0
904,3.0,3.0,6.0,2.0
905,3.0,2.0,5.0,3.0
906,2.0,2.0,4.0,4.0
907,3.0,3.0,4.0,5.0
908,5.0,4.0,5.0,5.0
909,5.0,4.0,6.0,6.0
910,6.0,6.0,6.0,6.0
911,6.0,6.0,8.0,6.0
912,6.0,7.0,10.0,7.0
913,6.0,8.0,11.0,9.0
914,6.0,10.0,12.0,11.0
915,7.0,10.0,13.0,11.0
916,7.0,11.0,14.0,11.0
917,8.0,12.0,15.0,12.0
918,8.0,14.0,17.0,12.0
919,5.0,10.0,15.0,9.0
920,3.0,10.0,14.0,6.0
921,3.0,9.0,14.0,6.0
922,2.0,8.0,13.0,6.0
923,5.0,8.0,11.0,9.0
924,5.0,4.0,8.0,8.0
925,4.0,4.0,6.0,10.0
926,2.0,4.0,5.0,7.0
927,1.0,3.0,4.0,4.0
928,1.0,1.0,5.0,1.0
929,1.0,0.0,5.0,0.0
930,3.0,3.0,2.0,4.0
931,4.0,3.0,2.0,4.0
932,5.0,4.0,2.0,5.0
933,6.0,5.0,4.0,5.0
934,9.0,5.0,6.0,5.0
935,9.0,5.0,6.0,7.0
936,11.0,6.0,8.0,9.0
937,11.0,6.0,8.0,10.0
938,13.0,6.0,8.0,11.0
939,15.0,6.0,9.0,11.0
940,17.0,7.0,10.0,11.0
941,18.0,8.0,13.0,12.0
942,18.0,10.0,15.0,12.0
943,13.0,7.0,12.0,9.0
944,12.0,8.0,10.0,8.0
945,12.0,8.0,9.0,5.0
946,8.0,5.0,8.0,4.0
947,7.0,4.0,9.0,3.0
948,6.0,5.0,8.0,5.0
949,7.0,4.0,6.0,6.0
950,5.0,3.0,4.0,9.0
951,6.0,2.0,5.0,7.0
952,4.0,2.0,5.0,4.0
953,3.0,1.0,6.0,2.0
954,3.0,1.0,5.0,1.0
955,6.0,2.0,7.0,2.0
956,6.0,2.0,7.0,4.0
957,9.0,4.0,8.0,6.0
958,11.0,7.0,9.0,7.0
959,11.0,7.0,9.0,7.0
960,11.0,7.0,10.0,9.0
961,11.0,7.0,11.0,11.0
962,14.0,8.0,13.0,12.0
963,16.0,8.0,17.0,13.0
964,16.0,9.0,18.0,13.0
965,17.0,10.0,18.0,14.0
966,17.0,12.0,20.0,14.0
967,13.0,12.0,17.0,13.0
968,10.0,11.0,13.0,10.0
969,9.0,9.0,11.0,8.0
970,7.0,6.0,11.0,7.0
971,7.0,7.0,12.0,11.0
972,9.0,7.0,11.0,10.0
973,9.0,10.0,11.0,8.0
974,5.0,9.0,8.0,5.0
975,3.0,7.0,8.0,7.0
976,3.0,8.0,5.0,8.0
977,3.0,7.0,6.0,5.0
978,2.0,5.0,4.0,4.0
979,6.0,6.0,5.0,5.0
980,6.0,7.0,5.0,7.0
981,6.0,8.0,6.0,8.0
982,6.0,9.0,7.0,11.0
983,6.0,10.0,8.0,11.0
984,7.0,10.0,8.0,12.0
985,10.0,12.0,11.0,13.0
986,11.0,13.0,14.0,13.0
987,11.0,13.0,15.0,14.0
988,11.0,16.0,17.0,15.0
989,13.0,18.0,22.0,16.0
990,15.0,19.0,24.0,16.0
991,13.0,15.0,22.0,12.0
992,11.0,13.0,20.0,9.0
993,11.0,12.0,16.0,6.0
994,11.0,11.0,15.0,6.0
995,9.0,10.0,13.0,5.0
996,6.0,10.0,13.0,5.0
997,5.0,8.0,13.0,5.0
998,5.0,7.0,14.0,7.0
999,6.0,5.0,14.0,7.0
1000,6.0,3.0,13.0,6.0
1001,6.0,2.0,11.0,4.0
1002,5.0,3.0,9.0,6.0
1003,5.0,3.0,10.0,6.0
1004,6.0,6.0,12.0,7.0
1005,6.0,6.0,13.0,13.0
1006,6.0,7.0,14.0,13.0
1007,6.0,9.0,19.0,13.0
1008,6.0,11.0,20.0,13.0
1009,6.0,13.0,20.0,15.0
1010,6.0,14.0,20.0,16.0
1011,7.0,15.0,20.0,16.0
1012,9.0,15.0,22.0,18.0
1013,9.0,16.0,22.0,20.0
1014,10.0,17.0,24.0,20.0
1015,6.0,14.0,19.0,16.0
1016,5.0,10.0,18.0,12.0
1017,5.0,10.0,16.0,9.0
1018,4.0,12.0,16.0,8.0
1019,4.0,12.0,14.0,6.0
1020,5.0,11.0,13.0,6.0
1021,4.0,12.0,10.0,6.0
1022,2.0,11.0,10.0,6.0
1023,2.0,8.0,10.0,5.0
1024,3.0,7.0,8.0,3.0
1025,3.0,5.0,7.0,3.0
1026,1.0,4.0,4.0,3.0
1027,2.0,5.0,4.0,3.0
1028,3.0,8.0,5.0,4.0
1029,3.0,10.0,6.0,4.0
1030,4.0,11.0,7.0,4.0
1031,4.0,13.0,7.0,6.0
1032,5.0,17.0,8.0,8.0
1033,8.0,18.0,8.0,8.0
1034,9.0,20.0,8.0,9.0
1035,10.0,21.0,9.0,9.0
1036,10.0,21.0,9.0,9.0
1037,12.0,22.0,10.0,9.0
1038,12.0,23.0,11.0,9.0
1039,6.0,20.0,8.0,8.0
1040,2.0,20.0,8.0,5.0
1041,2.0,19.0,8.0,5.0
1042,1.0,17.0,8.0,5.0
1043,2.0,16.0,9.0,5.0
1044,2.0,14.0,11.0,3.0
1045,3.0,9.0,11.0,1.0
1046,2.0,9.0,10.0,1.0
1047,2.0,9.0,10.0,1.0
1048,2.0,9.0,7.0,4.0
1049,3.0,5.0,6.0,5.0
1050,2.0,3.0,5.0,5.0
1051,4.0,4.0,6.0,6.0
1052,7.0,4.0,7.0,8.0
1053,10.0,4.0,7.0,8.0
1054,11.0,4.0,9.0,10.0
1055,13.0,5.0,14.0,10.0
1056,16.0,6.0,16.0,11.0
1057,16.0,6.0,16.0,12.0
1058,17.0,6.0,17.0,13.0
1059,19.0,7.0,17.0,13.0
1060,25.0,8.0,17.0,15.0
1061,26.0,8.0,17.0,18.0
1062,26.0,8.0,19.0,18.0
1063,22.0,4.0,16.0,16.0
1064,20.0,3.0,13.0,14.0
1065,18.0,3.0,14.0,12.0
1066,18.0,3.0,13.0,10.0
1067,17.0,3.0,11.0,9.0
1068,15.0,5.0,9.0,8.0
1069,13.0,5.0,9.0,8.0
1070,10.0,4.0,7.0,6.0
1071,7.0,2.0,6.0,3.0
1072,5.0,2.0,6.0,4.0
1073,5.0,2.0,5.0,6.0
1074,7.0,1.0,6.0,5.0
1075,10.0,1.0,8.0,5.0
1076,10.0,1.0,10.0,5.0
1077,11.0,2.0,10.0,7.0
1078,11.0,4.0,11.0,7.0
1079,11.0,4.0,11.0,9.0
1080,11.0,4.0,11.0,9.0
1081,11.0,4.0,11.0,9.0
1082,11.0,4.0,11.0,9.0
1083,11.0,4.0,11.0,9.0
1084,11.0,4.0,11.0,9.0
1085,11.0,4.0,11.0,9.0
1086,11.0,4.0,11.0,9.0
1087,7.0,1.0,7.0,3.0
1088,3.0,0.0,4.0,2.0
1089,1.0,0.0,2.0,2.0
1090,0.0,0.0,0.0,2.0
1091,0.0,0.0,0.0,1.0
1092,0.0,0.0,0.0,0.0
1093,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,0.0
1095,0.0,0.0,0.0,0.0
1096,0.0,0.0,0.0,0.0
1097,0.0,0.0,0.0,0.0
1098,0.0,0.0,0.0,0.0
1099,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0
1102,0.0,0.0,0.0,0.0
1103,0.0,0.0,0.0,0.0
1104,0.0,0.0,0.0,0.0
1105,0.0,0.0,0.0,0.0
1106,0.0,0.0,0.0,0.0
1107,0.0,0.0,0.0,0.0
1108,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0
1112,0.0,0.0,0.0,0.0
1113,0.0,0.0,0.0,0.0
1114,0.0,0.0,0.0,0.0
1115,0.0,0.0,0.0,0.0
1116,0.0,0.0,0.0,0.0
1117,0.0,0.0,0.0,0.0
1118,0.0,0.0,0.0,0.0
1119,0.0,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0
1121,0.0,0.0,0.0,0.0
1122,0.0,0.0,0.0,0.0
1123,0.0,0.0,0.0,0.0
1124,0.0,0.0,0.0,0.0
1125,0.0,0.0,0.0,0.0
1126,0.0,0.0,0.0,0.0
1127,0.0,0.0,0.0,0.0
1128,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0
1132,0.0,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0
1137,0.0,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0
1139,0.0,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0
1141,0.0,0.0,0.0,0.0
1142,0.0,0.0,0.0,0.0
1143,0.0,0.0,0.0,0.0
1144,0.0,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0
1146,0.0,0.0,0.0,0.0
1147,0.0,0.0,0.0,0.0
1148,0.0,0.0,0.0,0.0
1149,0.0,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0
1152,0.0,0.0,0.0,0.0
1153,0.0,0.0,0.0,0.0
1154,0.0,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0
1156,0.0,0.0,0.0,0.0
1157,0.0,0.0,0.0,0.0
1158,0.0,0.0,0.0,0.0
1159,0.0,0.0,0.0,0.0
1160,0.0,0.0,0.0,0.0
1161,0.0,0.0,0.0,0.0
1162,0.0,0.0,0.0,0.0
1163,0.0,0.0,0.0,0.0
1164,0.0,0.0,0.0,0.0
1165,0.0,0.0,0.0,0.0
1166,0.0,0.0,0.0,0.0
1167,0.0,0.0,0.0,0.0
1168,0.0,0.0,0.0,0.0
1169,0.0,0.0,0.0,0.0
1170,0.0,0.0,0.0,0.0
1171,0.0,0.0,0.0,0.0
1172,0.0,0.0,0.0,0.0
1173,0.0,0.0,0.0,0.0
1174,0.0,0.0,0.0,0.0
1175,0.0,0.0,0.0,0.0
1176,0.0,0.0,0.0,0.0
1177,0.0,0.0,0.0,0.0
1178,0.0,0.0,0.0,0.0
1179,0.0,0.0,0.0,0.0
1180,0.0,0.0,0.0,0.0
1181,0.0,0.0,0.0,0.0
1182,0.0,0.0,0.0,0.0
1183,0.0,0.0,0.0,0.0
1184,0.0,0.0,0.0,0.0
1185,0.0,0.0,0.0,0.0
1186,0.0,0.0,0.0,0.0
1187,0.0,0.0,0.0,0.0
1188,0.0,0.0,0.0,0.0
1189,0.0,0.0,0.0,0.0
1190,0.0,0.0,0.0,0.0
1191,0.0,0.0,0.0,0.0
1192,0.0,0.0,0.0,0.0
1193,0.0,0.0,0.0,0.0
1194,0.0,0.0,0.0,0.0
1195,0.0,0.0,0.0,0.0
1196,0.0,0.0,0.0,0.0
1197,0.0,0.0,0.0,0.0
1198,0.0,0.0,0.0,0.0
1199,0.0,0.0,0.0,0.0
1200,0.0,0.0,0.0,0.0
1201,0.0,0.0,0.0,0.0
1202,0.0,0.0,0.0,0.0
1203,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1205,0.0,0.0,0.0,0.0
1206,0.0,0.0,0.0,0.0
1207,0.0,0.0,0.0,0.0
1208,0.0,0.0,0.0,0.0
1209,0.0,0.0,0.0,0.0
1210,0.0,0.0,0.0,0.0
1211,0.0,0.0,0.0,0.0
1212,0.0,0.0,0.0,0.0
1213,0.0,0.0,0.0,0.0
1214,0.0,0.0,0.0,0.0
1215,0.0,0.0,0.0,0.0
1216,0.0,0.0,0.0,0.0
1217,0.0,0.0,0.0,0.0
1218,0.0,0.0,0.0,0.0
1219,0.0,0.0,0.0,0.0
1220,0.0,0.0,0.0,0.0
1221,0.0,0.0,0.0,0.0
1222,0.0,0.0,0.0,0.0
1223,0.0,0.0,0.0,0.0
1224,2.0,2.0,2.0,3.0
1225,4.0,2.0,4.0,6.0
1226,6.0,3.0,4.0,9.0
1227,7.0,5.0,6.0,10.0
1228,9.0,8.0,7.0,13.0
1229,12.0,13.0,9.0,15.0
1230,14.0,15.0,10.0,18.0
1231,12.0,16.0,9.0,16.0
1232,8.0,13.0,9.0,14.0
1233,6.0,14.0,10.0,12.0
1234,7.0,16.0,9.0,11.0
1235,5.0,15.0,9.0,8.0
1236,8.0,9.0,8.0,7.0
1237,8.0,7.0,9.0,4.0
1238,7.0,5.0,7.0,3.0
1239,8.0,4.0,6.0,4.0
1240,6.0,5.0,8.0,8.0
1241,7.0,7.0,8.0,8.0
1242,4.0,8.0,6.0,7.0
1243,9.0,9.0,8.0,9.0
1244,12.0,9.0,9.0,10.0
1245,14.0,11.0,11.0,13.0
1246,17.0,14.0,13.0,17.0
1247,17.0,16.0,15.0,21.0
1248,21.0,19.0,17.0,21.0
1249,23.0,22.0,18.0,23.0
1250,23.0,24.0,21.0,24.0
1251,24.0,26.0,24.0,25.0
1252,25.0,28.0,25.0,29.0
1253,27.0,29.0,27.0,33.0
1254,29.0,33.0,31.0,37.0
1255,27.0,31.0,28.0,29.0
1256,28.0,29.0,27.0,29.0
1257,27.0,29.0,26.0,32.0
1258,26.0,27.0,25.0,30.0
1259,28.0,29.0,25.0,31.0
1260,28.0,32.0,25.0,32.0
1261,29.0,31.0,26.0,31.0
1262,28.0,30.0,26.0,29.0
1263,27.0,28.0,24.0,33.0
1264,25.0,25.0,23.0,34.0
1265,27.0,24.0,25.0,33.0
1266,26.0,25.0,25.0,33.0
1267,27.0,26.0,25.0,35.0
1268,27.0,29.0,28.0,37.0
1269,29.0,31.0,31.0,40.0
1270,32.0,33.0,34.0,43.0
1271,32.0,36.0,37.0,46.0
1272,33.0,37.0,39.0,48.0
1273,35.0,40.0,41.0,51.0
1274,37.0,40.0,44.0,53.0
1275,40.0,42.0,45.0,58.0
1276,42.0,45.0,47.0,60.0
1277,45.0,46.0,50.0,67.0
1278,48.0,48.0,54.0,72.0
1279,45.0,45.0,51.0,69.0
1280,42.0,40.0,47.0,67.0
1281,44.0,41.0,44.0,66.0
1282,44.0,41.0,43.0,66.0
1283,45.0,43.0,43.0,68.0
1284,42.0,43.0,43.0,69.0
1285,43.0,43.0,44.0,68.0
1286,42.0,43.0,44.0,69.0
1287,42.0,43.0,45.0,71.0
1288,41.0,43.0,42.0,70.0
1289,38.0,41.0,44.0,72.0
1290,41.0,40.0,45.0,73.0
1291,42.0,41.0,47.0,76.0
1292,45.0,43.0,50.0,78.0
1293,45.0,45.0,52.0,80.0
1294,46.0,47.0,56.0,83.0
1295,49.0,51.0,58.0,85.0
1296,50.0,56.0,61.0,86.0
1297,52.0,57.0,63.0,89.0
1298,53.0,62.0,65.0,90.0
1299,54.0,64.0,66.0,92.0
1300,56.0,65.0,69.0,94.0
1301,57.0,67.0,72.0,96.0
1302,60.0,69.0,74.0,101.0
1303,58.0,66.0,71.0,98.0
1304,57.0,62.0,68.0,96.0
1305,60.0,61.0,68.0,99.0
1306,60.0,62.0,69.0,101.0
1307,61.0,63.0,69.0,101.0
1308,61.0,63.0,69.0,97.0
1309,64.0,67.0,67.0,99.0
1310,65.0,67.0,68.0,100.0
1311,64.0,68.0,64.0,98.0
1312,61.0,67.0,66.0,96.0
1313,58.0,65.0,66.0,96.0
1314,59.0,66.0,66.0,96.0
1315,63.0,68.0,67.0,96.0
1316,66.0,72.0,68.0,98.0
1317,68.0,73.0,70.0,101.0
1318,70.0,77.0,71.0,103.0
1319,72.0,78.0,72.0,105.0
1320,75.0,79.0,73.0,109.0
1321,78.0,80.0,77.0,110.0
1322,79.0,82.0,79.0,114.0
1323,83.0,83.0,80.0,119.0
1324,88.0,85.0,82.0,122.0
1325,89.0,90.0,84.0,125.0
1326,92.0,91.0,87.0,127.0
1327,92.0,90.0,84.0,125.0
1328,92.0,87.0,85.0,125.0
1329,94.0,85.0,84.0,125.0
1330,93.0,85.0,86.0,126.0
1331,92.0,87.0,90.0,126.0
1332,93.0,86.0,91.0,125.0
1333,92.0,90.0,92.0,128.0
1334,94.0,92.0,90.0,129.0
1335,93.0,90.0,88.0,131.0
1336,93.0,89.0,88.0,133.0
1337,95.0,86.0,86.0,133.0
1338,95.0,85.0,87.0,132.0
1339,99.0,85.0,88.0,134.0
1340,101.0,88.0,89.0,135.0
1341,106.0,92.0,93.0,136.0
1342,109.0,93.0,95.0,139.0
1343,110.0,93.0,96.0,141.0
1344,111.0,94.0,97.0,142.0
1345,113.0,94.0,97.0,143.0
1346,113.0,96.0,97.0,143.0
1347,113.0,96.0,97.0,143.0
1348,113.0,96.0,97.0,143.0
1349,114.0,97.0,97.0,145.0
1350,116.0,99.0,99.0,145.0
1351,110.0,94.0,93.0,140.0
1352,108.0,92.0,91.0,140.0
1353,108.0,90.0,91.0,138.0
1354,108.0,89.0,88.0,137.0
1355,106.0,88.0,88.0,136.0
1356,106.0,87.0,89.0,133.0
1357,103.0,86.0,93.0,132.0
1358,100.0,85.0,93.0,133.0
1359,97.0,83.0,93.0,131.0
1360,94.0,82.0,93.0,130.0
1361,91.0,82.0,91.0,129.0
1362,91.0,80.0,90.0,127.0
1363,92.0,84.0,92.0,129.0
1364,92.0,84.0,95.0,129.0
1365,93.0,84.0,96.0,129.0
1366,94.0,86.0,96.0,129.0
1367,95.0,87.0,96.0,129.0
1368,95.0,87.0,97.0,130.0
1369,96.0,90.0,98.0,130.0
1370,97.0,91.0,99.0,133.0
1371,100.0,91.0,100.0,134.0
1372,101.0,93.0,100.0,134.0
1373,103.0,94.0,100.0,134.0
1374,104.0,94.0,102.0,137.0
1375,99.0,91.0,100.0,134.0
1376,97.0,88.0,94.0,129.0
1377,95.0,85.0,91.0,128.0
1378,94.0,84.0,88.0,127.0
1379,96.0,83.0,87.0,128.0
1380,96.0,83.0,86.0,127.0
1381,95.0,84.0,86.0,127.0
1382,96.0,83.0,84.0,126.0
1383,96.0,82.0,84.0,124.0
1384,94.0,85.0,81.0,123.0
1385,96.0,83.0,81.0,121.0
1386,98.0,78.0,81.0,118.0
1387,100.0,78.0,82.0,119.0
1388,100.0,78.0,83.0,120.0
1389,100.0,78.0,85.0,121.0
1390,102.0,78.0,86.0,121.0
1391,103.0,81.0,87.0,121.0
1392,106.0,81.0,89.0,122.0
1393,108.0,81.0,89.0,122.0
1394,110.0,81.0,90.0,122.0
1395,110.0,83.0,91.0,122.0
1396,111.0,83.0,91.0,122.0
1397,114.0,84.0,92.0,124.0
1398,114.0,84.0,94.0,125.0
1399,110.0,79.0,89.0,120.0
1400,110.0,76.0,86.0,117.0
1401,107.0,74.0,88.0,117.0
1402,107.0,72.0,86.0,117.0
1403,108.0,71.0,84.0,113.0
1404,109.0,68.0,86.0,113.0
1405,108.0,66.0,85.0,115.0
1406,109.0,65.0,85.0,112.0
1407,108.0,64.0,82.0,111.0
1408,106.0,64.0,82.0,110.0
1409,108.0,62.0,82.0,109.0
1410,105.0,59.0,79.0,109.0
1411,105.0,61.0,80.0,109.0
1412,106.0,62.0,81.0,111.0
1413,106.0,63.0,81.0,111.0
1414,107.0,64.0,82.0,111.0
1415,109.0,66.0,85.0,111.0
1416,111.0,66.0,89.0,113.0
1417,112.0,67.0,89.0,114.0
1418,113.0,67.0,89.0,116.0
1419,113.0,68.0,92.0,120.0
1420,114.0,68.0,93.0,121.0
1421,114.0,68.0,95.0,123.0
1422,116.0,68.0,95.0,125.0
1423,112.0,63.0,90.0,120.0
1424,116.0,60.0,85.0,120.0
1425,115.0,62.0,83.0,120.0
1426,114.0,61.0,81.0,119.0
1427,115.0,61.0,81.0,117.0
1428,113.0,60.0,80.0,118.0
1429,111.0,60.0,78.0,118.0
1430,110.0,58.0,75.0,117.0
1431,110.0,55.0,73.0,116.0
1432,112.0,49.0,71.0,113.0
1433,114.0,47.0,69.0,111.0
1434,113.0,47.0,66.0,109.0
1435,115.0,47.0,68.0,109.0
1436,115.0,49.0,69.0,110.0
1437,116.0,50.0,71.0,112.0
1438,118.0,51.0,71.0,112.0
1439,119.0,51.0,72.0,112.0
1440,119.0,51.0,72.0,113.0
1441,119.0,53.0,73.0,113.0
1442,120.0,55.0,75.0,113.0
1443,121.0,55.0,76.0,114.0
1444,123.0,56.0,77.0,117.0
1445,123.0,56.0,80.0,117.0
1446,126.0,56.0,81.0,119.0
1447,122.0,53.0,81.0,117.0
1448,117.0,51.0,76.0,115.0
1449,114.0,50.0,75.0,114.0
1450,113.0,50.0,74.0,112.0
1451,114.0,48.0,74.0,111.0
1452,111.0,50.0,73.0,108.0
1453,112.0,50.0,73.0,108.0
1454,110.0,50.0,69.0,106.0
1455,110.0,50.0,68.0,104.0
1456,107.0,50.0,67.0,106.0
1457,106.0,48.0,64.0,105.0
1458,105.0,47.0,65.0,104.0
1459,105.0,48.0,67.0,104.0
1460,108.0,48.0,67.0,105.0
1461,108.0,48.0,68.0,107.0
1462,110.0,49.0,70.0,108.0
1463,112.0,49.0,72.0,109.0
1464,112.0,51.0,72.0,109.0
1465,112.0,53.0,74.0,110.0
1466,113.0,55.0,75.0,110.0
1467,116.0,58.0,75.0,111.0
1468,116.0,58.0,75.0,113.0
1469,117.0,61.0,75.0,114.0
1470,117.0,62.0,75.0,114.0
1471,112.0,58.0,73.0,111.0
1472,109.0,54.0,72.0,109.0
1473,106.0,50.0,70.0,109.0
1474,106.0,46.0,70.0,109.0
1475,106.0,47.0,68.0,108.0
1476,107.0,48.0,67.0,106.0
1477,105.0,44.0,66.0,105.0
1478,104.0,43.0,65.0,103.0
1479,102.0,43.0,64.0,102.0
1480,104.0,40.0,66.0,101.0
1481,103.0,35.0,67.0,101.0
1482,100.0,34.0,66.0,99.0
1483,102.0,34.0,68.0,100.0
1484,103.0,34.0,68.0,101.0
1485,105.0,35.0,71.0,101.0
1486,105.0,35.0,72.0,102.0
1487,106.0,36.0,73.0,103.0
1488,106.0,36.0,73.0,103.0
1489,108.0,37.0,75.0,103.0
1490,109.0,39.0,76.0,106.0
1491,111.0,40.0,79.0,107.0
1492,112.0,42.0,81.0,109.0
1493,114.0,42.0,83.0,110.0
1494,114.0,44.0,83.0,111.0
1495,109.0,40.0,78.0,105.0
1496,107.0,37.0,77.0,104.0
1497,106.0,38.0,78.0,107.0
1498,105.0,36.0,76.0,107.0
1499,106.0,35.0,76.0,106.0
1500,105.0,34.0,76.0,105.0
1501,106.0,31.0,76.0,104.0
1502,104.0,33.0,75.0,104.0
1503,102.0,30.0,72.0,103.0
1504,102.0,29.0,70.0,102.0
1505,99.0,27.0,68.0,98.0
1506,98.0,25.0,66.0,96.0
1507,99.0,25.0,67.0,96.0
1508,99.0,27.0,69.0,97.0
1509,101.0,30.0,70.0,98.0
1510,103.0,30.0,71.0,98.0
1511,104.0,30.0,72.0,98.0
1512,104.0,31.0,73.0,98.0
1513,106.0,32.0,75.0,100.0
1514,106.0,32.0,76.0,102.0
1515,107.0,33.0,79.0,104.0
1516,107.0,34.0,80.0,105.0
1517,108.0,34.0,80.0,105.0
1518,109.0,34.0,80.0,106.0
1519,107.0,30.0,78.0,104.0
1520,105.0,26.0,74.0,101.0
1521,107.0,23.0,74.0,99.0
